Cacheblock,op_pair_count,temperature
13f1a80,3,Warm (3-10 pairs)
13f3d40,1,Cold (1-2 pairs)
13f4280,1,Cold (1-2 pairs)
13f64c0,4,Warm (3-10 pairs)
13f6580,1,Cold (1-2 pairs)
13f7c40,2,Cold (1-2 pairs)
13f86c0,1,Cold (1-2 pairs)
13f8700,1,Cold (1-2 pairs)
13f89c0,1,Cold (1-2 pairs)
13f8a40,1,Cold (1-2 pairs)
13f8ac0,1,Cold (1-2 pairs)
13f8b00,1,Cold (1-2 pairs)
13f8b80,1,Cold (1-2 pairs)
13f8c40,2,Cold (1-2 pairs)
13fe180,1,Cold (1-2 pairs)
14043c0,2,Cold (1-2 pairs)
1404b80,2,Cold (1-2 pairs)
1405f00,1,Cold (1-2 pairs)
1405f40,2,Cold (1-2 pairs)
1405f80,1,Cold (1-2 pairs)
1405fc0,1,Cold (1-2 pairs)
1406000,1,Cold (1-2 pairs)
1406040,1,Cold (1-2 pairs)
1406100,1,Cold (1-2 pairs)
1406140,1,Cold (1-2 pairs)
14061c0,1,Cold (1-2 pairs)
1406200,1,Cold (1-2 pairs)
1406280,1,Cold (1-2 pairs)
14062c0,1,Cold (1-2 pairs)
1406380,1,Cold (1-2 pairs)
1406400,1,Cold (1-2 pairs)
1406740,1,Cold (1-2 pairs)
1406b00,1,Cold (1-2 pairs)
1406b40,1,Cold (1-2 pairs)
1406b80,1,Cold (1-2 pairs)
1406f80,1,Cold (1-2 pairs)
1407240,1,Cold (1-2 pairs)
1407280,1,Cold (1-2 pairs)
1407800,1,Cold (1-2 pairs)
1407840,1,Cold (1-2 pairs)
1407b80,1,Cold (1-2 pairs)
1407f00,1,Cold (1-2 pairs)
1407f40,1,Cold (1-2 pairs)
1408800,1,Cold (1-2 pairs)
1408840,1,Cold (1-2 pairs)
1408900,1,Cold (1-2 pairs)
1408c80,2,Cold (1-2 pairs)
1408d00,4,Warm (3-10 pairs)
1409c40,1,Cold (1-2 pairs)
1409c80,1,Cold (1-2 pairs)
1409cc0,2,Cold (1-2 pairs)
1409d80,1,Cold (1-2 pairs)
1409dc0,12,Hot (11+ pairs)
1409e00,29,Hot (11+ pairs)
1409e40,10,Warm (3-10 pairs)
1409e80,1,Cold (1-2 pairs)
1409f40,3,Warm (3-10 pairs)
1409f80,1,Cold (1-2 pairs)
1409fc0,9,Warm (3-10 pairs)
140a000,3,Warm (3-10 pairs)
140a100,3,Warm (3-10 pairs)
141ec00,1,Cold (1-2 pairs)
141f000,1,Cold (1-2 pairs)
141f300,1,Cold (1-2 pairs)
143c600,2,Cold (1-2 pairs)
143c640,2,Cold (1-2 pairs)
143c700,1,Cold (1-2 pairs)
14404c0,2,Cold (1-2 pairs)
1440c40,1,Cold (1-2 pairs)
1440c80,1,Cold (1-2 pairs)
1444800,1,Cold (1-2 pairs)
1444900,1,Cold (1-2 pairs)
1444980,1,Cold (1-2 pairs)
1445f00,4,Warm (3-10 pairs)
1445fc0,1,Cold (1-2 pairs)
1446480,1,Cold (1-2 pairs)
1446880,1,Cold (1-2 pairs)
14468c0,1,Cold (1-2 pairs)
1447c80,3,Warm (3-10 pairs)
1447d00,6,Warm (3-10 pairs)
1449140,1,Cold (1-2 pairs)
1449680,1,Cold (1-2 pairs)
144ae00,2,Cold (1-2 pairs)
1456a40,1,Cold (1-2 pairs)
1456a80,2,Cold (1-2 pairs)
1456c40,4,Warm (3-10 pairs)
1456d40,2,Cold (1-2 pairs)
1466940,1,Cold (1-2 pairs)
1468480,1,Cold (1-2 pairs)
1469580,1,Cold (1-2 pairs)
14697c0,1,Cold (1-2 pairs)
1469980,1,Cold (1-2 pairs)
146af00,1,Cold (1-2 pairs)
19e9f40,1,Cold (1-2 pairs)
19f17c0,1,Cold (1-2 pairs)
19f1c40,2,Cold (1-2 pairs)
19f4840,4,Warm (3-10 pairs)
19f9f00,1,Cold (1-2 pairs)
1a01dc0,1,Cold (1-2 pairs)
1a05200,1,Cold (1-2 pairs)
1a05240,1,Cold (1-2 pairs)
1a05280,1,Cold (1-2 pairs)
1a052c0,1,Cold (1-2 pairs)
1a05300,1,Cold (1-2 pairs)
1a05340,1,Cold (1-2 pairs)
1a05380,1,Cold (1-2 pairs)
1a053c0,1,Cold (1-2 pairs)
1a05400,1,Cold (1-2 pairs)
1a05440,1,Cold (1-2 pairs)
1a054c0,1,Cold (1-2 pairs)
1a05500,1,Cold (1-2 pairs)
1a05540,1,Cold (1-2 pairs)
1a05580,1,Cold (1-2 pairs)
1a055c0,1,Cold (1-2 pairs)
1a05600,1,Cold (1-2 pairs)
1a05640,1,Cold (1-2 pairs)
1a05680,1,Cold (1-2 pairs)
1a056c0,1,Cold (1-2 pairs)
1a05700,1,Cold (1-2 pairs)
1a05740,1,Cold (1-2 pairs)
1a05780,1,Cold (1-2 pairs)
1a057c0,6,Warm (3-10 pairs)
1a05940,1,Cold (1-2 pairs)
1a05980,1,Cold (1-2 pairs)
1a0aac0,1,Cold (1-2 pairs)
1a0acc0,1,Cold (1-2 pairs)
1a0b000,1,Cold (1-2 pairs)
1a0b740,4,Warm (3-10 pairs)
1a0dc80,1,Cold (1-2 pairs)
1a0dcc0,2,Cold (1-2 pairs)
1a0dec0,1,Cold (1-2 pairs)
1a0e040,1,Cold (1-2 pairs)
1a0e480,1,Cold (1-2 pairs)
1a0e6c0,1,Cold (1-2 pairs)
1a0e840,1,Cold (1-2 pairs)
1a0ec40,1,Cold (1-2 pairs)
1a0ee00,1,Cold (1-2 pairs)
1a0f200,3,Warm (3-10 pairs)
1a0f5c0,6,Warm (3-10 pairs)
1a0fa40,1,Cold (1-2 pairs)
1a0ff40,1,Cold (1-2 pairs)
1a10140,3,Warm (3-10 pairs)
1a11940,1,Cold (1-2 pairs)
1a11bc0,1,Cold (1-2 pairs)
1a11c80,4,Warm (3-10 pairs)
1a11cc0,1,Cold (1-2 pairs)
1a125c0,2,Cold (1-2 pairs)
1a12840,1,Cold (1-2 pairs)
1a13980,1,Cold (1-2 pairs)
1a15480,1,Cold (1-2 pairs)
1a160c0,2,Cold (1-2 pairs)
1a16100,1,Cold (1-2 pairs)
1a17a80,2,Cold (1-2 pairs)
1a17e80,1,Cold (1-2 pairs)
1a17f00,2,Cold (1-2 pairs)
1a18040,1,Cold (1-2 pairs)
1a18440,4,Warm (3-10 pairs)
1a1b200,1,Cold (1-2 pairs)
1a1b380,1,Cold (1-2 pairs)
1a1b400,2,Cold (1-2 pairs)
1a1b440,3,Warm (3-10 pairs)
1a1c080,2,Cold (1-2 pairs)
1a1e540,2,Cold (1-2 pairs)
1a1e640,1,Cold (1-2 pairs)
1a1e980,1,Cold (1-2 pairs)
1a1e9c0,8,Warm (3-10 pairs)
1a25e80,1,Cold (1-2 pairs)
1a26a00,5,Warm (3-10 pairs)
1a26c00,1,Cold (1-2 pairs)
1a29a80,1,Cold (1-2 pairs)
1a2bc80,1,Cold (1-2 pairs)
1a2dec0,2,Cold (1-2 pairs)
1a30e40,1,Cold (1-2 pairs)
1a31e80,1,Cold (1-2 pairs)
1a34b80,1,Cold (1-2 pairs)
1a35dc0,1,Cold (1-2 pairs)
1a37800,2,Cold (1-2 pairs)
1a37e00,4,Warm (3-10 pairs)
1a38500,2,Cold (1-2 pairs)
1a38540,1,Cold (1-2 pairs)
1a3a000,1,Cold (1-2 pairs)
1a3a200,6,Warm (3-10 pairs)
1a3a480,1,Cold (1-2 pairs)
1a3b400,1,Cold (1-2 pairs)
1a3b7c0,1,Cold (1-2 pairs)
1a3bb40,1,Cold (1-2 pairs)
1a3bc80,1,Cold (1-2 pairs)
1a3bcc0,1,Cold (1-2 pairs)
1a3cac0,1,Cold (1-2 pairs)
1a3cec0,4,Warm (3-10 pairs)
1a3cf00,10,Warm (3-10 pairs)
1a3d400,1,Cold (1-2 pairs)
1a3f140,3,Warm (3-10 pairs)
1a3f980,2,Cold (1-2 pairs)
1a40240,2,Cold (1-2 pairs)
1a407c0,1,Cold (1-2 pairs)
1a40980,1,Cold (1-2 pairs)
1a41600,5,Warm (3-10 pairs)
1a41640,6,Warm (3-10 pairs)
1a55a80,20,Hot (11+ pairs)
1a55ac0,26,Hot (11+ pairs)
1a55b00,20,Hot (11+ pairs)
1a55b40,33,Hot (11+ pairs)
1a56bc0,12,Hot (11+ pairs)
1a57740,1,Cold (1-2 pairs)
1a631c0,1,Cold (1-2 pairs)
1a63300,5,Warm (3-10 pairs)
1a63400,10,Warm (3-10 pairs)
1a63440,3,Warm (3-10 pairs)
1a82200,1,Cold (1-2 pairs)
1a83e80,1,Cold (1-2 pairs)
1a83ec0,1,Cold (1-2 pairs)
1a83f00,6,Warm (3-10 pairs)
1a84480,4,Warm (3-10 pairs)
1c6e240,1,Cold (1-2 pairs)
1c6e280,1,Cold (1-2 pairs)
1c6e2c0,1,Cold (1-2 pairs)
1c6e300,1,Cold (1-2 pairs)
1c6e340,1,Cold (1-2 pairs)
1c6e380,1,Cold (1-2 pairs)
1c6e540,2,Cold (1-2 pairs)
1c70d80,4,Warm (3-10 pairs)
1c70e80,6,Warm (3-10 pairs)
1c70f00,1,Cold (1-2 pairs)
1c70f40,5,Warm (3-10 pairs)
1c70fc0,5,Warm (3-10 pairs)
1c71000,3,Warm (3-10 pairs)
1c71040,1,Cold (1-2 pairs)
1c71100,1,Cold (1-2 pairs)
1c71200,1,Cold (1-2 pairs)
1c712c0,3,Warm (3-10 pairs)
1c71300,1,Cold (1-2 pairs)
1c71380,2,Cold (1-2 pairs)
1c71400,1,Cold (1-2 pairs)
1c71440,1,Cold (1-2 pairs)
1c71480,1,Cold (1-2 pairs)
1c71580,1,Cold (1-2 pairs)
1c71600,2,Cold (1-2 pairs)
1c71680,1,Cold (1-2 pairs)
1c71700,1,Cold (1-2 pairs)
1c71740,1,Cold (1-2 pairs)
1c717c0,1,Cold (1-2 pairs)
1c71880,4,Warm (3-10 pairs)
1c718c0,1,Cold (1-2 pairs)
1c71980,2,Cold (1-2 pairs)
1c71a40,2,Cold (1-2 pairs)
1c71b40,1,Cold (1-2 pairs)
1c71c40,3,Warm (3-10 pairs)
1c71c80,1,Cold (1-2 pairs)
1c71d40,1,Cold (1-2 pairs)
1c71d80,2,Cold (1-2 pairs)
1c71dc0,1,Cold (1-2 pairs)
1c71f80,4,Warm (3-10 pairs)
1c71fc0,4,Warm (3-10 pairs)
1c72000,3,Warm (3-10 pairs)
1c72040,1,Cold (1-2 pairs)
1c72080,19,Hot (11+ pairs)
1c72140,2,Cold (1-2 pairs)
1c72180,1,Cold (1-2 pairs)
1c721c0,4,Warm (3-10 pairs)
1c72240,5,Warm (3-10 pairs)
1c72280,1,Cold (1-2 pairs)
1c722c0,3,Warm (3-10 pairs)
1c734c0,2,Cold (1-2 pairs)
1c73800,5,Warm (3-10 pairs)
1c73840,1,Cold (1-2 pairs)
1c73980,5,Warm (3-10 pairs)
1c739c0,13,Hot (11+ pairs)
1c73a00,3,Warm (3-10 pairs)
1c73a40,1,Cold (1-2 pairs)
1c73a80,4,Warm (3-10 pairs)
1c73b00,2,Cold (1-2 pairs)
1c77640,8,Warm (3-10 pairs)
1c77680,1,Cold (1-2 pairs)
1c784c0,1,Cold (1-2 pairs)
1c78880,31,Hot (11+ pairs)
1c78c40,1,Cold (1-2 pairs)
1c78e40,4,Warm (3-10 pairs)
1c79380,7,Warm (3-10 pairs)
1c79440,244,Super Hot (top 1%)
1c79540,1,Cold (1-2 pairs)
1c79580,3,Warm (3-10 pairs)
1c79600,15,Hot (11+ pairs)
1c79640,76,Hot (11+ pairs)
1c79700,2,Cold (1-2 pairs)
1c79940,1,Cold (1-2 pairs)
1c79980,1,Cold (1-2 pairs)
1c799c0,2,Cold (1-2 pairs)
1c79a00,1,Cold (1-2 pairs)
1c79a40,7,Warm (3-10 pairs)
1c79ac0,1,Cold (1-2 pairs)
1c79b80,1,Cold (1-2 pairs)
1c79c40,6,Warm (3-10 pairs)
1c79cc0,1,Cold (1-2 pairs)
1c7c780,2,Cold (1-2 pairs)
1c7c7c0,6,Warm (3-10 pairs)
1c7c800,13,Hot (11+ pairs)
1c7c980,1,Cold (1-2 pairs)
1c7c9c0,1,Cold (1-2 pairs)
1c7ca40,29,Hot (11+ pairs)
1c7ca80,7,Warm (3-10 pairs)
1c7cac0,3,Warm (3-10 pairs)
1c7cbc0,4,Warm (3-10 pairs)
1c7cc00,5,Warm (3-10 pairs)
1c7cd80,4,Warm (3-10 pairs)
1c7cdc0,234,Super Hot (top 1%)
1c7ce00,3,Warm (3-10 pairs)
1c7ce40,1,Cold (1-2 pairs)
1c7cf40,1,Cold (1-2 pairs)
1c7cfc0,10,Warm (3-10 pairs)
1c7d000,4,Warm (3-10 pairs)
1c7d180,1,Cold (1-2 pairs)
1c7d240,13,Hot (11+ pairs)
1c7d280,11,Hot (11+ pairs)
1c7d2c0,8,Warm (3-10 pairs)
1c7d300,133,Super Hot (top 1%)
1c7d340,71,Hot (11+ pairs)
1c7d380,35,Hot (11+ pairs)
1c7d3c0,25,Hot (11+ pairs)
1c7d400,34,Hot (11+ pairs)
1c7d440,19,Hot (11+ pairs)
1c7d480,14,Hot (11+ pairs)
1c7d4c0,11,Hot (11+ pairs)
1c7d500,15,Hot (11+ pairs)
1c7d540,4,Warm (3-10 pairs)
1c7d5c0,2,Cold (1-2 pairs)
1c7d600,10,Warm (3-10 pairs)
1c7d640,12,Hot (11+ pairs)
1c7d6c0,1,Cold (1-2 pairs)
1c7d740,28,Hot (11+ pairs)
1c7d780,12,Hot (11+ pairs)
1c7d7c0,11,Hot (11+ pairs)
1c7d800,9,Warm (3-10 pairs)
1c7d840,10,Warm (3-10 pairs)
1c7d880,65,Hot (11+ pairs)
1c7d8c0,6,Warm (3-10 pairs)
1c7d940,9,Warm (3-10 pairs)
1c7d980,5,Warm (3-10 pairs)
1c7da00,4,Warm (3-10 pairs)
1c7da40,3,Warm (3-10 pairs)
1c7da80,5,Warm (3-10 pairs)
1c7dac0,6,Warm (3-10 pairs)
1c7db00,67,Hot (11+ pairs)
1c7db40,13,Hot (11+ pairs)
1c7db80,7,Warm (3-10 pairs)
1c7dbc0,8,Warm (3-10 pairs)
1c7dc00,1,Cold (1-2 pairs)
1c7dc40,1,Cold (1-2 pairs)
1c7dc80,1,Cold (1-2 pairs)
1c7dcc0,4,Warm (3-10 pairs)
1c7dd40,60,Hot (11+ pairs)
1c7dd80,4,Warm (3-10 pairs)
1c7ddc0,10,Warm (3-10 pairs)
1c7de00,4,Warm (3-10 pairs)
1c7dec0,491,Super Hot (top 1%)
1c7df00,27,Hot (11+ pairs)
1c7df40,11,Hot (11+ pairs)
1c7df80,13,Hot (11+ pairs)
1c7dfc0,58,Hot (11+ pairs)
1c7e000,19,Hot (11+ pairs)
1c7e040,14,Hot (11+ pairs)
1c7e080,22,Hot (11+ pairs)
1c7e0c0,761,Super Hot (top 1%)
1c7e100,12,Hot (11+ pairs)
1c7e140,5,Warm (3-10 pairs)
1c7e180,25,Hot (11+ pairs)
1c7e1c0,36,Hot (11+ pairs)
1c7e200,11,Hot (11+ pairs)
1c7e240,43,Hot (11+ pairs)
1c7e280,32,Hot (11+ pairs)
1c7e2c0,11,Hot (11+ pairs)
1c7e300,6,Warm (3-10 pairs)
1c7e340,2,Cold (1-2 pairs)
1c7e380,3,Warm (3-10 pairs)
1c7e3c0,3,Warm (3-10 pairs)
1c7e400,2,Cold (1-2 pairs)
1c7e440,1,Cold (1-2 pairs)
1c7e480,3,Warm (3-10 pairs)
1c7e980,5,Warm (3-10 pairs)
1c7e9c0,4,Warm (3-10 pairs)
1c7ea00,5,Warm (3-10 pairs)
1c7eb80,3,Warm (3-10 pairs)
1c7ebc0,1,Cold (1-2 pairs)
1c7ed80,1,Cold (1-2 pairs)
1c7f080,1,Cold (1-2 pairs)
1c7f0c0,10,Warm (3-10 pairs)
1c7f100,11,Hot (11+ pairs)
1c7f140,13,Hot (11+ pairs)
1c7fbc0,2,Cold (1-2 pairs)
1c7fc40,1,Cold (1-2 pairs)
1c7fc80,4,Warm (3-10 pairs)
1c7fe40,5,Warm (3-10 pairs)
1c7fe80,2,Cold (1-2 pairs)
1c7ff00,1,Cold (1-2 pairs)
1c80040,1,Cold (1-2 pairs)
1c80080,1,Cold (1-2 pairs)
1c800c0,1,Cold (1-2 pairs)
1c80140,2,Cold (1-2 pairs)
1c80340,1,Cold (1-2 pairs)
1c80840,1,Cold (1-2 pairs)
1c80bc0,1,Cold (1-2 pairs)
1c810c0,1,Cold (1-2 pairs)
1c81440,1,Cold (1-2 pairs)
1c83940,1,Cold (1-2 pairs)
1c83c00,1,Cold (1-2 pairs)
1c87c00,2,Cold (1-2 pairs)
1c88680,21,Hot (11+ pairs)
1c88d00,3,Warm (3-10 pairs)
1c88d80,1,Cold (1-2 pairs)
1c89080,5,Warm (3-10 pairs)
1c892c0,3,Warm (3-10 pairs)
1c89300,2,Cold (1-2 pairs)
1c89340,1,Cold (1-2 pairs)
1c89380,1,Cold (1-2 pairs)
1c893c0,1,Cold (1-2 pairs)
1c89400,2,Cold (1-2 pairs)
1c89480,2,Cold (1-2 pairs)
1c894c0,1,Cold (1-2 pairs)
1c89500,1,Cold (1-2 pairs)
1c89580,16,Hot (11+ pairs)
1c895c0,13,Hot (11+ pairs)
1c89640,2,Cold (1-2 pairs)
1c89680,2,Cold (1-2 pairs)
1c89740,1,Cold (1-2 pairs)
1c897c0,1,Cold (1-2 pairs)
1c899c0,1,Cold (1-2 pairs)
1c89b00,1,Cold (1-2 pairs)
1c8a040,1,Cold (1-2 pairs)
1c8a180,1,Cold (1-2 pairs)
1c8a540,3,Warm (3-10 pairs)
1caa640,2,Cold (1-2 pairs)
1cc4ac0,13,Hot (11+ pairs)
1cc5200,1,Cold (1-2 pairs)
1cc5240,4,Warm (3-10 pairs)
1d27980,1,Cold (1-2 pairs)
1d279c0,5,Warm (3-10 pairs)
1d27a00,3,Warm (3-10 pairs)
1d78ac0,4,Warm (3-10 pairs)
1d78d40,2,Cold (1-2 pairs)
1d78d80,3,Warm (3-10 pairs)
1d78dc0,3,Warm (3-10 pairs)
1d79480,1,Cold (1-2 pairs)
1d7acc0,2,Cold (1-2 pairs)
1d7ae40,1,Cold (1-2 pairs)
1d7f300,15,Hot (11+ pairs)
1d7f340,5,Warm (3-10 pairs)
1d7f380,8,Warm (3-10 pairs)
1d7f3c0,1,Cold (1-2 pairs)
1d7f400,2,Cold (1-2 pairs)
1d7f440,3,Warm (3-10 pairs)
1d7f580,1,Cold (1-2 pairs)
1d7f6c0,24,Hot (11+ pairs)
1d7f740,2,Cold (1-2 pairs)
1d7f780,3,Warm (3-10 pairs)
1d7f840,1,Cold (1-2 pairs)
1d7f880,2,Cold (1-2 pairs)
1d7f8c0,2,Cold (1-2 pairs)
1d7fc80,2,Cold (1-2 pairs)
1d7fd00,1,Cold (1-2 pairs)
1d80740,1,Cold (1-2 pairs)
1d82340,1,Cold (1-2 pairs)
1d82380,1,Cold (1-2 pairs)
1d825c0,2,Cold (1-2 pairs)
1d82640,2,Cold (1-2 pairs)
1d82680,1,Cold (1-2 pairs)
1d828c0,2,Cold (1-2 pairs)
1d82900,2,Cold (1-2 pairs)
1d82940,2,Cold (1-2 pairs)
1d82980,5,Warm (3-10 pairs)
1d829c0,8,Warm (3-10 pairs)
1da3680,1,Cold (1-2 pairs)
1da3d80,1,Cold (1-2 pairs)
1da5e40,1,Cold (1-2 pairs)
1da5e80,17,Hot (11+ pairs)
1da5f00,2,Cold (1-2 pairs)
1da5f40,8,Warm (3-10 pairs)
1da6000,5,Warm (3-10 pairs)
1da6080,1,Cold (1-2 pairs)
1da7300,52,Hot (11+ pairs)
1da7340,6,Warm (3-10 pairs)
1da7380,45,Hot (11+ pairs)
1da73c0,5,Warm (3-10 pairs)
1da7440,50,Hot (11+ pairs)
1da7480,7,Warm (3-10 pairs)
1da76c0,2,Cold (1-2 pairs)
1da7f40,1,Cold (1-2 pairs)
1da8280,1,Cold (1-2 pairs)
1da8540,6,Warm (3-10 pairs)
1da8580,4,Warm (3-10 pairs)
1da85c0,4,Warm (3-10 pairs)
1da8600,5,Warm (3-10 pairs)
1da8640,3,Warm (3-10 pairs)
1da8680,4,Warm (3-10 pairs)
1da86c0,5,Warm (3-10 pairs)
1da8700,4,Warm (3-10 pairs)
1da8800,2,Cold (1-2 pairs)
1da8840,2,Cold (1-2 pairs)
1da8880,2,Cold (1-2 pairs)
1dad5c0,48,Hot (11+ pairs)
1dad600,70,Hot (11+ pairs)
1dad680,58,Hot (11+ pairs)
1dad6c0,3,Warm (3-10 pairs)
1dad700,2,Cold (1-2 pairs)
1dad740,5,Warm (3-10 pairs)
1dad780,35,Hot (11+ pairs)
1dad7c0,10,Warm (3-10 pairs)
1dad800,4,Warm (3-10 pairs)
1dad840,25,Hot (11+ pairs)
1dad880,22,Hot (11+ pairs)
1dad8c0,17,Hot (11+ pairs)
1dad900,10,Warm (3-10 pairs)
1dad940,7,Warm (3-10 pairs)
1dad980,9,Warm (3-10 pairs)
1dad9c0,7,Warm (3-10 pairs)
1dada00,5,Warm (3-10 pairs)
1dadb40,5,Warm (3-10 pairs)
1dae2c0,2,Cold (1-2 pairs)
1dae300,13,Hot (11+ pairs)
1dae8c0,2,Cold (1-2 pairs)
1dae980,5,Warm (3-10 pairs)
1dae9c0,6,Warm (3-10 pairs)
1daf500,1,Cold (1-2 pairs)
1daf540,5,Warm (3-10 pairs)
1daf580,9,Warm (3-10 pairs)
1daf5c0,2,Cold (1-2 pairs)
1db0e80,1,Cold (1-2 pairs)
1dcbd80,1,Cold (1-2 pairs)
1dcddc0,1,Cold (1-2 pairs)
1dce280,2,Cold (1-2 pairs)
1dce340,2,Cold (1-2 pairs)
1dce3c0,2,Cold (1-2 pairs)
1dce400,4,Warm (3-10 pairs)
1dce440,4,Warm (3-10 pairs)
1dce480,4,Warm (3-10 pairs)
1dce4c0,4,Warm (3-10 pairs)
