Cacheblock,op_pair_count,temperature
7f71f401fe00,4,Warm (3-10 pairs)
7f71f401fe40,7,Warm (3-10 pairs)
7f71f401fe80,6,Warm (3-10 pairs)
7f71f401fec0,4,Warm (3-10 pairs)
7f71f4020e00,1,Cold (1-2 pairs)
7f71f4020e40,1,Cold (1-2 pairs)
7f71f4021540,1,Cold (1-2 pairs)
7f71f4022500,1,Cold (1-2 pairs)
7f71f4022540,1,Cold (1-2 pairs)
7f71f4022d00,1,Cold (1-2 pairs)
7f71f4023440,1,Cold (1-2 pairs)
7f71f420e7c0,6,Warm (3-10 pairs)
7f71f420e800,3,Warm (3-10 pairs)
7f71f420ea40,13,Hot (11+ pairs)
7f71f420ea80,10,Warm (3-10 pairs)
7f71f420eac0,3,Warm (3-10 pairs)
7f71f420ec00,5,Warm (3-10 pairs)
7f71f420ec40,4,Warm (3-10 pairs)
7f71f420ec80,8,Warm (3-10 pairs)
7f71f420ecc0,9,Warm (3-10 pairs)
7f71f420ed00,10,Warm (3-10 pairs)
7f71f420ed40,8,Warm (3-10 pairs)
7f71f420ef40,5,Warm (3-10 pairs)
7f71f420f180,21,Hot (11+ pairs)
7f71f420f1c0,7,Warm (3-10 pairs)
7f71f420f200,16,Hot (11+ pairs)
7f71f420f240,19,Hot (11+ pairs)
7f71f420f280,12,Hot (11+ pairs)
7f71f420f2c0,7,Warm (3-10 pairs)
7f71f420f400,3,Warm (3-10 pairs)
7f71f420f440,9,Warm (3-10 pairs)
7f71f420f480,13,Hot (11+ pairs)
7f71f420f4c0,5,Warm (3-10 pairs)
7f71f420f540,2,Cold (1-2 pairs)
7f71f420f700,7,Warm (3-10 pairs)
7f71f420f780,1,Cold (1-2 pairs)
7f71f420f7c0,10,Warm (3-10 pairs)
7f71f420f9c0,6,Warm (3-10 pairs)
7f71f420fbc0,14,Hot (11+ pairs)
7f71f420fc00,1,Cold (1-2 pairs)
7f71f420fc40,13,Hot (11+ pairs)
7f71f420fcc0,3,Warm (3-10 pairs)
7f71f420fd00,13,Hot (11+ pairs)
7f71f420fd80,5,Warm (3-10 pairs)
7f71f420fdc0,45,Hot (11+ pairs)
7f71f420fe00,11,Hot (11+ pairs)
7f71f420fe40,1,Cold (1-2 pairs)
7f71f420fe80,2,Cold (1-2 pairs)
7f71f420fec0,1,Cold (1-2 pairs)
7f71f42102c0,2,Cold (1-2 pairs)
7f71f42104c0,1,Cold (1-2 pairs)
7f71f42106c0,1,Cold (1-2 pairs)
7f71f4210ac0,1,Cold (1-2 pairs)
7f71f4210ec0,5,Warm (3-10 pairs)
7f71f4210f00,22,Hot (11+ pairs)
7f71f4211840,1,Cold (1-2 pairs)
7f71f4211900,2,Cold (1-2 pairs)
7f71f4211940,4,Warm (3-10 pairs)
7f71f4211980,1,Cold (1-2 pairs)
7f71f42119c0,1,Cold (1-2 pairs)
7f71f4211a40,1,Cold (1-2 pairs)
7f71f4211a80,2,Cold (1-2 pairs)
7f71f4211c40,2,Cold (1-2 pairs)
7f71f4212000,1,Cold (1-2 pairs)
7f71f42120c0,2,Cold (1-2 pairs)
7f71f4212c40,1,Cold (1-2 pairs)
7f71f42132c0,1,Cold (1-2 pairs)
7f71f4213c80,2,Cold (1-2 pairs)
7f71f4213d00,4,Warm (3-10 pairs)
7f71f4213d80,2,Cold (1-2 pairs)
7f71f4213e00,2,Cold (1-2 pairs)
7f71f4213e40,3,Warm (3-10 pairs)
7f71f4213f00,3,Warm (3-10 pairs)
7f71f4213f40,4,Warm (3-10 pairs)
7f71f4213f80,1,Cold (1-2 pairs)
7f71f4214000,4,Warm (3-10 pairs)
7f71f4214040,4,Warm (3-10 pairs)
7f71f4214480,2,Cold (1-2 pairs)
7f71f4214580,2,Cold (1-2 pairs)
7f71f4214740,6,Warm (3-10 pairs)
7f71f4214780,3,Warm (3-10 pairs)
7f71f4214800,11,Hot (11+ pairs)
7f71f4214840,1,Cold (1-2 pairs)
7f71f4214940,1,Cold (1-2 pairs)
7f71f4214980,2,Cold (1-2 pairs)
7f71f42149c0,2,Cold (1-2 pairs)
7f71f4214ac0,1,Cold (1-2 pairs)
7f71f4214b00,1,Cold (1-2 pairs)
7f71f4214e40,2,Cold (1-2 pairs)
7f71f4214e80,2,Cold (1-2 pairs)
7f71f4215b40,1,Cold (1-2 pairs)
7f71f4215e40,1,Cold (1-2 pairs)
7f71f42164c0,1,Cold (1-2 pairs)
7f71f4216540,6,Warm (3-10 pairs)
7f71f4216680,3,Warm (3-10 pairs)
7f71f42166c0,3,Warm (3-10 pairs)
7f71f4216780,9,Warm (3-10 pairs)
7f71f42167c0,1,Cold (1-2 pairs)
7f71f4216a80,3,Warm (3-10 pairs)
7f71f4216d00,1,Cold (1-2 pairs)
7f71f4216d40,5,Warm (3-10 pairs)
7f71f4216d80,1,Cold (1-2 pairs)
7f71f4216dc0,3,Warm (3-10 pairs)
7f71f4217140,1,Cold (1-2 pairs)
7f71f4217200,4,Warm (3-10 pairs)
7f71f4217280,1,Cold (1-2 pairs)
7f71f42172c0,1,Cold (1-2 pairs)
7f71f4217340,1,Cold (1-2 pairs)
7f71f4217480,1,Cold (1-2 pairs)
7f71f4217540,1,Cold (1-2 pairs)
7f71f42175c0,2,Cold (1-2 pairs)
7f71f42177c0,2,Cold (1-2 pairs)
7f71f42178c0,1,Cold (1-2 pairs)
7f71f4217900,13,Hot (11+ pairs)
7f71f4217940,4,Warm (3-10 pairs)
7f71f42179c0,1,Cold (1-2 pairs)
7f71f4217a80,1,Cold (1-2 pairs)
7f71f4217b40,1,Cold (1-2 pairs)
7f71f4217c40,1,Cold (1-2 pairs)
7f71f42182c0,1,Cold (1-2 pairs)
7f71f4218380,1,Cold (1-2 pairs)
7f71f4218400,3,Warm (3-10 pairs)
7f71f4218440,1,Cold (1-2 pairs)
7f71f4218580,1,Cold (1-2 pairs)
7f71f4219f80,1,Cold (1-2 pairs)
7f71f421a540,1,Cold (1-2 pairs)
7f71f421a740,1,Cold (1-2 pairs)
7f71f421aa80,3,Warm (3-10 pairs)
7f71f421c280,1,Cold (1-2 pairs)
7f71f421c2c0,5,Warm (3-10 pairs)
7f71f421c300,1,Cold (1-2 pairs)
7f71f421c380,1,Cold (1-2 pairs)
7f71f421c4c0,1,Cold (1-2 pairs)
7f71f421c500,2,Cold (1-2 pairs)
7f71f421cc40,3,Warm (3-10 pairs)
7f71f421cd40,3,Warm (3-10 pairs)
7f71f421ecc0,1,Cold (1-2 pairs)
7f71f421ed80,1,Cold (1-2 pairs)
7f71f4220a00,1,Cold (1-2 pairs)
7f71f4220a80,5,Warm (3-10 pairs)
7f71f4220ac0,6,Warm (3-10 pairs)
7f71f4220b40,1,Cold (1-2 pairs)
7f71f4220b80,1,Cold (1-2 pairs)
7f71f4221300,4,Warm (3-10 pairs)
7f71f4221400,1,Cold (1-2 pairs)
7f71f4221440,3,Warm (3-10 pairs)
7f71f4221500,1,Cold (1-2 pairs)
7f71f42215c0,1,Cold (1-2 pairs)
7f71f4221600,1,Cold (1-2 pairs)
7f71f4222a00,2,Cold (1-2 pairs)
7f71f4222a40,4,Warm (3-10 pairs)
7f71f4222a80,1,Cold (1-2 pairs)
7f71f4222b00,3,Warm (3-10 pairs)
7f71f4222bc0,5,Warm (3-10 pairs)
7f71f4224480,1,Cold (1-2 pairs)
7f71f42244c0,1,Cold (1-2 pairs)
7f71f4225ec0,3,Warm (3-10 pairs)
7f71f4225f40,1,Cold (1-2 pairs)
7f71f42260c0,2,Cold (1-2 pairs)
7f71f4226480,1,Cold (1-2 pairs)
7f71f4226900,1,Cold (1-2 pairs)
7f71f4226bc0,1,Cold (1-2 pairs)
7f71f4226f80,1,Cold (1-2 pairs)
7f71f4227240,1,Cold (1-2 pairs)
7f71f4227340,1,Cold (1-2 pairs)
7f71f4227dc0,1,Cold (1-2 pairs)
7f71f4227f00,1,Cold (1-2 pairs)
7f71f4228ac0,6,Warm (3-10 pairs)
7f71f4228b00,1,Cold (1-2 pairs)
7f71f4228b40,2,Cold (1-2 pairs)
7f71f4228b80,3,Warm (3-10 pairs)
7f71f4228bc0,1,Cold (1-2 pairs)
7f71f4228c00,3,Warm (3-10 pairs)
7f71f4228c40,1,Cold (1-2 pairs)
7f71f4228c80,1,Cold (1-2 pairs)
7f71f4228cc0,2,Cold (1-2 pairs)
7f71f4228d00,2,Cold (1-2 pairs)
7f71f4228d80,4,Warm (3-10 pairs)
7f71f4228dc0,16,Hot (11+ pairs)
7f71f4228e00,14,Hot (11+ pairs)
7f71f4228e40,1,Cold (1-2 pairs)
7f71f4228f00,2,Cold (1-2 pairs)
7f71f4229c80,3,Warm (3-10 pairs)
7f71f4229cc0,2,Cold (1-2 pairs)
7f71f4229e80,1,Cold (1-2 pairs)
7f71f4229ec0,1,Cold (1-2 pairs)
7f71f422ba40,2,Cold (1-2 pairs)
7f71f422bac0,4,Warm (3-10 pairs)
7f71f422bb00,4,Warm (3-10 pairs)
7f71f422bb80,1,Cold (1-2 pairs)
7f71f422be00,1,Cold (1-2 pairs)
7f71f42301c0,9,Warm (3-10 pairs)
7f71f4230280,1,Cold (1-2 pairs)
7f71f42302c0,4,Warm (3-10 pairs)
7f71f4230340,1,Cold (1-2 pairs)
7f71f4230c40,1,Cold (1-2 pairs)
7f71f4232b40,3,Warm (3-10 pairs)
7f71f42332c0,1,Cold (1-2 pairs)
7f71f4233440,1,Cold (1-2 pairs)
7f71f4233540,1,Cold (1-2 pairs)
7f71f4233900,1,Cold (1-2 pairs)
7f71f4233940,1,Cold (1-2 pairs)
7f71f42339c0,1,Cold (1-2 pairs)
7f71f4235f00,1,Cold (1-2 pairs)
7f71f42367c0,2,Cold (1-2 pairs)
7f71f4236880,1,Cold (1-2 pairs)
7f71f42368c0,2,Cold (1-2 pairs)
7f71f4237d80,1,Cold (1-2 pairs)
7f71f4237e00,1,Cold (1-2 pairs)
7f71f4237e80,2,Cold (1-2 pairs)
7f71f4237ec0,1,Cold (1-2 pairs)
7f71f4237f00,2,Cold (1-2 pairs)
7f71f4238280,1,Cold (1-2 pairs)
7f71f4238e00,1,Cold (1-2 pairs)
7f71f4238e40,1,Cold (1-2 pairs)
7f71f4238e80,2,Cold (1-2 pairs)
7f71f4238f40,8,Warm (3-10 pairs)
7f71f4238f80,7,Warm (3-10 pairs)
7f71f4238fc0,4,Warm (3-10 pairs)
7f71f4239000,1,Cold (1-2 pairs)
7f71f4239040,1,Cold (1-2 pairs)
7f71f42390c0,2,Cold (1-2 pairs)
7f71f4239100,2,Cold (1-2 pairs)
7f71f4239180,2,Cold (1-2 pairs)
7f71f42392c0,1,Cold (1-2 pairs)
7f71f423a5c0,1,Cold (1-2 pairs)
7f71f423a640,2,Cold (1-2 pairs)
7f71f423a680,3,Warm (3-10 pairs)
7f71f423a6c0,2,Cold (1-2 pairs)
7f71f423a700,1,Cold (1-2 pairs)
7f71f423ed00,2,Cold (1-2 pairs)
7f71f4240c80,1,Cold (1-2 pairs)
7f71f4240d40,1,Cold (1-2 pairs)
7f71f4240e00,1,Cold (1-2 pairs)
7f71f4242600,1,Cold (1-2 pairs)
7f71f4244180,1,Cold (1-2 pairs)
7f71f42442c0,1,Cold (1-2 pairs)
7f71f4245900,1,Cold (1-2 pairs)
7f71f4247980,13,Hot (11+ pairs)
7f71f4247ac0,1,Cold (1-2 pairs)
7f71f4248340,2,Cold (1-2 pairs)
7f71f424c000,1,Cold (1-2 pairs)
7f71f424c0c0,1,Cold (1-2 pairs)
7f71f424c100,14,Hot (11+ pairs)
7f71f424c140,4,Warm (3-10 pairs)
7f71f424c180,2,Cold (1-2 pairs)
7f71f424c1c0,4,Warm (3-10 pairs)
7f71f424c200,1,Cold (1-2 pairs)
7f71f424c280,1,Cold (1-2 pairs)
7f71f424e200,3,Warm (3-10 pairs)
7f71f42515c0,2,Cold (1-2 pairs)
7f71f4251600,1,Cold (1-2 pairs)
7f71f4251700,1,Cold (1-2 pairs)
7f71f4251800,1,Cold (1-2 pairs)
7f71f4251880,1,Cold (1-2 pairs)
7f71f42518c0,1,Cold (1-2 pairs)
7f71f4252500,1,Cold (1-2 pairs)
7f71f4252900,1,Cold (1-2 pairs)
7f71f4254900,1,Cold (1-2 pairs)
7f71f4254940,1,Cold (1-2 pairs)
7f71f42549c0,1,Cold (1-2 pairs)
7f71f4254a00,2,Cold (1-2 pairs)
7f71f42552c0,2,Cold (1-2 pairs)
7f71f42555c0,1,Cold (1-2 pairs)
7f71f4256a00,1,Cold (1-2 pairs)
7f71f4256b00,3,Warm (3-10 pairs)
7f71f4256bc0,1,Cold (1-2 pairs)
7f71f4256c80,4,Warm (3-10 pairs)
7f71f4258480,6,Warm (3-10 pairs)
7f71f4259cc0,1,Cold (1-2 pairs)
7f71f4266640,1,Cold (1-2 pairs)
7f71f4266680,1,Cold (1-2 pairs)
7f71f4266940,1,Cold (1-2 pairs)
7f71f4266b00,1,Cold (1-2 pairs)
7f71f4266c40,1,Cold (1-2 pairs)
7f71f4266d00,1,Cold (1-2 pairs)
7f71f4266f80,1,Cold (1-2 pairs)
7f71f4267080,1,Cold (1-2 pairs)
7f71f4267180,2,Cold (1-2 pairs)
7f71f4267240,1,Cold (1-2 pairs)
7f71f4267280,2,Cold (1-2 pairs)
7f71f42672c0,1,Cold (1-2 pairs)
7f71f4267580,1,Cold (1-2 pairs)
7f71f4268ac0,2,Cold (1-2 pairs)
7f71f426b080,1,Cold (1-2 pairs)
7f71f426b0c0,3,Warm (3-10 pairs)
7f71f426b100,2,Cold (1-2 pairs)
7f71f426b180,2,Cold (1-2 pairs)
7f71f426b200,3,Warm (3-10 pairs)
7f71f426b2c0,2,Cold (1-2 pairs)
7f71f426b300,1,Cold (1-2 pairs)
7f71f426b340,1,Cold (1-2 pairs)
7f71f426b380,2,Cold (1-2 pairs)
7f71f426b500,3,Warm (3-10 pairs)
7f71f426b540,3,Warm (3-10 pairs)
7f71f426c4c0,1,Cold (1-2 pairs)
7f71f426c640,1,Cold (1-2 pairs)
7f71f426c680,1,Cold (1-2 pairs)
7f71f426e5c0,1,Cold (1-2 pairs)
7f71f426e680,2,Cold (1-2 pairs)
7f71f426ee00,2,Cold (1-2 pairs)
7f71f426ee40,1,Cold (1-2 pairs)
7f71f4270540,1,Cold (1-2 pairs)
7f71f4271380,1,Cold (1-2 pairs)
7f71f4271640,1,Cold (1-2 pairs)
7f71f4273d80,2,Cold (1-2 pairs)
7f71f4273dc0,7,Warm (3-10 pairs)
7f71f4275c00,1,Cold (1-2 pairs)
7f71f4275cc0,1,Cold (1-2 pairs)
7f71f4275d00,2,Cold (1-2 pairs)
7f71f4275d80,2,Cold (1-2 pairs)
7f71f427b100,2,Cold (1-2 pairs)
7f71f427b1c0,1,Cold (1-2 pairs)
7f71f427ba00,1,Cold (1-2 pairs)
7f71f427e140,1,Cold (1-2 pairs)
7f71f4280300,27,Hot (11+ pairs)
7f71f4280340,28,Hot (11+ pairs)
7f71f4280380,15,Hot (11+ pairs)
7f71f42803c0,20,Hot (11+ pairs)
7f71f4280400,4,Warm (3-10 pairs)
7f71f4280440,2,Cold (1-2 pairs)
7f71f4280480,4,Warm (3-10 pairs)
7f71f42804c0,6,Warm (3-10 pairs)
7f71f4280580,21,Hot (11+ pairs)
7f71f42805c0,4,Warm (3-10 pairs)
7f71f4280600,2,Cold (1-2 pairs)
7f71f4280640,3,Warm (3-10 pairs)
7f71f4280680,72,Hot (11+ pairs)
7f71f4280c40,2,Cold (1-2 pairs)
7f71f4281000,1,Cold (1-2 pairs)
7f71f4281280,1,Cold (1-2 pairs)
7f71f42823c0,2,Cold (1-2 pairs)
7f71f4282400,5,Warm (3-10 pairs)
7f71f4282440,4,Warm (3-10 pairs)
7f71f42834c0,1,Cold (1-2 pairs)
7f71f42839c0,1,Cold (1-2 pairs)
7f71f4284180,1,Cold (1-2 pairs)
7f71f42843c0,1,Cold (1-2 pairs)
7f71f4284780,2,Cold (1-2 pairs)
7f71f4284dc0,1,Cold (1-2 pairs)
7f71f42853c0,6,Warm (3-10 pairs)
7f71f4285440,6,Warm (3-10 pairs)
7f71f4285500,4,Warm (3-10 pairs)
7f71f4285640,1,Cold (1-2 pairs)
7f71f4285680,6,Warm (3-10 pairs)
7f71f42856c0,1,Cold (1-2 pairs)
7f71f4285740,1,Cold (1-2 pairs)
7f71f4285800,1,Cold (1-2 pairs)
7f71f4285880,1,Cold (1-2 pairs)
7f71f4285a40,1,Cold (1-2 pairs)
7f71f4285e80,1,Cold (1-2 pairs)
7f71f4285fc0,1,Cold (1-2 pairs)
7f71f4286080,1,Cold (1-2 pairs)
7f71f4286480,1,Cold (1-2 pairs)
7f71f4286780,1,Cold (1-2 pairs)
7f71f42867c0,1,Cold (1-2 pairs)
7f71f4286dc0,22,Hot (11+ pairs)
7f71f4286e00,4,Warm (3-10 pairs)
7f71f4286e40,7,Warm (3-10 pairs)
7f71f4286e80,19,Hot (11+ pairs)
7f71f4286ec0,1,Cold (1-2 pairs)
7f71f4286f40,9,Warm (3-10 pairs)
7f71f4286f80,1,Cold (1-2 pairs)
7f71f4287000,1,Cold (1-2 pairs)
7f71f4287080,3,Warm (3-10 pairs)
7f71f4287280,1,Cold (1-2 pairs)
7f71f4287400,1,Cold (1-2 pairs)
7f71f4288300,2,Cold (1-2 pairs)
7f71f4288340,3,Warm (3-10 pairs)
7f71f4288380,2,Cold (1-2 pairs)
7f71f42883c0,2,Cold (1-2 pairs)
7f71f4288400,1,Cold (1-2 pairs)
7f71f42884c0,1,Cold (1-2 pairs)
7f71f4288500,2,Cold (1-2 pairs)
7f71f42899c0,6,Warm (3-10 pairs)
7f71f428b300,2,Cold (1-2 pairs)
7f71f428b340,4,Warm (3-10 pairs)
7f71f428b380,2,Cold (1-2 pairs)
7f71f428b3c0,4,Warm (3-10 pairs)
7f71f428b400,4,Warm (3-10 pairs)
7f71f428b480,3,Warm (3-10 pairs)
7f71f428b4c0,3,Warm (3-10 pairs)
7f71f428b540,4,Warm (3-10 pairs)
7f71f428b840,1,Cold (1-2 pairs)
7f71f428b900,1,Cold (1-2 pairs)
7f71f428bac0,1,Cold (1-2 pairs)
7f71f428bb80,9,Warm (3-10 pairs)
7f71f428bbc0,2,Cold (1-2 pairs)
7f71f428bc40,2,Cold (1-2 pairs)
7f71f428bec0,8,Warm (3-10 pairs)
7f71f428bf00,7,Warm (3-10 pairs)
7f71f428bf80,2,Cold (1-2 pairs)
7f71f428bfc0,6,Warm (3-10 pairs)
7f71f428c000,1,Cold (1-2 pairs)
7f71f428c040,13,Hot (11+ pairs)
7f71f428c0c0,1,Cold (1-2 pairs)
7f71f428c100,5,Warm (3-10 pairs)
7f71f428c140,15,Hot (11+ pairs)
7f71f428c180,10,Warm (3-10 pairs)
7f71f428c1c0,2,Cold (1-2 pairs)
7f71f428c200,2,Cold (1-2 pairs)
7f71f428c240,8,Warm (3-10 pairs)
7f71f428c280,7,Warm (3-10 pairs)
7f71f428c380,13,Hot (11+ pairs)
7f71f428c3c0,5,Warm (3-10 pairs)
7f71f428c400,2,Cold (1-2 pairs)
7f71f428c480,1,Cold (1-2 pairs)
7f71f428c5c0,2,Cold (1-2 pairs)
7f71f428c600,5,Warm (3-10 pairs)
7f71f428c800,1,Cold (1-2 pairs)
7f71f428cc00,1,Cold (1-2 pairs)
7f71f428cc40,1,Cold (1-2 pairs)
7f71f428d140,4,Warm (3-10 pairs)
7f71f428d180,4,Warm (3-10 pairs)
7f71f428d240,1,Cold (1-2 pairs)
7f71f428d800,7,Warm (3-10 pairs)
7f71f428d840,73,Hot (11+ pairs)
7f71f428d880,4,Warm (3-10 pairs)
7f71f428d900,4,Warm (3-10 pairs)
7f71f428d940,1,Cold (1-2 pairs)
7f71f428d980,3,Warm (3-10 pairs)
7f71f428da40,2,Cold (1-2 pairs)
7f71f428da80,1,Cold (1-2 pairs)
7f71f428dac0,2,Cold (1-2 pairs)
7f71f428de00,1,Cold (1-2 pairs)
7f71f428de40,1,Cold (1-2 pairs)
7f71f428dec0,2,Cold (1-2 pairs)
7f71f428df00,4,Warm (3-10 pairs)
7f71f428e140,3,Warm (3-10 pairs)
7f71f428e180,3,Warm (3-10 pairs)
7f71f428e1c0,2,Cold (1-2 pairs)
7f71f428e200,1,Cold (1-2 pairs)
7f71f428e240,1,Cold (1-2 pairs)
7f71f428e280,1,Cold (1-2 pairs)
7f71f428e380,1,Cold (1-2 pairs)
7f71f428e6c0,9,Warm (3-10 pairs)
7f71f428e880,1,Cold (1-2 pairs)
7f71f428e980,1,Cold (1-2 pairs)
7f71f428ea80,1,Cold (1-2 pairs)
7f71f428eb00,1,Cold (1-2 pairs)
7f71f428f580,1,Cold (1-2 pairs)
7f71f428f7c0,1,Cold (1-2 pairs)
7f71f428f980,1,Cold (1-2 pairs)
7f71f428f9c0,4,Warm (3-10 pairs)
7f71f428fa00,1,Cold (1-2 pairs)
7f71f4290e80,1,Cold (1-2 pairs)
7f71f4290ec0,6,Warm (3-10 pairs)
7f71f4290f40,2,Cold (1-2 pairs)
7f71f4290fc0,2,Cold (1-2 pairs)
7f71f4291040,3,Warm (3-10 pairs)
7f71f4291080,24,Hot (11+ pairs)
7f71f4291100,2,Cold (1-2 pairs)
7f71f4291140,1,Cold (1-2 pairs)
7f71f42911c0,1,Cold (1-2 pairs)
7f71f4291240,4,Warm (3-10 pairs)
7f71f4291280,22,Hot (11+ pairs)
7f71f4291300,1,Cold (1-2 pairs)
7f71f4291340,3,Warm (3-10 pairs)
7f71f4291380,35,Hot (11+ pairs)
7f71f4291680,1,Cold (1-2 pairs)
7f71f4291740,1,Cold (1-2 pairs)
7f71f42917c0,1,Cold (1-2 pairs)
7f71f42921c0,1,Cold (1-2 pairs)
7f71f4292240,20,Hot (11+ pairs)
7f71f4292400,6,Warm (3-10 pairs)
7f71f4292540,1,Cold (1-2 pairs)
7f71f4292580,1,Cold (1-2 pairs)
7f71f4292840,4,Warm (3-10 pairs)
7f71f4292880,7,Warm (3-10 pairs)
7f71f4292900,11,Hot (11+ pairs)
7f71f4292b40,1,Cold (1-2 pairs)
7f71f4292bc0,1,Cold (1-2 pairs)
7f71f4292c40,1,Cold (1-2 pairs)
7f71f4292f00,1,Cold (1-2 pairs)
7f71f4293a40,1,Cold (1-2 pairs)
7f71f4293ac0,12,Hot (11+ pairs)
7f71f4293b00,1,Cold (1-2 pairs)
7f71f4293c00,3,Warm (3-10 pairs)
7f71f4293c40,18,Hot (11+ pairs)
7f71f4293c80,1,Cold (1-2 pairs)
7f71f4293cc0,1,Cold (1-2 pairs)
7f71f4293d80,1,Cold (1-2 pairs)
7f71f4293dc0,2,Cold (1-2 pairs)
7f71f4293e00,1,Cold (1-2 pairs)
7f71f42940c0,4,Warm (3-10 pairs)
7f71f4294100,33,Hot (11+ pairs)
7f71f4294200,7,Warm (3-10 pairs)
7f71f4294240,4,Warm (3-10 pairs)
7f71f4294280,13,Hot (11+ pairs)
7f71f42942c0,1,Cold (1-2 pairs)
7f71f4294400,4,Warm (3-10 pairs)
7f71f42947c0,1,Cold (1-2 pairs)
7f71f4294840,1,Cold (1-2 pairs)
7f71f4294900,1,Cold (1-2 pairs)
7f71f4294b80,4,Warm (3-10 pairs)
7f71f4294bc0,4,Warm (3-10 pairs)
7f71f4297f40,3,Warm (3-10 pairs)
7f71f4298040,1,Cold (1-2 pairs)
7f71f4298080,1,Cold (1-2 pairs)
7f71f4298100,2,Cold (1-2 pairs)
7f71f4298140,2,Cold (1-2 pairs)
7f71f4298180,2,Cold (1-2 pairs)
7f71f4298200,2,Cold (1-2 pairs)
7f71f4298240,1,Cold (1-2 pairs)
7f71f4298380,12,Hot (11+ pairs)
7f71f4298400,3,Warm (3-10 pairs)
7f71f4298480,2,Cold (1-2 pairs)
7f71f42985c0,1,Cold (1-2 pairs)
7f71f4298d40,1,Cold (1-2 pairs)
7f71f429a400,1,Cold (1-2 pairs)
7f71f429af40,3,Warm (3-10 pairs)
7f71f429af80,7,Warm (3-10 pairs)
7f71f429afc0,1,Cold (1-2 pairs)
7f71f429b040,6,Warm (3-10 pairs)
7f71f429b080,1,Cold (1-2 pairs)
7f71f429b100,2,Cold (1-2 pairs)
7f71f429b140,6,Warm (3-10 pairs)
7f71f429b1c0,1,Cold (1-2 pairs)
7f71f429b200,7,Warm (3-10 pairs)
7f71f429b4c0,1,Cold (1-2 pairs)
7f71f429b500,1,Cold (1-2 pairs)
7f71f429b6c0,1,Cold (1-2 pairs)
7f71f429b700,1,Cold (1-2 pairs)
7f71f429b880,1,Cold (1-2 pairs)
7f71f429b8c0,2,Cold (1-2 pairs)
7f71f429bac0,2,Cold (1-2 pairs)
7f71f429c640,1,Cold (1-2 pairs)
7f71f429c680,14,Hot (11+ pairs)
7f71f429c6c0,78,Hot (11+ pairs)
7f71f429c700,6,Warm (3-10 pairs)
7f71f429c740,31,Hot (11+ pairs)
7f71f429c780,4,Warm (3-10 pairs)
7f71f429c7c0,6,Warm (3-10 pairs)
7f71f429c800,9,Warm (3-10 pairs)
7f71f429c840,1,Cold (1-2 pairs)
7f71f429c880,2,Cold (1-2 pairs)
7f71f429c940,1,Cold (1-2 pairs)
7f71f429c980,5,Warm (3-10 pairs)
7f71f429c9c0,28,Hot (11+ pairs)
7f71f429ca00,7,Warm (3-10 pairs)
7f71f429cac0,3,Warm (3-10 pairs)
7f71f429cb00,1,Cold (1-2 pairs)
7f71f429cb80,1,Cold (1-2 pairs)
7f71f429d000,1,Cold (1-2 pairs)
7f71f429d040,7,Warm (3-10 pairs)
7f71f429d080,4,Warm (3-10 pairs)
7f71f429d0c0,41,Hot (11+ pairs)
7f71f429d2c0,2,Cold (1-2 pairs)
7f71f429d3c0,3,Warm (3-10 pairs)
7f71f429d400,9,Warm (3-10 pairs)
7f71f429d540,4,Warm (3-10 pairs)
7f71f429d780,2,Cold (1-2 pairs)
7f71f429d880,4,Warm (3-10 pairs)
7f71f429d8c0,14,Hot (11+ pairs)
7f71f429d900,3,Warm (3-10 pairs)
7f71f429d940,2,Cold (1-2 pairs)
7f71f429d980,3,Warm (3-10 pairs)
7f71f429da40,3,Warm (3-10 pairs)
7f71f429da80,8,Warm (3-10 pairs)
7f71f429db00,7,Warm (3-10 pairs)
7f71f429dc40,52,Hot (11+ pairs)
7f71f429dc80,43,Hot (11+ pairs)
7f71f429ddc0,9,Warm (3-10 pairs)
7f71f429de00,5,Warm (3-10 pairs)
7f71f429de80,4,Warm (3-10 pairs)
7f71f429dec0,2,Cold (1-2 pairs)
7f71f429df00,3,Warm (3-10 pairs)
7f71f429df80,11,Hot (11+ pairs)
7f71f429dfc0,20,Hot (11+ pairs)
7f71f429e000,3,Warm (3-10 pairs)
7f71f429e040,5,Warm (3-10 pairs)
7f71f429e080,1,Cold (1-2 pairs)
7f71f429e640,1,Cold (1-2 pairs)
7f71f429e800,19,Hot (11+ pairs)
7f71f429e840,2,Cold (1-2 pairs)
7f71f429e940,1,Cold (1-2 pairs)
7f71f429e980,1,Cold (1-2 pairs)
7f71f429e9c0,1,Cold (1-2 pairs)
7f71f429ea40,2,Cold (1-2 pairs)
7f71f429eb40,1,Cold (1-2 pairs)
7f71f429eb80,4,Warm (3-10 pairs)
7f71f429f3c0,6,Warm (3-10 pairs)
7f71f429f500,1,Cold (1-2 pairs)
7f71f429f540,1,Cold (1-2 pairs)
7f71f429f600,1,Cold (1-2 pairs)
7f71f429f740,2,Cold (1-2 pairs)
7f71f429ff00,1,Cold (1-2 pairs)
7f71f42a0040,6,Warm (3-10 pairs)
7f71f42a0200,1,Cold (1-2 pairs)
7f71f42a03c0,1,Cold (1-2 pairs)
7f71f42a0600,1,Cold (1-2 pairs)
7f71f42a1fc0,1,Cold (1-2 pairs)
7f71f42a22c0,3,Warm (3-10 pairs)
