Cacheblock,op_pair_count,temperature
7f99b5364800,1,Cold (1-2 pairs)
7f99b5365800,95,Hot (11+ pairs)
7f99b5365840,36,Hot (11+ pairs)
7f99b5365880,29,Hot (11+ pairs)
7f99b5365900,3,Warm (3-10 pairs)
7f99b5365940,1,Cold (1-2 pairs)
7f99b5365980,2,Cold (1-2 pairs)
7f99b53659c0,1,Cold (1-2 pairs)
7f99b5365a00,1,Cold (1-2 pairs)
7f99b5365b40,3,Warm (3-10 pairs)
7f99b5365b80,2,Cold (1-2 pairs)
7f99b5365c80,1,Cold (1-2 pairs)
7f99b5365e00,1,Cold (1-2 pairs)
7f99b5365e40,2,Cold (1-2 pairs)
7f99b5365e80,16,Hot (11+ pairs)
7f99b5365ec0,6,Warm (3-10 pairs)
7f99b5365f00,4,Warm (3-10 pairs)
7f99b5366040,2,Cold (1-2 pairs)
7f99b5366280,1,Cold (1-2 pairs)
7f99b5373000,5,Warm (3-10 pairs)
7f99b5373040,2,Cold (1-2 pairs)
7f99b5373100,4,Warm (3-10 pairs)
7f99b5373140,1,Cold (1-2 pairs)
7f99b5373280,2,Cold (1-2 pairs)
7f99b5373340,1,Cold (1-2 pairs)
7f99b5374500,2,Cold (1-2 pairs)
7f99b5374540,3,Warm (3-10 pairs)
7f99b5374680,1,Cold (1-2 pairs)
7f99b5374740,2,Cold (1-2 pairs)
7f99b5374800,4,Warm (3-10 pairs)
7f99b5374880,1,Cold (1-2 pairs)
7f99b5374900,3,Warm (3-10 pairs)
7f99b5374940,1,Cold (1-2 pairs)
7f99b5374980,1,Cold (1-2 pairs)
7f99b53749c0,1,Cold (1-2 pairs)
7f99b5374a40,1,Cold (1-2 pairs)
7f99b5374a80,1,Cold (1-2 pairs)
7f99b5374b40,1,Cold (1-2 pairs)
7f99b5374bc0,2,Cold (1-2 pairs)
7f99b5399000,8,Warm (3-10 pairs)
7f99b53996c0,36,Hot (11+ pairs)
7f99b5399900,30,Hot (11+ pairs)
7f99b5399b40,12,Hot (11+ pairs)
7f99b5399b80,13,Hot (11+ pairs)
7f99b5399bc0,9,Warm (3-10 pairs)
7f99b5399cc0,4,Warm (3-10 pairs)
7f99b5399d00,2,Cold (1-2 pairs)
7f99b5399d40,6,Warm (3-10 pairs)
7f99b5399d80,35,Hot (11+ pairs)
7f99b5399fc0,53,Hot (11+ pairs)
7f99b539f000,1,Cold (1-2 pairs)
7f99b539fe80,1,Cold (1-2 pairs)
7f99b539fec0,4,Warm (3-10 pairs)
7f99b539ff00,3,Warm (3-10 pairs)
7f99b53a0140,1,Cold (1-2 pairs)
7f99b53a0280,2,Cold (1-2 pairs)
7f99b53a6900,15,Hot (11+ pairs)
7f99b53ab800,1,Cold (1-2 pairs)
7f99b53ac9c0,1,Cold (1-2 pairs)
7f99b53b8000,1,Cold (1-2 pairs)
7f99b53b8200,2,Cold (1-2 pairs)
7f99b53b8a00,16,Hot (11+ pairs)
7f99b53b8a80,3,Warm (3-10 pairs)
7f99b53b8ac0,1,Cold (1-2 pairs)
7f99b53b8c00,66,Hot (11+ pairs)
7f99b53b8c40,20,Hot (11+ pairs)
7f99b53b8c80,12,Hot (11+ pairs)
7f99b53b8cc0,31,Hot (11+ pairs)
7f99b53b9000,1,Cold (1-2 pairs)
7f99b53ba100,13,Hot (11+ pairs)
7f99b53baa00,51,Hot (11+ pairs)
7f99b53baa40,26,Hot (11+ pairs)
7f99b53baa80,15,Hot (11+ pairs)
7f99b53baac0,5,Warm (3-10 pairs)
7f99b53be000,16,Hot (11+ pairs)
7f99b53be040,4,Warm (3-10 pairs)
7f99b53be080,12,Hot (11+ pairs)
7f99b53cd000,33,Hot (11+ pairs)
7f99b53d5180,1,Cold (1-2 pairs)
7f99b53d61c0,1,Cold (1-2 pairs)
7f99b53fe000,4,Warm (3-10 pairs)
7f99b53fe040,1,Cold (1-2 pairs)
7f99b53fe080,12,Hot (11+ pairs)
7f99b53ff580,1,Cold (1-2 pairs)
7f99b53ff5c0,2,Cold (1-2 pairs)
7f99b53ff900,1,Cold (1-2 pairs)
7f99b53ff940,1,Cold (1-2 pairs)
7f99b53ffa80,1,Cold (1-2 pairs)
7f99b540d540,2,Cold (1-2 pairs)
7f99b540d6c0,1,Cold (1-2 pairs)
7f99b540f0c0,3,Warm (3-10 pairs)
7f99bafe1e00,13,Hot (11+ pairs)
7f99bafe1e40,1,Cold (1-2 pairs)
7f99bafe1ec0,2,Cold (1-2 pairs)
7f99bafe1f00,1,Cold (1-2 pairs)
7f99bafe2100,5,Warm (3-10 pairs)
7f99bafe2140,2,Cold (1-2 pairs)
7f99bafe2180,6,Warm (3-10 pairs)
7f99bafe2200,3,Warm (3-10 pairs)
7f99bafe2240,1,Cold (1-2 pairs)
7f99bafe2300,7,Warm (3-10 pairs)
7f99bafe23c0,1,Cold (1-2 pairs)
7f99bafe2800,4,Warm (3-10 pairs)
7f99bafe28c0,3,Warm (3-10 pairs)
7f99bafe2900,5,Warm (3-10 pairs)
7f99bafe29c0,1,Cold (1-2 pairs)
7f99bafe2c00,6,Warm (3-10 pairs)
7f99bafe2c40,7,Warm (3-10 pairs)
7f99bafe2cc0,4,Warm (3-10 pairs)
7f99bafe2d00,39,Hot (11+ pairs)
7f99bafe2d40,11,Hot (11+ pairs)
7f99bafe2d80,11,Hot (11+ pairs)
7f99bafe2dc0,9,Warm (3-10 pairs)
7f99bafe7080,39,Hot (11+ pairs)
7f99bafe70c0,6,Warm (3-10 pairs)
7f99bafe73c0,15,Hot (11+ pairs)
7f99bafe7400,145,Hot (11+ pairs)
7f99bafe7440,288,Super Hot (top 1%)
7f99bafe7480,207,Super Hot (top 1%)
7f99bafe7540,49,Hot (11+ pairs)
7f99bafe7580,9,Warm (3-10 pairs)
7f99bafe75c0,1,Cold (1-2 pairs)
7f99bafe7840,13,Hot (11+ pairs)
7f99bafe7880,3,Warm (3-10 pairs)
7f99bafe7e00,2,Cold (1-2 pairs)
7f99bafe7e40,4,Warm (3-10 pairs)
7f99bafe7e80,14,Hot (11+ pairs)
7f99bafe7f00,10,Warm (3-10 pairs)
7f99bafe7f40,2,Cold (1-2 pairs)
7f99bafe81c0,8,Warm (3-10 pairs)
7f99bafe8240,21,Hot (11+ pairs)
7f99bafe8280,5,Warm (3-10 pairs)
7f99bafe8300,14,Hot (11+ pairs)
7f99bafe8380,19,Hot (11+ pairs)
7f99bafe83c0,4,Warm (3-10 pairs)
7f99bafe8440,3,Warm (3-10 pairs)
7f99bb019c00,81,Hot (11+ pairs)
7f99bb019c40,7,Warm (3-10 pairs)
7f99bb019c80,8,Warm (3-10 pairs)
7f99bb019cc0,18,Hot (11+ pairs)
7f99bb019d00,50,Hot (11+ pairs)
7f99bb019d40,73,Hot (11+ pairs)
7f99bb019d80,16,Hot (11+ pairs)
7f99bb019dc0,3,Warm (3-10 pairs)
7f99bb019e00,3,Warm (3-10 pairs)
7f99bb019e40,9,Warm (3-10 pairs)
7f99bb019e80,8,Warm (3-10 pairs)
7f99bb019ec0,5,Warm (3-10 pairs)
7f99bb019f40,26,Hot (11+ pairs)
7f99bb019f80,11,Hot (11+ pairs)
7f99bb019fc0,18,Hot (11+ pairs)
7f99bb01a000,6,Warm (3-10 pairs)
7f99bb01a040,5,Warm (3-10 pairs)
7f99bb01a0c0,1,Cold (1-2 pairs)
7f99bb01a100,14,Hot (11+ pairs)
7f99bb01a140,12,Hot (11+ pairs)
7f99bb01a180,2,Cold (1-2 pairs)
7f99bb01a240,2,Cold (1-2 pairs)
7f99bb01a280,2,Cold (1-2 pairs)
7f99bb01a2c0,1,Cold (1-2 pairs)
7f99bb01a340,3,Warm (3-10 pairs)
7f99bb01a380,3,Warm (3-10 pairs)
7f99bb01a3c0,4,Warm (3-10 pairs)
7f99bb01a400,10,Warm (3-10 pairs)
7f99bb01a480,1,Cold (1-2 pairs)
7f99bb01a500,3,Warm (3-10 pairs)
7f99bb01a540,19,Hot (11+ pairs)
7f99bb01a6c0,1,Cold (1-2 pairs)
7f99bb01a7c0,5,Warm (3-10 pairs)
7f99bb01a800,4,Warm (3-10 pairs)
7f99bb01a940,5,Warm (3-10 pairs)
7f99bb01abc0,4,Warm (3-10 pairs)
7f99bb01ad00,1,Cold (1-2 pairs)
7f99bb0621c0,136,Hot (11+ pairs)
7f99bb062200,3,Warm (3-10 pairs)
7f99bb062240,19,Hot (11+ pairs)
7f99bb062280,17,Hot (11+ pairs)
7f99bb0622c0,6,Warm (3-10 pairs)
7f99bb062300,14,Hot (11+ pairs)
7f99bb062340,2,Cold (1-2 pairs)
7f99bb062380,26,Hot (11+ pairs)
7f99bb0623c0,10,Warm (3-10 pairs)
7f99bb062400,7,Warm (3-10 pairs)
7f99bb0624c0,7,Warm (3-10 pairs)
7f99bb062500,5,Warm (3-10 pairs)
7f99bb062700,116,Hot (11+ pairs)
7f99bb062740,9,Warm (3-10 pairs)
7f99bb062780,103,Hot (11+ pairs)
7f99bb0627c0,15,Hot (11+ pairs)
7f99bb062800,17,Hot (11+ pairs)
7f99bb062840,13,Hot (11+ pairs)
7f99bb062880,1,Cold (1-2 pairs)
7f99bb062a80,5,Warm (3-10 pairs)
7f99bb062ac0,3,Warm (3-10 pairs)
7f99bb062b00,1,Cold (1-2 pairs)
7f99bb062b80,18,Hot (11+ pairs)
7f99bb062bc0,17,Hot (11+ pairs)
7f99bb062c00,26,Hot (11+ pairs)
7f99bb062d40,1,Cold (1-2 pairs)
7f99bb062d80,2,Cold (1-2 pairs)
7f99bb062dc0,2,Cold (1-2 pairs)
7f99bb062fc0,9,Warm (3-10 pairs)
7f99bb063000,4,Warm (3-10 pairs)
7f99bb063040,4,Warm (3-10 pairs)
7f99bb063100,1,Cold (1-2 pairs)
7f99bb063180,5,Warm (3-10 pairs)
7f99bb063280,5,Warm (3-10 pairs)
7f99bb0632c0,8,Warm (3-10 pairs)
7f99bb063300,2,Cold (1-2 pairs)
7f99bb063340,2,Cold (1-2 pairs)
7f99bb063380,5,Warm (3-10 pairs)
7f99bb0633c0,2,Cold (1-2 pairs)
7f99bb063400,1,Cold (1-2 pairs)
7f99bb063480,7,Warm (3-10 pairs)
7f99bb0634c0,3,Warm (3-10 pairs)
7f99bb063500,2,Cold (1-2 pairs)
7f99bb063580,1,Cold (1-2 pairs)
7f99bb063640,13,Hot (11+ pairs)
7f99bb063680,1,Cold (1-2 pairs)
7f99bb063880,11,Hot (11+ pairs)
7f99bb0638c0,9,Warm (3-10 pairs)
7f99bb063900,4,Warm (3-10 pairs)
7f99bb063940,4,Warm (3-10 pairs)
7f99bb063980,5,Warm (3-10 pairs)
7f99bb0639c0,7,Warm (3-10 pairs)
7f99bb066180,2,Cold (1-2 pairs)
7f99bb066600,4,Warm (3-10 pairs)
7f99bb066640,1,Cold (1-2 pairs)
7f99bb066680,4,Warm (3-10 pairs)
7f99bb066780,1,Cold (1-2 pairs)
7f99bb0667c0,25,Hot (11+ pairs)
7f99bb066800,23,Hot (11+ pairs)
7f99bb066880,2,Cold (1-2 pairs)
7f99bb0668c0,3,Warm (3-10 pairs)
7f99bb066c00,4,Warm (3-10 pairs)
7f99bb066c40,1,Cold (1-2 pairs)
7f99bb066cc0,4,Warm (3-10 pairs)
7f99bb066d80,38,Hot (11+ pairs)
7f99bb066dc0,22,Hot (11+ pairs)
7f99bb066e00,4,Warm (3-10 pairs)
7f99bb066e40,13,Hot (11+ pairs)
7f99bb066e80,4,Warm (3-10 pairs)
7f99bb066f00,15,Hot (11+ pairs)
7f99bb066f40,6,Warm (3-10 pairs)
7f99bb066f80,25,Hot (11+ pairs)
7f99bb066fc0,5,Warm (3-10 pairs)
7f99bb067000,9,Warm (3-10 pairs)
7f99bb067040,1,Cold (1-2 pairs)
7f99bb067200,45,Hot (11+ pairs)
7f99bb067240,45,Hot (11+ pairs)
7f99bb067280,17,Hot (11+ pairs)
7f99bb0672c0,21,Hot (11+ pairs)
7f99bb067300,4,Warm (3-10 pairs)
7f99bb067340,4,Warm (3-10 pairs)
7f99bb067780,3,Warm (3-10 pairs)
7f99bb067800,4,Warm (3-10 pairs)
7f99bb067840,1,Cold (1-2 pairs)
7f99bb067880,4,Warm (3-10 pairs)
7f99bb067980,10,Warm (3-10 pairs)
7f99bb0679c0,5,Warm (3-10 pairs)
7f99bb067a40,1,Cold (1-2 pairs)
7f99bb078fc0,629,Super Hot (top 1%)
7f99bb079040,1,Cold (1-2 pairs)
7f99bb079200,15,Hot (11+ pairs)
7f99bb079b00,7,Warm (3-10 pairs)
7f99bb079b40,1,Cold (1-2 pairs)
7f99bb07a100,8,Warm (3-10 pairs)
7f99bb07a1c0,1,Cold (1-2 pairs)
7f99bb07a200,7,Warm (3-10 pairs)
7f99bb07a280,5,Warm (3-10 pairs)
7f99bb07a380,1,Cold (1-2 pairs)
7f99bb07a3c0,1,Cold (1-2 pairs)
7f99bb07a400,4,Warm (3-10 pairs)
7f99bb07a500,3,Warm (3-10 pairs)
7f99bb07a540,2,Cold (1-2 pairs)
7f99bb07a580,11,Hot (11+ pairs)
7f99bb07a6c0,9,Warm (3-10 pairs)
7f99bb07a740,4,Warm (3-10 pairs)
7f99bb07a780,6,Warm (3-10 pairs)
7f99bb07a7c0,10,Warm (3-10 pairs)
7f99bb07a800,13,Hot (11+ pairs)
7f99bb07a840,4,Warm (3-10 pairs)
7f99bb07a880,7,Warm (3-10 pairs)
7f99bb07a8c0,30,Hot (11+ pairs)
7f99bb07a900,7,Warm (3-10 pairs)
7f99bb07a980,9,Warm (3-10 pairs)
7f99bb07a9c0,10,Warm (3-10 pairs)
7f99bb07aa00,6,Warm (3-10 pairs)
7f99bb07aa40,2,Cold (1-2 pairs)
7f99bb07aa80,7,Warm (3-10 pairs)
7f99bb07aac0,1,Cold (1-2 pairs)
7f99bb07ab00,34,Hot (11+ pairs)
7f99bb07ab40,43,Hot (11+ pairs)
7f99bb07ab80,3,Warm (3-10 pairs)
7f99bb07abc0,3,Warm (3-10 pairs)
7f99bb07ac00,4,Warm (3-10 pairs)
7f99bb07aec0,1,Cold (1-2 pairs)
7f99bb07afc0,1,Cold (1-2 pairs)
7f99bb07d880,5,Warm (3-10 pairs)
7f99bb07d8c0,2,Cold (1-2 pairs)
7f99bb07dc00,1,Cold (1-2 pairs)
7f99bb07df00,1,Cold (1-2 pairs)
7f99c1593400,4,Warm (3-10 pairs)
7f99c1593580,12,Hot (11+ pairs)
7f99c15935c0,49,Hot (11+ pairs)
7f99c1593680,16,Hot (11+ pairs)
7f99c15936c0,39,Hot (11+ pairs)
7f99c1593700,50,Hot (11+ pairs)
7f99c1593740,46,Hot (11+ pairs)
7f99c1593840,3,Warm (3-10 pairs)
7f99c1595880,1,Cold (1-2 pairs)
7f99c1596ac0,1,Cold (1-2 pairs)
7f99c159e000,2,Cold (1-2 pairs)
7f99c159e040,2,Cold (1-2 pairs)
7f99c15ac100,1,Cold (1-2 pairs)
7f99c15b3080,3,Warm (3-10 pairs)
7f99c15b3140,4,Warm (3-10 pairs)
7f99c15b31c0,2,Cold (1-2 pairs)
7f99c15b3200,6,Warm (3-10 pairs)
7f99c15b3240,3,Warm (3-10 pairs)
7f99c15b3280,1,Cold (1-2 pairs)
7f99c15b35c0,1,Cold (1-2 pairs)
7f99c15b3640,1,Cold (1-2 pairs)
7f99c15b4d40,6,Warm (3-10 pairs)
7f99c15b4d80,4,Warm (3-10 pairs)
7f99c15b4dc0,2,Cold (1-2 pairs)
7f99c36c0080,12,Hot (11+ pairs)
7f99c3789e00,6,Warm (3-10 pairs)
7f99c3789e40,11,Hot (11+ pairs)
7f99c3789e80,3,Warm (3-10 pairs)
7f99c378e400,2,Cold (1-2 pairs)
7f99c378e440,3,Warm (3-10 pairs)
7f99c378f3c0,1,Cold (1-2 pairs)
7f99c378f400,1,Cold (1-2 pairs)
7f99c378f440,17,Hot (11+ pairs)
7f99c378f480,7,Warm (3-10 pairs)
7f99c378f500,30,Hot (11+ pairs)
7f99c378f540,5,Warm (3-10 pairs)
7f99c378f580,4,Warm (3-10 pairs)
7f99c378f5c0,1,Cold (1-2 pairs)
7f99c378f900,2,Cold (1-2 pairs)
7f99c378fa40,5,Warm (3-10 pairs)
7f99c378fa80,1,Cold (1-2 pairs)
7f99c378fd40,2,Cold (1-2 pairs)
7f99c379b500,2,Cold (1-2 pairs)
7f99c379cb80,31,Hot (11+ pairs)
7f99c379cbc0,24,Hot (11+ pairs)
7f99c379cd00,17,Hot (11+ pairs)
7f99c379cd40,11,Hot (11+ pairs)
7f99c379cd80,55,Hot (11+ pairs)
7f99c379cdc0,18,Hot (11+ pairs)
7f99c379e800,2,Cold (1-2 pairs)
7f99c37af000,2,Cold (1-2 pairs)
7f99c37bfbc0,1,Cold (1-2 pairs)
7f99c37bfc00,4,Warm (3-10 pairs)
7f99c37bfc40,3,Warm (3-10 pairs)
7f99c37c3f00,4,Warm (3-10 pairs)
7f99c37c3f40,10,Warm (3-10 pairs)
7f99c37c3f80,10,Warm (3-10 pairs)
7f99c37c3fc0,1,Cold (1-2 pairs)
7f99c37d5a40,15,Hot (11+ pairs)
7f99c37d5bc0,3,Warm (3-10 pairs)
7f99c37d5c00,8,Warm (3-10 pairs)
7f99c37d5d40,40,Hot (11+ pairs)
7f99c37d5f40,2,Cold (1-2 pairs)
7f99c37d5f80,1,Cold (1-2 pairs)
7f99c37d5fc0,14,Hot (11+ pairs)
7f99c37d6000,14,Hot (11+ pairs)
7f99c37d6040,35,Hot (11+ pairs)
7f99c37d6080,3,Warm (3-10 pairs)
7f99c37d6100,1,Cold (1-2 pairs)
7f99c37d6140,13,Hot (11+ pairs)
7f99c37d6180,15,Hot (11+ pairs)
7f99c37d61c0,2,Cold (1-2 pairs)
7f99c37d6200,42,Hot (11+ pairs)
7f99c37d6240,4,Warm (3-10 pairs)
7f99c37d62c0,20,Hot (11+ pairs)
7f99c37d6300,6,Warm (3-10 pairs)
7f99c37d6340,4,Warm (3-10 pairs)
7f99c37d6380,3,Warm (3-10 pairs)
7f99c37d63c0,3,Warm (3-10 pairs)
7f99c37d6400,7,Warm (3-10 pairs)
7f99c37d6440,3,Warm (3-10 pairs)
7f99c37d6480,9,Warm (3-10 pairs)
7f99c37d64c0,4,Warm (3-10 pairs)
7f99c37d6500,14,Hot (11+ pairs)
7f99c37d6540,4,Warm (3-10 pairs)
7f99c37d6580,2,Cold (1-2 pairs)
7f99c37d65c0,9,Warm (3-10 pairs)
7f99c37d6600,10,Warm (3-10 pairs)
7f99c37d68c0,5,Warm (3-10 pairs)
7f99c37d6dc0,3,Warm (3-10 pairs)
7f99c37d7040,1,Cold (1-2 pairs)
7f99c37d7080,1,Cold (1-2 pairs)
7f99c37d7780,108,Hot (11+ pairs)
7f99c37d77c0,53,Hot (11+ pairs)
7f99c37d7800,12,Hot (11+ pairs)
7f99c37d7840,9,Warm (3-10 pairs)
7f99c37d7880,2,Cold (1-2 pairs)
7f99c37d7b40,138,Hot (11+ pairs)
7f99c37d7b80,46,Hot (11+ pairs)
7f99c37d7bc0,28,Hot (11+ pairs)
7f99c37d7c00,9,Warm (3-10 pairs)
7f99c37d7c40,4,Warm (3-10 pairs)
7f99c37d7e80,1,Cold (1-2 pairs)
7f99c37d7f80,6,Warm (3-10 pairs)
7f99c37d7fc0,5,Warm (3-10 pairs)
7f99c37d8000,4,Warm (3-10 pairs)
7f99c37d8980,2,Cold (1-2 pairs)
7f99c37d89c0,3,Warm (3-10 pairs)
7f99c37d8a00,2,Cold (1-2 pairs)
7f99c37d8e00,1,Cold (1-2 pairs)
7f99c37d8e40,1,Cold (1-2 pairs)
7f99c37d8e80,3,Warm (3-10 pairs)
7f99c37d8f00,1,Cold (1-2 pairs)
7f99c37e0200,24,Hot (11+ pairs)
7f99c37e0240,3,Warm (3-10 pairs)
7f99c37e0b00,161,Hot (11+ pairs)
7f99c37e0b40,2,Cold (1-2 pairs)
7f99c37e0c00,2,Cold (1-2 pairs)
7f99c37e0c40,1,Cold (1-2 pairs)
7f99c37e0cc0,2,Cold (1-2 pairs)
7f99c37e0d00,1,Cold (1-2 pairs)
7f99c37e0d40,20,Hot (11+ pairs)
7f99c37e1280,4,Warm (3-10 pairs)
7f99c37e1a00,66,Hot (11+ pairs)
7f99c37e1a40,2,Cold (1-2 pairs)
7f99c37e1a80,2,Cold (1-2 pairs)
7f99c37e1ac0,22,Hot (11+ pairs)
7f99c37e1b00,1,Cold (1-2 pairs)
7f99c37e1b40,3,Warm (3-10 pairs)
7f99c37e1c00,2,Cold (1-2 pairs)
7f99c37e1c80,57,Hot (11+ pairs)
7f99c37e1cc0,9,Warm (3-10 pairs)
7f99c37e1d00,7,Warm (3-10 pairs)
7f99c37e1d40,1,Cold (1-2 pairs)
7f99c37e1d80,1,Cold (1-2 pairs)
7f99c37e2180,1,Cold (1-2 pairs)
7f99c37e21c0,15,Hot (11+ pairs)
7f99c37e2200,10,Warm (3-10 pairs)
7f99c37e2280,11,Hot (11+ pairs)
7f99c37e22c0,37,Hot (11+ pairs)
7f99c37e2540,2,Cold (1-2 pairs)
7f99c37e27c0,1,Cold (1-2 pairs)
7f99c37e2840,1,Cold (1-2 pairs)
7f99c37e2880,1,Cold (1-2 pairs)
7f99c37e2900,12,Hot (11+ pairs)
7f99c37e2940,2,Cold (1-2 pairs)
7f99c37e2980,2,Cold (1-2 pairs)
7f99c37e2b00,1,Cold (1-2 pairs)
7f99c37e2c80,1,Cold (1-2 pairs)
7f99c37e2e00,1,Cold (1-2 pairs)
7f99c37fa000,1,Cold (1-2 pairs)
7f99c37fc800,1,Cold (1-2 pairs)
7f99c3802680,24,Hot (11+ pairs)
7f99c38026c0,4,Warm (3-10 pairs)
7f99c3802840,2,Cold (1-2 pairs)
7f99c3802880,9,Warm (3-10 pairs)
7f99c3802a00,4,Warm (3-10 pairs)
7f99c3803000,27,Hot (11+ pairs)
7f99c3803040,18,Hot (11+ pairs)
7f99c3803080,77,Hot (11+ pairs)
7f99c3855140,2,Cold (1-2 pairs)
7f99c3856f40,5,Warm (3-10 pairs)
7f99c3869a00,8,Warm (3-10 pairs)
7f99c3869a40,1,Cold (1-2 pairs)
7f99c3869ac0,1,Cold (1-2 pairs)
7f99c3869b00,1,Cold (1-2 pairs)
7f99c3869b40,1,Cold (1-2 pairs)
7f99c386e3c0,4,Warm (3-10 pairs)
7f99c386e400,2,Cold (1-2 pairs)
7f99c3873b40,3,Warm (3-10 pairs)
7f99c3874940,17,Hot (11+ pairs)
7f99c3874980,3,Warm (3-10 pairs)
7f99c3874e00,21,Hot (11+ pairs)
7f99c3874e40,3,Warm (3-10 pairs)
7f99c38790c0,1,Cold (1-2 pairs)
7f99c3879100,4,Warm (3-10 pairs)
7f99c3879a40,6,Warm (3-10 pairs)
7f99c3879ac0,2,Cold (1-2 pairs)
7f99c3879dc0,22,Hot (11+ pairs)
7f99c3879e00,21,Hot (11+ pairs)
7f99c3879e40,7,Warm (3-10 pairs)
7f99c3879e80,20,Hot (11+ pairs)
7f99c3879ec0,8,Warm (3-10 pairs)
7f99c387a000,11,Hot (11+ pairs)
7f99c387a140,4,Warm (3-10 pairs)
7f99c387a1c0,1,Cold (1-2 pairs)
7f99c387a300,1,Cold (1-2 pairs)
7f99c387a600,2,Cold (1-2 pairs)
7f99c387a7c0,6,Warm (3-10 pairs)
7f99c387b8c0,1,Cold (1-2 pairs)
7f99c387b900,14,Hot (11+ pairs)
7f99c387b940,3,Warm (3-10 pairs)
7f99c387b980,5,Warm (3-10 pairs)
7f99c387b9c0,6,Warm (3-10 pairs)
7f99c387ba00,9,Warm (3-10 pairs)
7f99c387ba40,7,Warm (3-10 pairs)
7f99c387d1c0,2,Cold (1-2 pairs)
7f99c387d200,4,Warm (3-10 pairs)
7f99c387d240,4,Warm (3-10 pairs)
7f99c387d280,5,Warm (3-10 pairs)
7f99c387d2c0,3,Warm (3-10 pairs)
7f99c387d300,5,Warm (3-10 pairs)
7f99c394c780,1,Cold (1-2 pairs)
7f99c394c940,3,Warm (3-10 pairs)
7f99c394c980,5,Warm (3-10 pairs)
7f99c394c9c0,3,Warm (3-10 pairs)
7f99c394d0c0,1,Cold (1-2 pairs)
7f99c3951000,1,Cold (1-2 pairs)
7f99c39589c0,2,Cold (1-2 pairs)
7f99c3959fc0,1,Cold (1-2 pairs)
7f99c395a6c0,2,Cold (1-2 pairs)
7f99c395a780,1,Cold (1-2 pairs)
7f99c395c000,1,Cold (1-2 pairs)
7f99c3960500,1,Cold (1-2 pairs)
7f99c3960700,1,Cold (1-2 pairs)
7f99c3961500,1,Cold (1-2 pairs)
7f99c3961f00,50,Hot (11+ pairs)
7f99c3961f40,18,Hot (11+ pairs)
7f99c3961f80,9,Warm (3-10 pairs)
7f99c3961fc0,10,Warm (3-10 pairs)
7f99c3967b00,1,Cold (1-2 pairs)
7f99c3967b40,1,Cold (1-2 pairs)
7f99c3967bc0,2,Cold (1-2 pairs)
7f99c3967c00,2,Cold (1-2 pairs)
7f99c3967c40,3,Warm (3-10 pairs)
7f99c3967cc0,1,Cold (1-2 pairs)
7f99c3967d00,1,Cold (1-2 pairs)
7f99c3967d40,1,Cold (1-2 pairs)
7f99c3967d80,1,Cold (1-2 pairs)
7f99c396fd80,6,Warm (3-10 pairs)
7f99c396ff80,1,Cold (1-2 pairs)
7f99c39731c0,5,Warm (3-10 pairs)
7f99c3973200,9,Warm (3-10 pairs)
7f99c3973240,17,Hot (11+ pairs)
7f99c3973300,3,Warm (3-10 pairs)
7f99c3973340,7,Warm (3-10 pairs)
7f99c3973380,38,Hot (11+ pairs)
7f99c39733c0,12,Hot (11+ pairs)
7f99c3973440,5,Warm (3-10 pairs)
7f99c3973480,1,Cold (1-2 pairs)
7f99c39734c0,1,Cold (1-2 pairs)
7f99c3974a40,1,Cold (1-2 pairs)
7f99c3974a80,2,Cold (1-2 pairs)
7f99c3975000,1,Cold (1-2 pairs)
7f99c3976680,4,Warm (3-10 pairs)
7f99c3976700,1,Cold (1-2 pairs)
7f99c3979100,1,Cold (1-2 pairs)
7f99c397ba00,13,Hot (11+ pairs)
7f99c397ba40,11,Hot (11+ pairs)
7f99c397ba80,5,Warm (3-10 pairs)
7f99c6161340,1,Cold (1-2 pairs)
7f99c6161380,4,Warm (3-10 pairs)
7f99c6161a00,2,Cold (1-2 pairs)
7f99c6161a40,2,Cold (1-2 pairs)
7f99c6161a80,1,Cold (1-2 pairs)
7f99c6161b80,2,Cold (1-2 pairs)
7f99c6161bc0,1,Cold (1-2 pairs)
7f99c6161c00,3,Warm (3-10 pairs)
7f99c6161c40,1,Cold (1-2 pairs)
7f99c6161c80,2,Cold (1-2 pairs)
7f99c6161cc0,1,Cold (1-2 pairs)
7f99c6163680,1,Cold (1-2 pairs)
7f99c6177280,10,Warm (3-10 pairs)
7f99c61772c0,3,Warm (3-10 pairs)
7f99c6177300,1,Cold (1-2 pairs)
7f99c6177340,1,Cold (1-2 pairs)
7f99c6177380,1,Cold (1-2 pairs)
7f99c61773c0,2,Cold (1-2 pairs)
7f99c6177400,6,Warm (3-10 pairs)
7f99c617c200,1,Cold (1-2 pairs)
7f99c617e200,1,Cold (1-2 pairs)
7f99c6372000,5,Warm (3-10 pairs)
7f99c6372040,5,Warm (3-10 pairs)
7f99c6372140,1,Cold (1-2 pairs)
7f99c6372200,3,Warm (3-10 pairs)
7f99c63723c0,2,Cold (1-2 pairs)
7f99c6372400,1,Cold (1-2 pairs)
7f99c6372440,14,Hot (11+ pairs)
7f99c6372480,12,Hot (11+ pairs)
7f99c63724c0,7,Warm (3-10 pairs)
7f99c6375e00,7,Warm (3-10 pairs)
7f99c6473700,2,Cold (1-2 pairs)
7f99c6474f80,1,Cold (1-2 pairs)
7f99c647e400,2,Cold (1-2 pairs)
