Cacheblock,op_pair_count,temperature
7ffff4b57840,1,Cold (1-2 pairs)
7ffff4b6a380,1,Cold (1-2 pairs)
7ffff4c91540,2,Cold (1-2 pairs)
7ffff4c91b00,4,Warm (3-10 pairs)
7ffff4c91b40,8,Warm (3-10 pairs)
7ffff4c91b80,2,Cold (1-2 pairs)
7ffff4c91bc0,3,Warm (3-10 pairs)
7ffff4c91c80,1,Cold (1-2 pairs)
7ffff4c920c0,1,Cold (1-2 pairs)
7ffff4c92100,1,Cold (1-2 pairs)
7ffff4c96140,1,Cold (1-2 pairs)
7ffff4c965c0,1,Cold (1-2 pairs)
7ffff4c967c0,1,Cold (1-2 pairs)
7ffff4c99600,1,Cold (1-2 pairs)
7ffff4c9be00,2,Cold (1-2 pairs)
7ffff4c9c180,1,Cold (1-2 pairs)
7ffff4cdc440,1,Cold (1-2 pairs)
7ffff4d08380,1,Cold (1-2 pairs)
7ffff4d5bb00,6,Warm (3-10 pairs)
7ffff52da6c0,5,Warm (3-10 pairs)
7ffff52da780,107,Super Hot (top 1%)
7ffff52db200,1,Cold (1-2 pairs)
7ffff52db240,3,Warm (3-10 pairs)
7ffff52db4c0,4,Warm (3-10 pairs)
7ffff52db500,1,Cold (1-2 pairs)
7ffff52db540,1,Cold (1-2 pairs)
7ffff52db680,1,Cold (1-2 pairs)
7ffff52db880,1,Cold (1-2 pairs)
7ffff52dd240,2,Cold (1-2 pairs)
7ffff52dd280,2,Cold (1-2 pairs)
7ffff52dd340,2,Cold (1-2 pairs)
7ffff52dd380,3,Warm (3-10 pairs)
7ffff52dd3c0,1,Cold (1-2 pairs)
7ffff6d9cec0,2,Cold (1-2 pairs)
7ffff6d9cf00,2,Cold (1-2 pairs)
7ffff6d9cf40,1,Cold (1-2 pairs)
7ffff6dc5dc0,1,Cold (1-2 pairs)
7ffff6de4880,1,Cold (1-2 pairs)
7ffff6de4940,1,Cold (1-2 pairs)
7ffff6de49c0,1,Cold (1-2 pairs)
7ffff6de53c0,1,Cold (1-2 pairs)
7ffff6e2ae40,1,Cold (1-2 pairs)
7ffff6fdae00,1,Cold (1-2 pairs)
7ffff6fde840,1,Cold (1-2 pairs)
7ffff6fdec80,1,Cold (1-2 pairs)
7ffff71846c0,2,Cold (1-2 pairs)
7ffff71b2640,1,Cold (1-2 pairs)
7ffff71b2680,1,Cold (1-2 pairs)
7ffff71cd980,2,Cold (1-2 pairs)
7ffff71cd9c0,2,Cold (1-2 pairs)
7ffff71d4440,1,Cold (1-2 pairs)
7ffff71e0480,1,Cold (1-2 pairs)
7ffff7218680,1,Cold (1-2 pairs)
7ffff7219040,3,Warm (3-10 pairs)
7ffff721b7c0,4,Warm (3-10 pairs)
7ffff721d440,1,Cold (1-2 pairs)
7ffff72249c0,2,Cold (1-2 pairs)
7ffff722b6c0,1,Cold (1-2 pairs)
7ffff722d280,1,Cold (1-2 pairs)
7ffff722da40,1,Cold (1-2 pairs)
7ffff722dec0,1,Cold (1-2 pairs)
7ffff722e1c0,1,Cold (1-2 pairs)
7ffff7235800,4,Warm (3-10 pairs)
7ffff7235840,1,Cold (1-2 pairs)
7ffff7236080,2,Cold (1-2 pairs)
7ffff7236100,2,Cold (1-2 pairs)
7ffff7236140,1,Cold (1-2 pairs)
7ffff72361c0,1,Cold (1-2 pairs)
7ffff7236200,1,Cold (1-2 pairs)
7ffff7236380,1,Cold (1-2 pairs)
7ffff72363c0,1,Cold (1-2 pairs)
7ffff7236440,2,Cold (1-2 pairs)
7ffff7400c40,2,Cold (1-2 pairs)
7ffff7400cc0,1,Cold (1-2 pairs)
7ffff7400d40,4,Warm (3-10 pairs)
7ffff7400e40,42,Hot (11+ pairs)
7ffff7400ec0,3,Warm (3-10 pairs)
7ffff7400f80,1,Cold (1-2 pairs)
7ffff7401000,2,Cold (1-2 pairs)
7ffff74010c0,1,Cold (1-2 pairs)
7ffff74012c0,6,Warm (3-10 pairs)
7ffff7401b40,2,Cold (1-2 pairs)
7ffff7401bc0,8,Warm (3-10 pairs)
7ffff7401c00,1,Cold (1-2 pairs)
7ffff7401c40,1,Cold (1-2 pairs)
7ffff7401c80,2,Cold (1-2 pairs)
7ffff74023c0,2,Cold (1-2 pairs)
7ffff7402400,1,Cold (1-2 pairs)
7ffff7403e40,1,Cold (1-2 pairs)
7ffff7403e80,2,Cold (1-2 pairs)
7ffff7420dc0,1,Cold (1-2 pairs)
7ffff742c740,1,Cold (1-2 pairs)
7ffff7441f40,1,Cold (1-2 pairs)
7ffff744f2c0,1,Cold (1-2 pairs)
7ffff744f440,1,Cold (1-2 pairs)
7ffff744f700,1,Cold (1-2 pairs)
7ffff7451940,1,Cold (1-2 pairs)
7ffff7454240,1,Cold (1-2 pairs)
7ffff7454380,1,Cold (1-2 pairs)
7ffff745b1c0,1,Cold (1-2 pairs)
7ffff745d340,1,Cold (1-2 pairs)
7ffff7495d80,2,Cold (1-2 pairs)
7ffff7495dc0,2,Cold (1-2 pairs)
7ffff75fe6c0,1,Cold (1-2 pairs)
7ffff75fe9c0,1,Cold (1-2 pairs)
7ffff75febc0,1,Cold (1-2 pairs)
7ffff75fec00,1,Cold (1-2 pairs)
7ffff77e9000,5,Warm (3-10 pairs)
7ffff77ea1c0,1,Cold (1-2 pairs)
7ffff77ea480,1,Cold (1-2 pairs)
7ffff77ea800,2,Cold (1-2 pairs)
7ffff77ea840,1,Cold (1-2 pairs)
7ffff7802380,2,Cold (1-2 pairs)
7ffff78031c0,1,Cold (1-2 pairs)
7ffff78032c0,2,Cold (1-2 pairs)
7ffff7803300,1,Cold (1-2 pairs)
7ffff7944fc0,19,Hot (11+ pairs)
7ffff7949d40,1,Cold (1-2 pairs)
7ffff794a6c0,6,Warm (3-10 pairs)
7ffff794a780,1,Cold (1-2 pairs)
7ffff794ad00,1,Cold (1-2 pairs)
7ffff794b2c0,1,Cold (1-2 pairs)
7ffff7963d80,1,Cold (1-2 pairs)
7ffff7963e00,4,Warm (3-10 pairs)
7ffff7963e40,2,Cold (1-2 pairs)
7ffff7963e80,3,Warm (3-10 pairs)
7ffff7963ec0,2,Cold (1-2 pairs)
7ffff7963f00,1,Cold (1-2 pairs)
7ffff7969000,3,Warm (3-10 pairs)
7ffff7969840,5,Warm (3-10 pairs)
7ffff7969880,2,Cold (1-2 pairs)
7ffff796c240,1,Cold (1-2 pairs)
7ffff796c280,3,Warm (3-10 pairs)
7ffff796c2c0,1,Cold (1-2 pairs)
7ffff796d380,1,Cold (1-2 pairs)
7ffff796d940,1,Cold (1-2 pairs)
7ffff7bb85c0,3,Warm (3-10 pairs)
7ffff7bb8600,3,Warm (3-10 pairs)
7ffff7bb8640,1,Cold (1-2 pairs)
7ffff7bb8680,3,Warm (3-10 pairs)
7ffff7bb86c0,1,Cold (1-2 pairs)
7ffff7bb8740,1,Cold (1-2 pairs)
7ffff7bb8780,3,Warm (3-10 pairs)
7ffff7bb8840,1,Cold (1-2 pairs)
7ffff7bb88c0,3,Warm (3-10 pairs)
7ffff7bb8900,1,Cold (1-2 pairs)
7ffff7bb8940,1,Cold (1-2 pairs)
7ffff7bb8980,1,Cold (1-2 pairs)
7ffff7bb89c0,2,Cold (1-2 pairs)
7ffff7bb8a00,2,Cold (1-2 pairs)
7ffff7bb8b80,1,Cold (1-2 pairs)
7ffff7bb8bc0,1,Cold (1-2 pairs)
7ffff7bb8c00,1,Cold (1-2 pairs)
7ffff7bb8c40,2,Cold (1-2 pairs)
7ffff7bb8c80,2,Cold (1-2 pairs)
7ffff7bb8cc0,1,Cold (1-2 pairs)
7ffff7bb9300,1,Cold (1-2 pairs)
7ffff7bba680,1,Cold (1-2 pairs)
7ffff7bbab40,1,Cold (1-2 pairs)
7ffff7bbba40,1,Cold (1-2 pairs)
7ffff7bbbb00,3,Warm (3-10 pairs)
7ffff7bbc500,4,Warm (3-10 pairs)
7ffff7bbc540,1,Cold (1-2 pairs)
7ffff7bbc5c0,3,Warm (3-10 pairs)
7ffff7bbc640,1,Cold (1-2 pairs)
7ffff7bbc7c0,2,Cold (1-2 pairs)
7ffff7bbc800,2,Cold (1-2 pairs)
7ffff7bbc8c0,1,Cold (1-2 pairs)
7ffff7bbc900,5,Warm (3-10 pairs)
7ffff7bbc940,1,Cold (1-2 pairs)
7ffff7bbc980,3,Warm (3-10 pairs)
7ffff7bbca80,1,Cold (1-2 pairs)
7ffff7bbd180,1,Cold (1-2 pairs)
7ffff7bbd400,2,Cold (1-2 pairs)
7ffff7bbdb40,1,Cold (1-2 pairs)
7ffff7bbdf00,1,Cold (1-2 pairs)
7ffff7bbe080,2,Cold (1-2 pairs)
7ffff7bbe100,4,Warm (3-10 pairs)
7ffff7bbe140,1,Cold (1-2 pairs)
7ffff7bbe180,1,Cold (1-2 pairs)
7ffff7bbe1c0,2,Cold (1-2 pairs)
7ffff7bbe200,1,Cold (1-2 pairs)
7ffff7bbe240,1,Cold (1-2 pairs)
7ffff7bbe2c0,1,Cold (1-2 pairs)
7ffff7bbe300,6,Warm (3-10 pairs)
7ffff7bbe340,5,Warm (3-10 pairs)
7ffff7bbe380,1,Cold (1-2 pairs)
7ffff7bbe3c0,2,Cold (1-2 pairs)
7ffff7bbe400,3,Warm (3-10 pairs)
7ffff7bbe440,1,Cold (1-2 pairs)
7ffff7bbe4c0,1,Cold (1-2 pairs)
7ffff7bbe580,8,Warm (3-10 pairs)
7ffff7bbe5c0,1,Cold (1-2 pairs)
7ffff7bbe600,9,Warm (3-10 pairs)
7ffff7bbe640,1,Cold (1-2 pairs)
7ffff7bbe680,2,Cold (1-2 pairs)
7ffff7bbe6c0,1,Cold (1-2 pairs)
7ffff7bbe700,3,Warm (3-10 pairs)
7ffff7bbe7c0,1,Cold (1-2 pairs)
7ffff7bbe800,2,Cold (1-2 pairs)
7ffff7bbe840,1,Cold (1-2 pairs)
7ffff7bbe8c0,1,Cold (1-2 pairs)
7ffff7bbeb00,1,Cold (1-2 pairs)
7ffff7bbec40,4,Warm (3-10 pairs)
7ffff7bbed00,1,Cold (1-2 pairs)
7ffff7bbed40,2,Cold (1-2 pairs)
7ffff7bbed80,2,Cold (1-2 pairs)
7ffff7bbee40,2,Cold (1-2 pairs)
7ffff7bbf040,1,Cold (1-2 pairs)
7ffff7bbf1c0,1,Cold (1-2 pairs)
7ffff7bbf200,1,Cold (1-2 pairs)
7ffff7bbf240,2,Cold (1-2 pairs)
7ffff7bbf340,1,Cold (1-2 pairs)
7ffff7bbf4c0,1,Cold (1-2 pairs)
7ffff7bbf540,2,Cold (1-2 pairs)
7ffff7bbf600,2,Cold (1-2 pairs)
7ffff7bbf680,2,Cold (1-2 pairs)
7ffff7bbf700,1,Cold (1-2 pairs)
7ffff7da8000,4,Warm (3-10 pairs)
7ffff7da8240,1,Cold (1-2 pairs)
7ffff7da8280,2,Cold (1-2 pairs)
7ffff7da83c0,2,Cold (1-2 pairs)
7ffff7da85c0,3,Warm (3-10 pairs)
7ffff7da88c0,1,Cold (1-2 pairs)
7ffff7da89c0,14,Hot (11+ pairs)
7ffff7da8a00,1,Cold (1-2 pairs)
7ffff7da8b00,2,Cold (1-2 pairs)
7ffff7da8b40,1,Cold (1-2 pairs)
7ffff7da8ec0,2,Cold (1-2 pairs)
7ffff7da8f00,1,Cold (1-2 pairs)
7ffff7dcc000,1,Cold (1-2 pairs)
7ffff7dcc040,1,Cold (1-2 pairs)
7ffff7dcc480,1,Cold (1-2 pairs)
7ffff7dcc4c0,4,Warm (3-10 pairs)
7ffff7dcc500,1,Cold (1-2 pairs)
7ffff7dcc580,1,Cold (1-2 pairs)
7ffff7dcc600,1,Cold (1-2 pairs)
7ffff7dcc700,2,Cold (1-2 pairs)
7ffff7dcc840,1,Cold (1-2 pairs)
7ffff7dcc980,1,Cold (1-2 pairs)
7ffff7dcc9c0,1,Cold (1-2 pairs)
7ffff7dccf40,1,Cold (1-2 pairs)
7ffff7dccf80,1,Cold (1-2 pairs)
7ffff7dcd080,3,Warm (3-10 pairs)
7ffff7dcd240,2,Cold (1-2 pairs)
7ffff7dcd280,8,Warm (3-10 pairs)
7ffff7dcd2c0,1,Cold (1-2 pairs)
7ffff7dcd340,3,Warm (3-10 pairs)
7ffff7dcd600,2,Cold (1-2 pairs)
7ffff7dcd680,2,Cold (1-2 pairs)
7ffff7dcd780,2,Cold (1-2 pairs)
7ffff7dcdc00,1,Cold (1-2 pairs)
7ffff7dcdcc0,1,Cold (1-2 pairs)
7ffff7dce040,2,Cold (1-2 pairs)
7ffff7dd0d40,2,Cold (1-2 pairs)
7ffff7dd5500,2,Cold (1-2 pairs)
7ffff7dd5540,1,Cold (1-2 pairs)
7ffff7dd5580,1,Cold (1-2 pairs)
7ffff7dd55c0,4,Warm (3-10 pairs)
7ffff7dd5600,37,Hot (11+ pairs)
7ffff7dd5640,8,Warm (3-10 pairs)
7ffff7dd5680,27,Hot (11+ pairs)
7ffff7dd56c0,75,Hot (11+ pairs)
7ffff7dd5700,1,Cold (1-2 pairs)
7ffff7dd5740,3,Warm (3-10 pairs)
7ffff7dd5780,15,Hot (11+ pairs)
7ffff7dd57c0,1,Cold (1-2 pairs)
7ffff7dd5800,13,Hot (11+ pairs)
7ffff7dd5840,8,Warm (3-10 pairs)
7ffff7dd58c0,1,Cold (1-2 pairs)
7ffff7dd5900,1,Cold (1-2 pairs)
7ffff7dd5a80,1,Cold (1-2 pairs)
7ffff7dd5b00,1,Cold (1-2 pairs)
7ffff7dd5c40,1,Cold (1-2 pairs)
7ffff7dd5e40,13,Hot (11+ pairs)
7ffff7dd5e80,8,Warm (3-10 pairs)
7ffff7dd5ec0,2,Cold (1-2 pairs)
7ffff7dd5f00,6,Warm (3-10 pairs)
7ffff7dd5f40,3,Warm (3-10 pairs)
7ffff7dd5f80,1,Cold (1-2 pairs)
7ffff7dd5fc0,4,Warm (3-10 pairs)
7ffff7dd6000,3,Warm (3-10 pairs)
7ffff7dd6040,12,Hot (11+ pairs)
7ffff7dd6080,6,Warm (3-10 pairs)
7ffff7dd60c0,1,Cold (1-2 pairs)
7ffff7dd6940,1,Cold (1-2 pairs)
7ffff7dd6980,5,Warm (3-10 pairs)
7ffff7dd69c0,9,Warm (3-10 pairs)
7ffff7dd6a00,10,Warm (3-10 pairs)
7ffff7dd6a40,10,Warm (3-10 pairs)
7ffff7dd6a80,3,Warm (3-10 pairs)
7ffff7dd6ac0,4,Warm (3-10 pairs)
7ffff7dd6b00,2,Cold (1-2 pairs)
7ffff7dd6b40,2,Cold (1-2 pairs)
7ffff7dd6b80,2,Cold (1-2 pairs)
7ffff7dd6bc0,1,Cold (1-2 pairs)
7ffff7dd6c80,2,Cold (1-2 pairs)
7ffff7dd6d00,2,Cold (1-2 pairs)
7ffff7dd6e00,1,Cold (1-2 pairs)
7ffff7dd6f40,7,Warm (3-10 pairs)
7ffff7dd6f80,11,Hot (11+ pairs)
7ffff7dd6fc0,1,Cold (1-2 pairs)
7ffff7dd7000,2,Cold (1-2 pairs)
7ffff7dd7040,5,Warm (3-10 pairs)
7ffff7dd70c0,9,Warm (3-10 pairs)
7ffff7dd7100,4,Warm (3-10 pairs)
7ffff7dd7140,4,Warm (3-10 pairs)
7ffff7dd7180,17,Hot (11+ pairs)
7ffff7dd71c0,9,Warm (3-10 pairs)
7ffff7dd7200,2,Cold (1-2 pairs)
7ffff7dd7240,2,Cold (1-2 pairs)
7ffff7dd7280,2,Cold (1-2 pairs)
7ffff7dd72c0,1,Cold (1-2 pairs)
7ffff7dd7300,1,Cold (1-2 pairs)
7ffff7dd7340,1,Cold (1-2 pairs)
7ffff7dd7440,5,Warm (3-10 pairs)
7ffff7dd7480,10,Warm (3-10 pairs)
7ffff7dd74c0,8,Warm (3-10 pairs)
7ffff7dd7540,5,Warm (3-10 pairs)
7ffff7dd7580,1,Cold (1-2 pairs)
7ffff7dd7700,7,Warm (3-10 pairs)
7ffff7dd7740,19,Hot (11+ pairs)
7ffff7dd7780,9,Warm (3-10 pairs)
7ffff7dd77c0,1,Cold (1-2 pairs)
7ffff7dd7800,1,Cold (1-2 pairs)
7ffff7dd7840,2,Cold (1-2 pairs)
7ffff7dd79c0,2,Cold (1-2 pairs)
7ffff7dd7a00,5,Warm (3-10 pairs)
7ffff7dd7a40,8,Warm (3-10 pairs)
7ffff7dd7a80,4,Warm (3-10 pairs)
7ffff7dd7ac0,2,Cold (1-2 pairs)
7ffff7dd7b00,1,Cold (1-2 pairs)
7ffff7dd7bc0,1,Cold (1-2 pairs)
7ffff7dd7c00,8,Warm (3-10 pairs)
7ffff7dd7c40,1,Cold (1-2 pairs)
7ffff7dd7ec0,1,Cold (1-2 pairs)
7ffff7dd7f00,1,Cold (1-2 pairs)
7ffff7dd7f40,15,Hot (11+ pairs)
7ffff7dd7f80,9,Warm (3-10 pairs)
7ffff7dd7fc0,1,Cold (1-2 pairs)
7ffff7ddc000,1,Cold (1-2 pairs)
7ffff7ddc040,5,Warm (3-10 pairs)
7ffff7ddc080,4,Warm (3-10 pairs)
7ffff7ddc0c0,5,Warm (3-10 pairs)
7ffff7ddc140,1,Cold (1-2 pairs)
7ffff7ddc180,2,Cold (1-2 pairs)
7ffff7ddc1c0,6,Warm (3-10 pairs)
7ffff7ddc200,1,Cold (1-2 pairs)
7ffff7ddc240,7,Warm (3-10 pairs)
7ffff7ddc280,3,Warm (3-10 pairs)
7ffff7ddc2c0,5,Warm (3-10 pairs)
7ffff7ddc300,9,Warm (3-10 pairs)
7ffff7ddc340,3,Warm (3-10 pairs)
7ffff7ddc380,8,Warm (3-10 pairs)
7ffff7ddc3c0,4,Warm (3-10 pairs)
7ffff7ddc400,3,Warm (3-10 pairs)
7ffff7ddc440,1,Cold (1-2 pairs)
7ffff7ddc4c0,7,Warm (3-10 pairs)
7fffffff8440,1,Cold (1-2 pairs)
7fffffff8480,10,Warm (3-10 pairs)
7fffffff84c0,8,Warm (3-10 pairs)
7fffffff8500,4,Warm (3-10 pairs)
7fffffff8540,13,Hot (11+ pairs)
7fffffff8580,13,Hot (11+ pairs)
7fffffff85c0,24,Hot (11+ pairs)
7fffffff8600,6,Warm (3-10 pairs)
7fffffff8640,6,Warm (3-10 pairs)
7fffffff8680,6,Warm (3-10 pairs)
7fffffff86c0,24,Hot (11+ pairs)
7fffffff8700,88,Super Hot (top 1%)
7fffffff8740,34,Hot (11+ pairs)
7fffffff8780,62,Hot (11+ pairs)
7fffffff87c0,94,Super Hot (top 1%)
7fffffff8800,52,Hot (11+ pairs)
7fffffff8840,94,Super Hot (top 1%)
7fffffff8880,156,Super Hot (top 1%)
7fffffff88c0,117,Super Hot (top 1%)
7fffffff8900,114,Super Hot (top 1%)
7fffffff8940,127,Super Hot (top 1%)
7fffffff8980,104,Super Hot (top 1%)
7fffffff89c0,110,Super Hot (top 1%)
7fffffff8a00,81,Hot (11+ pairs)
7fffffff8a40,53,Hot (11+ pairs)
7fffffff8a80,87,Hot (11+ pairs)
7fffffff8ac0,26,Hot (11+ pairs)
7fffffff8b00,31,Hot (11+ pairs)
7fffffff8b40,38,Hot (11+ pairs)
7fffffff8b80,19,Hot (11+ pairs)
7fffffff8bc0,56,Hot (11+ pairs)
7fffffff8c00,27,Hot (11+ pairs)
7fffffff8c40,18,Hot (11+ pairs)
7fffffff8c80,33,Hot (11+ pairs)
7fffffff8cc0,34,Hot (11+ pairs)
7fffffff8d00,22,Hot (11+ pairs)
7fffffff8d40,16,Hot (11+ pairs)
7fffffff8d80,16,Hot (11+ pairs)
7fffffff8dc0,63,Hot (11+ pairs)
7fffffff8e00,48,Hot (11+ pairs)
7fffffff8e40,18,Hot (11+ pairs)
7fffffff8e80,25,Hot (11+ pairs)
7fffffff8ec0,22,Hot (11+ pairs)
7fffffffb440,1,Cold (1-2 pairs)
7fffffffb580,1,Cold (1-2 pairs)
7fffffffb5c0,3,Warm (3-10 pairs)
7fffffffb880,2,Cold (1-2 pairs)
7fffffffb8c0,10,Warm (3-10 pairs)
7fffffffb900,11,Hot (11+ pairs)
7fffffffb940,7,Warm (3-10 pairs)
7fffffffb980,5,Warm (3-10 pairs)
7fffffffb9c0,1,Cold (1-2 pairs)
7fffffffba00,1,Cold (1-2 pairs)
7fffffffba40,2,Cold (1-2 pairs)
7fffffffba80,5,Warm (3-10 pairs)
7fffffffbac0,7,Warm (3-10 pairs)
7fffffffbb00,26,Hot (11+ pairs)
7fffffffbb40,12,Hot (11+ pairs)
7fffffffbb80,14,Hot (11+ pairs)
7fffffffbbc0,43,Hot (11+ pairs)
7fffffffbc00,15,Hot (11+ pairs)
7fffffffbc40,14,Hot (11+ pairs)
7fffffffbc80,32,Hot (11+ pairs)
7fffffffbcc0,42,Hot (11+ pairs)
7fffffffbd00,8,Warm (3-10 pairs)
7fffffffbd40,17,Hot (11+ pairs)
7fffffffbd80,8,Warm (3-10 pairs)
7fffffffbe00,4,Warm (3-10 pairs)
7fffffffbe40,2,Cold (1-2 pairs)
7fffffffbe80,2,Cold (1-2 pairs)
7fffffffbec0,14,Hot (11+ pairs)
7fffffffbf00,14,Hot (11+ pairs)
7fffffffbf40,27,Hot (11+ pairs)
7fffffffbf80,10,Warm (3-10 pairs)
7fffffffc000,1,Cold (1-2 pairs)
7fffffffc040,2,Cold (1-2 pairs)
7fffffffc080,12,Hot (11+ pairs)
7fffffffc0c0,11,Hot (11+ pairs)
7fffffffc100,9,Warm (3-10 pairs)
7fffffffc1c0,3,Warm (3-10 pairs)
7fffffffc200,13,Hot (11+ pairs)
7fffffffc240,4,Warm (3-10 pairs)
7fffffffc280,18,Hot (11+ pairs)
7fffffffc2c0,9,Warm (3-10 pairs)
7fffffffc300,5,Warm (3-10 pairs)
7fffffffc400,5,Warm (3-10 pairs)
7fffffffc440,13,Hot (11+ pairs)
7fffffffc480,25,Hot (11+ pairs)
7fffffffc4c0,11,Hot (11+ pairs)
7fffffffc500,6,Warm (3-10 pairs)
7fffffffc540,13,Hot (11+ pairs)
7fffffffc580,10,Warm (3-10 pairs)
7fffffffc5c0,44,Hot (11+ pairs)
7fffffffc600,41,Hot (11+ pairs)
7fffffffc640,119,Super Hot (top 1%)
7fffffffc680,86,Hot (11+ pairs)
7fffffffc6c0,49,Hot (11+ pairs)
7fffffffc700,41,Hot (11+ pairs)
7fffffffc740,87,Hot (11+ pairs)
7fffffffc780,18,Hot (11+ pairs)
7fffffffc7c0,15,Hot (11+ pairs)
7fffffffc800,4,Warm (3-10 pairs)
7fffffffc840,2,Cold (1-2 pairs)
7fffffffc8c0,3,Warm (3-10 pairs)
7fffffffc900,1,Cold (1-2 pairs)
7fffffffc940,14,Hot (11+ pairs)
7fffffffc980,9,Warm (3-10 pairs)
7fffffffc9c0,1,Cold (1-2 pairs)
7fffffffca80,3,Warm (3-10 pairs)
7fffffffd200,4,Warm (3-10 pairs)
7fffffffd280,1,Cold (1-2 pairs)
7fffffffd2c0,4,Warm (3-10 pairs)
7fffffffd300,8,Warm (3-10 pairs)
7fffffffd340,3,Warm (3-10 pairs)
7fffffffd380,2,Cold (1-2 pairs)
7fffffffd3c0,4,Warm (3-10 pairs)
7fffffffd400,3,Warm (3-10 pairs)
7fffffffe140,3,Warm (3-10 pairs)
7fffffffe200,1,Cold (1-2 pairs)
7fffffffe280,1,Cold (1-2 pairs)
7fffffffee00,5,Warm (3-10 pairs)
7fffffffee40,7,Warm (3-10 pairs)
7fffffffee80,7,Warm (3-10 pairs)
7fffffffeec0,10,Warm (3-10 pairs)
7fffffffef80,1,Cold (1-2 pairs)
