cf_type,addr,target
2,7f96cd37105f,7f96cd370fa1
1,7f96cd370fc3,7f96cd370fd3
2,7f96cd370fd1,7f96cd371048
2,7f96cd370faf,0
2,7f96cd370fe0,0
2,7f96cd370fb9,0
2,7f96cd370ff4,7f96cd370fc8
