pc1,pc2,cacheline,op_num1,op_num2,distance
7f34ea66bb0b,7f34ea66bd82,7f34ea67c680,38317,39080,762
7f34ea66bb0b,7f34ea66bde8,7f34ea67c680,38317,39179,861
7f34ea66bb0b,7f34ea66bdfe,7f34ea67c680,38317,39183,865
7f34ea66bb0b,7f34ea66be0b,7f34ea67c680,38317,39186,868
7f34ea66cf61,7f34ea669640,7ffe447c2bc0,33752,39402,5649
7f34ea669640,7f34ea671e5d,7ffe447c2bc0,38852,39614,761
7f34ea66cfe0,7f34ea66cfe1,7ffe447c2bc0,39696,39698,1
7f34ea66bb0b,7f34ea66bc42,7f34ea67c680,38317,39712,1394
7f34ea66cf9e,7f34ea651646,7f34ea67e100,39668,39822,153
7f34ea66bc29,7f34ea65164d,7f34ea67ce40,39706,39823,116
7f34ea66911b,7f34ea66c3e5,7ffe447c3980,8575,40204,31628
7f34ea66c3c7,7f34ea66c3d8,7ffe447c30c0,39881,40291,409
7f34ea66c3e5,7f34ea66c3e5,7ffe447c39c0,40309,40316,6
7f34ea66c3ea,7f34ea66c3ea,7ffe447c39c0,40319,40416,96
7f34ea66c3ea,7f34ea66c3ea,7ffe447c4b80,40722,40732,9
7f34ea66c3f0,7f34ea66c3f0,7ffe447c4b80,40768,40802,33
7f34ea66c3f0,7f34ea6516ac,7ffe447c4b80,40768,40814,45
7f34ea66c3f0,7f34ea6516c9,7ffe447c4b80,40768,40902,133
7f34ea669065,7f34ea651ae9,7f34ea67ce40,7993,41468,33474
7f34ea651b01,7f34ea653a3f,7ffe447c4b80,41472,41515,42
7f34ea6516e1,7f34ea6516e1,7f34ea673000,41244,41582,337
7f34ea651698,7f34ea651698,7ffe447c2a00,41533,41598,64
7f34ea66c3c4,7f34ea66c3c4,7ffe447c2a80,41538,41603,64
7f34ea66c3c7,7f34ea66c3c7,7ffe447c3100,41539,41604,64
7f34ea66c401,7f34ea66c401,7ffe447c29c0,41561,41619,57
7f34ea651b01,7f34ea651b01,7ffe447c4b80,41589,41647,57
7f34ea66c408,7f34ea66c408,7ffe447c29c0,42023,42076,52
7f34ea669065,7f34ea6516eb,7f34ea67ce40,7993,42082,34088
7f34ea6516fb,7f34ea6516fb,7f34ea67c500,42095,42466,370
7f34ea6500c4,7f34ea6500a4,7f34ea67d000,42785,43030,244
7f34ea6500c4,7f34ea6500c4,7f34ea67d000,43040,43062,21
7f34ea66c4ad,7f34ea66c4b4,7f34ea67e0c0,43102,43103,0
7f34ea66c4f9,7f34ea66c4fa,7ffe447c2940,43251,43253,1
7f34ea65c290,7f34ea65c295,7ffe447c2980,43261,43262,0
7f34ea65c2c9,7f34ea65c2ce,7ffe447c2980,43346,43347,0
7f34ea6723c5,7f34ea65c2db,7f34ea674340,43341,43350,8
7f34ea65c2d3,7f34ea65c2fb,7ffe447c2980,43348,43471,122
7f34ea65c4ed,7f34ea65c4ee,7ffe447c29c0,44129,44131,1
7f34ea65c4f0,7f34ea65c4f2,7ffe447c29c0,44133,44135,1
7f34ea65c4f4,7f34ea65c4f6,7ffe447c29c0,44137,44139,1
7f34ea65c38d,7f34ea65c19e,7f34ea67d040,43884,44255,370
7f34ea650158,7f34ea65c1cf,7ffe447c29c0,44249,44373,123
7f34ea650154,7f34ea65c1da,7f34ea67d980,44246,44379,132
7f34ea65c1ec,7f34ea65c1f4,7ffe447c29c0,44382,44385,2
7f34ea66cfaa,7f34ea66c4ad,7f34ea67e0c0,39671,44457,4785
7f34ea65c313,7f34ea66c568,7f34ea67c600,43477,44461,983
7f34ea65c1d4,7f34ea651d66,7f34ea67d040,44376,44487,110
7f34ea651d42,7f34ea651d7a,7ffe447c2a00,44146,44491,344
7f34ea66c568,7f34ea651dc2,7f34ea67c600,43202,44504,1301
7f34ea651df4,7f34ea65281d,400040,44514,44941,426
7f34ea651698,7f34ea652828,7ffe447c2a00,39836,44945,5108
7f34ea651e08,7f34ea651e08,7f34ea673040,44521,44969,447
7f34ea651df4,7f34ea651df4,400040,44962,44980,17
7f34ea65271e,7f34ea65271e,7f34ea67d9c0,45068,45166,97
7f34ea652725,7f34ea652725,7f34ea67e180,45069,45167,97
7f34ea65272e,7f34ea65272e,400080,45071,45169,97
7f34ea651e36,7f34ea651e36,7ffe447c2a00,45176,45312,135
7f34ea6527ab,7f34ea6527cf,4000c0,45699,45708,8
7f34ea6527bf,7f34ea6527d6,7f34ea67e4c0,45704,45711,6
7f34ea6527af,7f34ea6527af,7ffe447c2a00,45700,45751,50
7f34ea6527b6,7f34ea6527b6,7f34ea67e180,45701,45752,50
7f34ea6527e6,7f34ea6527e6,400080,45715,45766,50
7f34ea6527ab,7f34ea6527ab,4000c0,45750,45801,50
7f34ea6527bf,7f34ea6527bf,7f34ea67e4c0,45755,45806,50
7f34ea6527bf,7f34ea6527bf,7f34ea67e4c0,45839,45872,32
7f34ea6527e6,7f34ea6527e6,4000c0,46227,46259,31
7f34ea6527f0,7f34ea6527f0,7f34ea67e4c0,46262,46287,24
7f34ea652808,7f34ea652808,7ffe447c2a00,46292,46337,44
7f34ea65278a,7f34ea65278a,7f34ea67e180,46632,46674,41
7f34ea65278d,7f34ea65278d,400180,46633,46675,41
7f34ea652799,7f34ea652799,7ffe447c2a00,46637,46679,41
7f34ea651d93,7f34ea6525cd,7f34ea67e480,44494,47122,2627
7f34ea6525db,7f34ea6525e6,4001c0,47125,47128,2
7f34ea652654,7f34ea652661,400340,47177,47181,3
7f34ea651d93,7f34ea652670,7f34ea67e480,44494,47187,2692
7f34ea652667,7f34ea65268e,400340,47184,47193,8
7f34ea652700,7f34ea652700,400380,47227,47237,9
7f34ea652700,7f34ea652707,400380,47227,47239,11
7f34ea652603,7f34ea6525db,4001c0,47134,47273,138
7f34ea6525fb,7f34ea6525fb,7f34ea67e180,47132,47280,147
7f34ea652603,7f34ea652603,4001c0,47134,47282,147
7f34ea652654,7f34ea652667,400340,47289,47296,6
7f34ea6526c1,7f34ea6526c1,7ffe447c2a00,47323,47352,28
7f34ea652700,7f34ea654018,400380,47227,47408,180
7f34ea65400b,7f34ea652623,7ffe447c2a00,47405,47445,39
7f34ea65263d,7f34ea652647,7ffe447c2a00,47451,47453,1
7f34ea65400b,7f34ea65263d,7ffe447c2a00,47496,47507,10
7f34ea652654,7f34ea652654,400340,47456,47512,55
7f34ea651d93,7f34ea651e1e,7f34ea67e480,44494,47561,3066
7f34ea651d93,7f34ea651e2a,7f34ea67e480,44494,47566,3071
7f34ea651d93,7f34ea6525cd,7f34ea67e480,44494,47583,3088
7f34ea652603,7f34ea6525db,4001c0,47134,47586,451
7f34ea65400b,7f34ea65400b,7ffe447c2a00,47552,47642,89
7f34ea652557,7f34ea65256b,400240,47713,47717,3
7f34ea652576,7f34ea652593,400240,47719,47726,6
7f34ea65400b,7f34ea6525bb,7ffe447c2a00,47552,47731,178
7f34ea652557,7f34ea652576,400240,47811,47817,5
7f34ea652858,7f34ea652858,400300,48421,48567,145
7f34ea652dff,7f34ea652873,7ffe447c2a00,48291,48572,280
7f34ea651e49,7f34ea651e57,7f34ea67e4c0,48616,48618,1
7f34ea66e61a,7f34ea66e622,400340,48793,48795,1
7f34ea66e61e,7f34ea66e627,7f34ea64f9c0,48794,48796,1
7f34ea650168,7f34ea66fa2e,7ffe447c29c0,44484,49039,4554
7f34ea650fdb,7f34ea651ef2,7f34ea67dd00,3540,49052,45511
7f34ea652725,7f34ea651f0c,7f34ea67e180,45069,49058,3988
7f34ea651f19,7f34ea651f7b,1c70d80,49061,49112,50
7f34ea651df4,7f34ea65285d,400300,49786,49794,7
7f34ea650168,7f34ea651e50,7ffe447c29c0,44484,49805,5320
7f34ea652725,7f34ea651e63,7f34ea67e180,45069,49809,4739
7f34ea6510ef,7f34ea651e86,7f34ea67da00,1565,49816,48250
7f34ea650fb6,7f34ea651e96,7f34ea67da80,1462,49819,48356
7f34ea651ea2,7f34ea651ea2,7f34ea67ce40,48736,49822,1085
7f34ea651ea6,7f34ea651ea6,7f34ea67da40,48737,49823,1085
7f34ea651ecb,7f34ea651ead,7f34ea67e040,49045,49824,778
7f34ea651eb0,7f34ea651eb0,7f34ea67ce80,48739,49825,1085
7f34ea651f64,7f34ea651f64,1c70f40,50096,50116,19
7f34ea652725,7f34ea651f88,7f34ea67e180,45069,50678,5608
7f34ea652018,7f34ea65201f,7f34ea67e200,50769,50772,2
7f34ea65c0c4,7f34ea65c0cf,4003c0,51427,51430,2
7f34ea650168,7f34ea65c111,7ffe447c29c0,44484,51445,6960
7f34ea651eff,7f34ea6520c1,7ffe447c2a40,49055,51448,2392
7f34ea66b79c,7f34ea6520ce,7f34ea67c780,4469,51451,46981
7f34ea6723ca,7f34ea66c4f9,7ffe447c2940,43343,51586,8242
7f34ea6723ca,7f34ea66c4fb,7ffe447c2940,43343,51590,8246
7f34ea6723ca,7f34ea6723ca,7ffe447c2940,43343,51623,8279
7f34ea65c290,7f34ea65c2c9,7ffe447c2980,51596,51626,29
7f34ea651d93,7f34ea65c2f3,7f34ea67e480,44494,51635,7140
7f34ea65c313,7f34ea65c313,7f34ea67c600,43477,51642,8164
7f34ea65c2d3,7f34ea65c4ec,7ffe447c2980,51628,51686,57
7f34ea650168,7f34ea65c4ed,7ffe447c29c0,44484,51688,7203
7f34ea650168,7f34ea65c4f0,7ffe447c29c0,44484,51692,7207
7f34ea650168,7f34ea65c4f4,7ffe447c29c0,44484,51696,7211
7f34ea6723c5,7f34ea671e4a,7f34ea674340,51621,51822,200
7f34ea6723ca,7f34ea671e5d,7ffe447c2940,43343,51828,8484
7f34ea65c290,7f34ea65c290,7ffe447c2980,52010,52043,32
7f34ea6723c5,7f34ea6723c5,7f34ea674340,51621,52068,446
7f34ea65c290,7f34ea65c2d3,7ffe447c2980,52010,52075,64
7f34ea65c38d,7f34ea65c38d,7f34ea67d040,52115,52155,39
7f34ea66b79c,7f34ea652104,7f34ea67c780,4469,52600,48130
7f34ea65210d,7f34ea652111,7ffe447fe000,52602,52603,0
7f34ea65285d,7f34ea651df4,400300,48568,52986,4417
7f34ea65285d,7f34ea652858,400300,48568,52993,4424
7f34ea651e3f,7f34ea651e3f,7f34ea67e580,49802,53002,3199
7f34ea651e49,7f34ea651e49,7f34ea67e4c0,49804,53004,3199
7f34ea651e96,7f34ea651e96,7f34ea67da80,48733,53407,4673
7f34ea66fa28,7f34ea66e61a,400340,49037,53428,4390
7f34ea66fa24,7f34ea66e61e,7f34ea64f9c0,49036,53429,4392
7f34ea65214f,7f34ea65288d,7ffe447fe040,53008,53513,504
7f34ea652897,7f34ea6528ab,7ffe447fe040,53516,53522,5
7f34ea65289b,7f34ea6528b5,7f34ea67ea80,53518,53525,6
7f34ea652888,7f34ea652888,7f34ea67e740,53511,53575,63
7f34ea65214f,7f34ea652897,7ffe447fe040,53570,53580,9
7f34ea652156,7f34ea652156,7ffe447fe080,53601,53639,37
7f34ea652166,7f34ea65214f,7ffe447fe080,53643,53729,85
7f34ea65289b,7f34ea65289b,7f34ea67ea80,53582,53753,170
7f34ea652166,7f34ea65214f,7ffe447fe080,53736,53769,32
7f34ea652189,7f34ea652190,7f34ea67ea80,54250,54253,2
7f34ea652182,7f34ea652197,7f34ea67e740,54247,54256,8
7f34ea6521a9,7f34ea652205,7ffe447fe3c0,54261,54310,48
7f34ea652557,7f34ea652557,400240,48182,54593,6410
7f34ea651eb0,7f34ea651eb0,7f34ea67ce80,53413,54653,1239
7f34ea66fa24,7f34ea66fa24,7f34ea64f9c0,49036,54680,5643
7f34ea66fa28,7f34ea66fa28,400340,49037,54681,5643
7f34ea651eff,7f34ea651eff,7ffe447c2a40,49055,54699,5643
7f34ea6521ee,7f34ea6521ee,7ffe447fe440,55143,55163,19
7f34ea652228,7f34ea65224d,7ffe447fe400,55503,55510,6
7f34ea65221b,7f34ea652270,7f34ea67e780,55500,55517,16
7f34ea6522b3,7f34ea6522c1,7ffe447fe400,55611,55614,2
7f34ea6522aa,7f34ea6522e1,7f34ea67e780,55608,55624,15
7f34ea6522f4,7f34ea6522fa,7ffe447fe400,55717,55719,1
7f34ea652390,7f34ea652396,7ffe447fe480,55954,55956,1
7f34ea6523be,7f34ea6523c5,7ffe447fe400,55965,55968,2
7f34ea652346,7f34ea6523d6,7f34ea67e800,55839,55972,132
7f34ea652315,7f34ea6523ed,7f34ea67e780,55727,56100,372
7f34ea652406,7f34ea652406,7f34ea67e840,56109,56188,78
7f34ea652406,7f34ea652475,7f34ea67e840,56109,56412,302
7f34ea650168,7f34ea65c111,7ffe447c29c0,44484,56566,12081
7f34ea652315,7f34ea6524c6,7f34ea67e780,55727,56580,852
7f34ea650168,7f34ea671e5d,7ffe447c29c0,44484,56644,12159
7f34ea650168,7f34ea66c4fa,7ffe447c29c0,44484,56717,12232
7f34ea6723a3,7f34ea6723a6,7ffe447fe340,56812,56813,0
7f34ea650168,7f34ea6723b3,7ffe447c29c0,44484,56816,12331
7f34ea65c1f6,7f34ea65c18d,7f34ea67df40,44387,56876,12488
7f34ea650164,7f34ea650154,7f34ea67d980,44481,56881,12399
7f34ea66c401,7f34ea650158,7ffe447c29c0,40808,56884,16075
7f34ea66c401,7f34ea65c1ec,7ffe447c29c0,40808,56906,16097
7f34ea65c1f6,7f34ea65c1f6,7f34ea67df40,44387,56911,12523
7f34ea650164,7f34ea650164,7f34ea67d980,44481,56914,12432
7f34ea66c401,7f34ea650168,7ffe447c29c0,40808,56917,16108
7f34ea652725,7f34ea65c1b3,7f34ea67e180,45069,56969,11899
7f34ea65c1d4,7f34ea65c1d4,7f34ea67d040,56900,56979,78
7f34ea650164,7f34ea650164,7f34ea67d980,44481,56993,12511
7f34ea6524fd,7f34ea652512,7f34ea67e740,56819,56999,179
7f34ea652873,7f34ea65296d,7ffe447c2a00,57053,57149,95
7f34ea65c248,7f34ea65299b,7f34ea67c800,51777,57159,5381
7f34ea65b0eb,7f34ea65b12c,7f34ea674240,57257,57273,15
7f34ea65b146,7f34ea65b166,7ffe447c2900,57794,57802,7
7f34ea651eff,7f34ea65b16b,7ffe447c2a40,49055,57803,8747
7f34ea65b158,7f34ea65b16f,7ffe447c29c0,57799,57804,4
7f34ea65b196,7f34ea65b1c3,7ffe447c2900,57812,57853,40
7f34ea6723ca,7f34ea65b1c7,7ffe447c2940,43343,57856,14512
7f34ea65b1d5,7f34ea65b1dc,7ffe447c29c0,57862,57865,2
7f34ea65a4dd,7f34ea65a4ea,7ffe447c28c0,57929,57931,1
7f34ea65b1e7,7f34ea65a50b,7ffe447c2900,57869,57938,68
7f34ea65a4d4,7f34ea65a512,7f34ea67ea00,57927,57939,11
7f34ea65251d,7f34ea65a5bf,7f34ea67e740,57002,57953,950
7f34ea65251d,7f34ea65a5c4,7f34ea67e740,57002,57954,951
7f34ea65249d,7f34ea65a5db,7f34ea67ea40,56571,57962,1390
7f34ea652315,7f34ea65a545,7f34ea67e780,55727,58037,2309
7f34ea652315,7f34ea65a55e,7f34ea67e780,55727,58041,2313
7f34ea6524ce,7f34ea65a562,7f34ea67c540,56582,58042,1459
7f34ea65249d,7f34ea65a56a,7f34ea67ea40,56571,58044,1472
7f34ea65a530,7f34ea65a57f,7f34ea67ea00,58033,58048,14
7f34ea65a5e4,7f34ea65a5e4,7f34ea67c600,57982,58077,94
7f34ea65a589,7f34ea65a530,7f34ea67ea00,58050,58080,29
7f34ea65a555,7f34ea65a555,7f34ea67c580,58039,58086,46
7f34ea65a57a,7f34ea65a57a,7ffe447c2800,58047,58094,46
7f34ea65a585,7f34ea65a585,7ffe447c2840,58049,58096,46
7f34ea65a58f,7f34ea65a58f,7ffe447fe140,58052,58099,46
7f34ea65a589,7f34ea65a589,7f34ea67ea00,58097,58144,46
7f34ea65249d,7f34ea65a7b8,7f34ea67ea40,56571,58218,1646
7f34ea65249d,7f34ea65a7ca,7f34ea67ea40,56571,58222,1650
7f34ea65a7db,7f34ea65a7f4,7ffe447c28c0,58225,58229,3
7f34ea65a7bf,7f34ea65a82d,7ffe447fe180,58219,58242,22
7f34ea65249d,7f34ea65a842,7f34ea67ea40,56571,58472,1900
7f34ea65a80f,7f34ea65a84c,7ffe447c2840,58233,58475,241
7f34ea65a867,7f34ea65a86c,7ffe447c2800,58487,58492,4
7f34ea65a33a,7f34ea65a344,7ffe447fe280,58543,58549,5
7f34ea65a355,7f34ea65a386,7ffe447fe280,58555,58570,14
7f34ea65a34d,7f34ea65a38b,7ffe447c27c0,58553,58572,18
7f34ea66ec44,7f34ea66ec70,7ffe447fe300,59188,59199,10
7f34ea66ecaa,7f34ea66ecf0,7f34ea674280,59209,59225,15
7f34ea65a4dd,7f34ea65a7db,7ffe447c28c0,59868,59936,67
