pc1,pc2,cacheline,op_num1,op_num2,distance
7f7180be9f56,7f7180be9f72,7f7180cf8480,6,14,7
7f7180b9baf0,7f7180b9bb47,7f7180cf5800,344,568,223
7f7180bea0be,7f7181c018cb,7f717e172ec0,40,890,849
7f7181c01936,7f7181c01936,7f7181c182c0,924,1118,193
7f7181c019e3,7f7181c019ea,7f717e173180,1212,1213,0
7f7180b9bb4e,7f7180b9bb4e,7f7180cf5840,570,1522,951
7f7181c01a13,7f7181c01a13,7f717e1734c0,1220,1553,332
7f7181c01a62,7f7181c01a62,7fff1ea3f180,1509,1564,54
7f7180b9bb62,7f7180b9bb62,7f7180cf5800,1515,1570,54
7f7181c018c4,7f7181c018c4,7f7181c1c340,1529,1584,54
7f7181c00be7,7f717e70d01e,7fff1ea3f180,240,1599,1358
7f717e70d01b,7f717e70d01b,7f717e77e680,1596,1620,23
7f7180b9bb62,7f7180b9bb62,7f7180cf5800,1605,1629,23
7f717e920374,7f717e920374,7f717e925080,1721,1897,175
7f717e920020,7f717e920026,7f717e925000,2146,2149,2
7f7181884c31,7f7181884c35,7fff1ea3f140,2593,2594,0
7f718187d0d2,7f718187d0e9,7f718189e6c0,2606,2611,4
7f718187d0ed,7f718187d0f1,7f717e91f040,2612,2613,0
7f718187d0d6,7f718187d0f4,7f717e924e80,2607,2614,6
7f7180bea0be,7f718187d15d,7f717e172ec0,40,2640,2599
7f718187d11b,7f718187d172,7f717e91e580,2624,2644,19
7f71818780eb,7f718187812c,7f717e91e980,2710,2726,15
7f7181878146,7f7181878166,7fff1ea3e640,3086,3094,7
7f7181878158,7f718187816b,7fff1ea3e700,3091,3201,109
7f7181878196,7f71818781c3,7fff1ea3e640,3210,3249,38
7f718187816f,7f71818781d5,7fff1ea3e700,3202,3258,55
7f71818781c7,7f71818781e7,7fff1ea3e640,3252,3265,12
7f71818774dd,7f71818774ea,7fff1ea3e600,3325,3327,1
7f71818774d4,7f7181877512,7f718189b440,3323,3335,11
7f71818775db,7f71818775db,7f718189b480,3358,3435,76
7f7181877555,7f7181877562,7f717d85af00,3730,3733,2
7f7181877530,7f718187756a,7f718189b480,3724,3735,10
7f71818775db,7f718187757f,7f718189b480,3358,3739,380
7f718187757a,7f7181877585,7fff1ea3e540,3738,3740,1
7f71818775db,7f7181877589,7f718189b480,3358,3741,382
7f71818775bf,7f71818775bf,7f717e184a80,3349,3757,407
7f71818775e4,7f71818775e4,7f7181899600,3438,3766,327
7f7181877545,7f718187755e,7f7181e65040,3773,3777,3
7f718187757a,7f718187757a,7fff1ea3e540,3783,3828,44
7f71818775c4,7f71818775c4,7f718189aa00,4388,4433,44
7f7181877530,7f7181877530,7f718189acc0,4399,4444,44
7f7181877545,7f7181877545,7f718189aa40,4403,4448,44
7f7181877555,7f7181877555,7f7181899e80,4405,4450,44
7f718187758f,7f718187758f,7f718186c3c0,4418,4463,44
7f71818777b8,7f71818777ca,7f718189acc0,4850,4854,3
7f71818777db,7f71818777f4,7fff1ea3e600,4857,4861,3
7f718187782d,7f718187782d,7f718186c480,4874,4907,32
7f718187784c,7f7181877867,7fff1ea3e540,5097,5109,11
7f718187786c,7f7181877879,7fff1ea3e540,5114,5116,1
7f718187733a,7f7181877344,7f718186c740,5165,5171,5
7f7181877355,7f7181877386,7f718186c740,5177,5192,14
7f718187734d,7f718187738b,7fff1ea3e500,5175,5194,18
7f718188c784,7f718188c7b0,7f718186c8c0,5579,5590,10
7f7181877871,7f71818774dd,7fff1ea3e600,5115,5914,798
7f718187750b,7f718187750b,7fff1ea3e600,3334,5923,2588
7f71818773c8,7f71818777b8,7f718189acc0,5819,5975,155
7f71818777bf,7f71818777bf,7f718186c400,4851,5976,1124
7f718187750b,7f71818777db,7fff1ea3e600,3334,5982,2647
7f718187780f,7f718187780f,7fff1ea3e580,4865,5990,1124
7f7181877842,7f7181877842,7f718189acc0,5094,6000,905
7f718187784c,7f718187786c,7fff1ea3e540,6003,6020,16
7f718187750b,7f7181877871,7fff1ea3e600,3334,6021,2686
7f71818773b3,7f718187734d,7fff1ea3e500,5814,6044,229
7f718187733a,7f7181877355,7f718186c740,6034,6046,11
7f718188b691,7f718188b691,7f7181890f40,5286,6087,800
7f718188ca28,7f718188c784,7f718186c8c0,5802,6091,288
7f718188ca24,7f718188c7ea,7f717e91e9c0,5801,6112,310
7f718188ca28,7f718188c7ef,7f718186c8c0,5802,6113,310
7f718188ca24,7f718188ca24,7f717e91e9c0,5801,6130,328
7f718188ca28,7f718188ca28,7f718186c8c0,5802,6131,328
7f718188ca2e,7f718188ca2e,7fff1ea3e4c0,5804,6133,328
7f718187739d,7f718187739d,7f718189ad00,5809,6138,328
7f71818773b3,7f71818773b3,7fff1ea3e500,5814,6143,328
7f71818773b7,7f71818773b7,7f718186ca40,5815,6144,328
7f7181877842,7f71818773c8,7f718189acc0,5094,6148,1053
7f71818773d4,7f71818773d4,7f717e176f80,5821,6150,328
7f71818773d7,7f71818773d7,7f717e174940,5822,6151,328
7f71818774d4,7f71818774d4,7f718189b440,5912,6205,292
7f7181877450,7f7181877450,7f717e174940,6154,6251,96
7f718188c788,7f718188c788,7f717e91e980,6092,6315,222
7f7181877545,7f7181877545,7f718189aa40,6239,6533,293
7f7181877454,7f7181877454,7f717e176f40,6252,6744,491
7f718188b9c4,7f718188b9f0,7f718186c9c0,6864,6875,10
7f718188b9c8,7f718188ba2a,7f717e91ec80,6865,6885,19
7f718188ca2e,7f718188ca2e,7fff1ea3e4c0,5804,7399,1594
7f718188ca2e,7f71818773ec,7fff1ea3e4c0,5804,7485,1680
7f718188ca2e,7f71818773ed,7fff1ea3e4c0,5804,7487,1682
7f718188ca2e,7f71818773ee,7fff1ea3e4c0,5804,7489,1684
7f718188ca2e,7f71818773f0,7fff1ea3e4c0,5804,7491,1686
7f71818773b3,7f71818773f2,7fff1ea3e500,5814,7493,1678
7f71818773b3,7f71818773f4,7fff1ea3e500,5814,7495,1680
7f718187780f,7f7181877fd4,7fff1ea3e580,4865,7583,2717
7f718187780f,7f7181877fd9,7fff1ea3e580,4865,7584,2718
7f7181877fe1,7f7181877fe9,7fff1ea3e600,7586,7587,0
7f718187780f,7f7181877ff1,7fff1ea3e580,4865,7588,2722
7f7181877757,7f718187776b,7f718186c740,7631,7636,4
7f718187780f,7f718187778b,7fff1ea3e580,4865,7644,2778
7f71818778a9,7f71818778aa,7fff1ea3e5c0,7686,7688,1
7f71818778ab,7f71818778ad,7fff1ea3e5c0,7690,7692,1
7f7181877748,7f71818778b1,7fff1ea3e600,7628,7696,67
7f71818781fd,7f7181878219,7fff1ea3e680,7705,7714,8
7f718187739d,7f7181878220,7f718189ad00,5809,7716,1906
7f7181878266,7f7181878267,7fff1ea3e6c0,7730,7732,1
7f7181878268,7f718187826a,7fff1ea3e6c0,7734,7736,1
7f71818781f9,7f718187826e,7fff1ea3e700,7704,7740,35
7f7181878270,7f718187d1a2,7fff1ea3e700,7742,7747,4
7f718187d1a3,7f718187d1a8,7fff1ea3e700,7749,7753,3
7f718187d1b4,7f718187d1c3,7f718186c740,7757,7763,5
7f718187d1e4,7f718187d1e5,7fff1ea3e700,7774,7776,1
7f7181884c4d,7f7181884c52,7fff1ea3e740,7784,7785,0
7f7181884c57,7f7181884c5c,7fff1ea3e740,7786,7787,0
7f7181884c61,7f7181884c66,7fff1ea3e740,7788,7789,0
7f718187d19a,7f7181886db4,7f717e172ec0,7746,7891,144
7f7181886dc9,7f7181886dda,7f717e924fc0,7896,7901,4
7f7181884c72,7f7181886dde,7fff1ea3f140,7792,7903,110
7f718187820e,7f718187d11b,7f717e91e580,7710,7999,288
7f718187d135,7f718187d135,7f717e91ecc0,2631,8006,5374
7f718187d142,7f718187d142,7f718189e940,2634,8009,5374
7f717e920592,7f718079bd6e,7fff1ea3f180,7908,8026,117
7f718079bd6b,7f718079bd6b,7f71808f73c0,8023,8047,23
7f7180b9baae,7f7180b9baaf,7fff1ea3f180,8202,8204,1
7f7180b9bab0,7f7180b9bab2,7fff1ea3f180,8206,8208,1
7f7180be9fd2,7f7180be9fd3,7fff1ea3f180,8212,8214,1
7f7180be9fd5,7f7180be9fd7,7fff1ea3f1c0,8216,8218,1
7f7180bea0b0,7f7180bea0b0,7f7180cf8480,37,8293,8255
7f7180b4cec5,7f7180b4ced3,7f717d725180,8776,8780,3
7f7180c8f6f5,7f7180b4cf29,7f717d725180,8961,8974,12
7f7180b4cf40,7f7180b4cf40,7f717d8cf8c0,9790,9797,6
7f7180b4cf4d,7f7180b4cf4d,7f717d8cb600,9878,9885,6
7f7180b4cf4d,7f7180b4cf4d,7f717d8cf7c0,9899,9906,6
7f7180c8b041,7f7180c8b06a,7f717d8cf7c0,10779,10790,10
7f7180c8b045,7f7180c8b06e,7f717d725180,10780,10791,10
7f7180c8f7fd,7f7180c8b077,7fff1ea3f180,8970,10794,1823
7f7180b29584,7f7180b29584,7f7180cf3100,10363,10974,610
7f7180c8b045,7f7180c8b045,7f717d725180,10989,11028,38
7f7180c8b041,7f7180c8b041,7f717d8cf880,11027,11075,47
7f7180c8f7fd,7f7180b4cf0f,7fff1ea3f180,8970,11242,2271
7f7180c8f7fd,7f7180b4cf10,7fff1ea3f180,8970,11244,2273
7f7180c8f7fd,7f7180b4cf11,7fff1ea3f180,8970,11246,2275
