pc1,pc2,cacheline,op_num1,op_num2,distance
7f74c6e25c01,7f74c6e2626c,7f725416fbc0,7719,8568,848
7f74c68709e5,7f74c6e26270,7f7254170700,8430,8569,138
7f74c6e26289,7f74c6e2628a,7f725416fc00,8574,8576,1
7f74c6e2628c,7f74c6e2628e,7f725416fc00,8578,8580,1
7f74c6e26290,7f74c6e26292,7f725416fc00,8582,8584,1
7f74c6e368ed,7f74c6e368ee,7f725416fc40,8593,8595,1
7f74c6e368f0,7f74c6e368f2,7f725416fc40,8597,8599,1
7f74c6e36d58,7f74c6e36d5c,7f725416fc80,8604,8605,0
7f74cfb5e54e,7f74cf671db5,7f7254170700,274,9193,8918
7f74c6e25af6,7f74cf69bf0e,7f7254170700,5845,9262,3416
7f74c68709f7,7f74cf6a279c,7f725416f9c0,8438,9360,921
7f74cf6a2807,7f74cf6a2808,7f725416f9c0,9580,9582,1
7f74cf6a2809,7f74cf6a280b,7f725416f9c0,9584,9586,1
7f74c6e266a3,7f74cf6a1e2f,7f725416fa40,8539,9725,1185
7f74c6e26692,7f74cf6a1e33,7f725416fa00,8536,9726,1189
7f74cf6a1e49,7f74cf6a1e59,7f725416f980,9753,9758,4
7f74cf6a1e68,7f74cf6a1e69,7f725416f980,9762,9764,1
7f74cf6a280d,7f74cf6a3dd6,7f725416f9c0,9588,9769,180
7f74cf6a280d,7f74cf6a3e0d,7f725416f9c0,9588,9781,192
7f74cf6a280d,7f74cf6a3e0e,7f725416f9c0,9588,9783,194
7f74cf6a280d,7f74cf6a3e0f,7f725416f9c0,9588,9785,196
7f74cf6a280d,7f74cf6a3e11,7f725416f9c0,9588,9787,198
7f74cf6a280d,7f74cf6a3e13,7f725416f9c0,9588,9789,200
7f74c6e25af6,7f74cf686887,7f7254170700,5845,9856,4010
7f74cf644512,7f74cf68689d,7f7254170440,327,9860,9532
7f74c6e25a92,7f74cf6868a6,7f725416fac0,5270,9862,4591
7f74cf6868e1,7f74cf6868e6,7f725416fb80,9962,9963,0
7f74cf68699b,7f74cf6869b2,7f74cf801300,11217,11221,3
7f74cf686988,7f74cf6869d8,7f725416f500,11212,11228,15
7f74cf686992,7f74cf686a15,7f74c792f240,11214,11240,25
7f74cf632394,7f74cf632394,7f74cf7fc040,10011,11294,1282
7f74cf6a2122,7f74cf7984ba,7f725416f440,11205,11314,108
7f74cf68696f,7f74cf68696f,7f74cf7f91c0,10746,11337,590
7f74cf6a2122,7f74cf6a2122,7f725416f440,11205,11345,139
7f74cf68695c,7f74cf686988,7f725416f500,11332,11352,19
7f74cf79833c,7f74cf686992,7f74c792f240,11304,11354,49
7f74cf6869c0,7f74cf6869c0,7f74cf7fd780,11224,11364,139
7f74cf686a69,7f74cf686a69,7f74cf7be300,11255,11395,139
7f74cf686a82,7f74cf686a82,7f74cf7be280,11258,11398,139
7f74cf6868be,7f74cf6868be,7f725416fa00,11276,11416,139
7f74cf6868e1,7f74cf6868e1,7f725416fb80,11284,11424,139
7f74cf68692a,7f74cf68692a,7f725416fac0,11322,11462,139
7f74cf68699b,7f74cf68699b,7f74cf801300,11357,11497,139
7f74cf79833c,7f74cf79833c,7f74c792f240,11444,11584,139
7f74cf68695c,7f74cf68695c,7f725416f500,11472,11612,139
7f74cf687024,7f74cf687035,7f725416fb80,11670,11675,4
7f74cf68695c,7f74cf687094,7f725416f500,10741,12382,1640
7f74cf6870a0,7f74cf6870a7,7f725416f4c0,12385,12386,0
7f74cf68695c,7f74cf6870ae,7f725416f500,10741,12387,1645
7f74cf68692a,7f74cf6870c3,7f725416fac0,10731,12393,1661
7f74cf68695c,7f74cf6870ce,7f725416f500,10741,12395,1653
7f74cf68695c,7f74cf6870d5,7f725416f500,10741,12397,1655
7f74c6e36b7b,7f74cf6a2130,7f74c8b29f40,2678,12873,10194
7f74cf6a20aa,7f74cf6a20ab,7f725416f440,13206,13208,1
7f74cf6a20ac,7f74cf6a20ae,7f725416f440,13210,13212,1
7f74cf6a20b0,7f74cf6a20b2,7f725416f440,13214,13216,1
7f74cf687105,7f74cf687111,7f725416f500,13223,13225,1
7f74cf6a20b4,7f74cf7984ba,7f725416f440,13218,13339,120
7f74cf686f67,7f74cf686f94,7f725416f500,13271,13342,70
7f74cf68695c,7f74cf686f9b,7f725416f500,10741,13343,2601
7f74cf68692a,7f74cf686fae,7f725416fac0,10731,13347,2615
7f74cf68695c,7f74cf686fb9,7f725416f500,10741,13349,2607
7f74cf68695c,7f74cf686fc0,7f725416f500,10741,13351,2609
7f74cf6870f9,7f74cf686fe3,7f74cf7f91c0,12405,13360,954
7f74cf632464,7f74cf632464,7f74cf7fc080,11792,13415,1622
7f74cf6a20b4,7f74cf7987fd,7f725416f440,13218,13433,214
7f74cf6a2030,7f74cf6a2030,7f725416fa00,12566,13459,892
7f74cf6a2034,7f74cf6a2034,7f725416fa40,12567,13460,892
7f74cf68695c,7f74cf686fef,7f725416f500,10741,13483,2741
7f74cf68695c,7f74cf687048,7f725416f500,10741,13508,2766
7f74cf6a2030,7f74cf686b56,7f725416fa00,12566,13525,958
7f74cf68695c,7f74cf686b77,7f725416f500,10741,13610,2868
7f74cf686bae,7f74cf686bae,7f725416f980,13628,13695,66
7f74c6e25af6,7f74cf686bb2,7f7254170700,5845,13696,7850
7f74cf686bc8,7f74cf686bc9,7f725416f9c0,13701,13703,1
7f74cf686bcb,7f74cf686bcd,7f725416f9c0,13705,13707,1
7f74cf686bcf,7f74cf686bd1,7f725416f9c0,13709,13711,1
7f74cf6a2030,7f74cf69bf9a,7f725416fa00,12566,13716,1149
7f74cf6a2034,7f74cf69bf9f,7f725416fa40,12567,13717,1149
7f74c6e25af6,7f74cf69bfb6,7f7254170700,5845,13723,7877
7f74cf69bfae,7f74cf69bfc8,7f725416fb40,13722,13727,4
7f74cf69bfc9,7f74cf69bfca,7f725416fb40,13729,13731,1
7f74cf69bfcc,7f74cf69bfce,7f725416fb40,13733,13735,1
7f74cf687024,7f74cf69bfd0,7f725416fb80,13497,13737,239
7f74cf687024,7f74cf69bfd2,7f725416fb80,13497,13739,241
7f74cf687024,7f74cf671df6,7f725416fb80,13497,13742,244
7f74c6e25af6,7f74cf671dfb,7f7254170700,5845,13743,7897
7f74c6e3700e,7f74c6e37012,7f725416fc80,13750,13751,0
7f74c6e36d84,7f74c6e36b0f,7f74c8b29e80,8609,13780,5170
7f74cf671e0d,7f74c6eaaaa3,7f725416fc40,13747,13845,97
7f74c6e36e2e,7f74c6e36e52,7f725416fc80,13848,13853,4
7f74c6e36e63,7f74c6e36e64,7f725416fc80,13858,13860,1
7f74c6e36e66,7f74c6e36e68,7f725416fc80,13862,13864,1
7f74c6e3c180,7f74c6e36e6c,7f725416fcc0,1754,13868,12113
7f74c6e3c180,7f74c6e36e6d,7f725416fcc0,1754,13870,12115
7f74cf728736,7f74cf728745,7f725416fcc0,14340,14345,4
7f74c6e3686c,7f74c6e36888,7f74cccf8f00,14447,14554,106
7f74c6e26f7c,7f74c6e368a8,7f725416fc80,14443,14636,192
7f74c6e3c180,7f74c6e368a9,7f725416fcc0,1754,14638,12883
7f74c6e3c180,7f74c6e368aa,7f725416fcc0,1754,14640,12885
7f74c6e25f0b,7f74c6e25f0b,7f74cccf8640,7523,14821,7297
7f74cf68703c,7f74c6e25ad6,7f725416fbc0,11678,14915,3236
7f74c6e25af6,7f74c6e25af6,7f7254170700,5845,14937,9091
7f74c6e25aee,7f74c6e25b05,7f725416f940,14935,14941,5
7f74c6870922,7f74c6870922,7f74c8677980,5865,14957,9091
7f74c6fca231,7f74c6e25aee,7f725416f980,14989,15015,25
7f74cf6868be,7f74c687093c,7f725416fa00,9954,15096,5141
7f74c687097e,7f74c687099a,7f74c7965900,15114,15122,7
7f74c68709a8,7f74c68709a8,7f74c8677940,5993,15126,9132
7f74cf6a280d,7f74c686fc67,7f725416f9c0,9588,15153,5564
7f74cf6868be,7f74c686fca9,7f725416fa00,9954,15170,5215
7f74c6870953,7f74c686fcac,7f74c8b25500,15102,15171,68
7f74c686fd95,7f74c686fd95,7f725416f940,7044,15209,8164
7f74c6e25abc,7f74c6e25bcb,7f74c82a5fc0,14894,15226,331
7f74c6e25bd1,7f74c6e25bd1,7f727ef86240,7143,15228,8084
7f74c6e25abf,7f74c6e25bdd,7f74c8412b80,14895,15231,335
7f74c6e25bf2,7f74c6e25bf2,7f727ef86340,7714,15276,7561
7f74cf68703c,7f74c6e25c01,7f725416fbc0,13505,15281,1775
7f74c6e25be4,7f74c6e25be4,7f74c8412d40,15232,15352,119
7f74c686fc8c,7f74c686fd4f,7f725416f980,15163,15454,290
7f74cf6a280d,7f74c686fd52,7f725416f9c0,9588,15458,5869
7f74cf6a280d,7f74c686fd56,7f725416f9c0,9588,15462,5873
7f74cf6a280d,7f74c686fd58,7f725416f9c0,9588,15464,5875
7f74cf6a280d,7f74c68709c4,7f725416f9c0,9588,15469,5880
7f74cf6868be,7f74c6870a20,7f725416fa00,9954,15482,5527
7f74c6e25af6,7f74c68709e5,7f7254170700,5845,15488,9642
7f74c6e266a3,7f74c68709f4,7f725416fa40,8539,15492,6952
7f74c6e266a3,7f74c68709f7,7f725416fa40,8539,15496,6956
7f74c6e266a3,7f74c68709f9,7f725416fa40,8539,15498,6958
7f74c6e266a3,7f74c68709fd,7f725416fa40,8539,15502,6962
7f74c6e26680,7f74c6e26680,7f74c8b2fec0,8531,15509,6977
7f74c6e26f74,7f74c6e2668a,7f727ef86380,14440,15511,1070
7f74cf68692a,7f74c6e266a3,7f725416fac0,10731,15517,4785
7f74cf671e0d,7f74c6e26289,7f725416fc40,13747,15525,1777
7f74cf671e0d,7f74c6e2628c,7f725416fc40,13747,15529,1781
7f74c6e26f7c,7f74c6e26290,7f725416fc80,14443,15533,1089
7f74c6e26f7c,7f74c6e26293,7f725416fc80,14443,15537,1093
7f74c6e26f7c,7f74c6e368ed,7f725416fc80,14443,15544,1100
7f74c6e26f7c,7f74c6e368f0,7f725416fc80,14443,15548,1104
7f74c6e3c180,7f74c6e368f2,7f725416fcc0,1754,15550,13795
7f74c6e3c180,7f74c6e368f3,7f725416fcc0,1754,15552,13797
7f74c6e25af6,7f74c6e1d37e,7f7254170700,5845,15555,9709
7f74c6e25af6,7f74cf6a4c44,7f7254170700,5845,15874,10028
7f74c6e36e6a,7f74cf6a4c4d,7f725416fc80,13866,15875,2008
7f74c6e3c180,7f74c6e3c180,7f725416fcc0,1754,15945,14190
7f74c6e36e6a,7f74c6e1d26b,7f725416fc80,13866,15990,2123
7f74c6e3c180,7f74c6e1d26c,7f725416fcc0,1754,15992,14237
7f74c6e25af6,7f74c6882f5d,7f7254170700,5845,16044,10198
7f74c6e36b3c,7f74cf79a24e,7f74cccf8900,2666,16148,13481
7f74c6e36b3c,7f74cf79a252,7f74cccf8900,2666,16149,13482
7f74c6e36b3c,7f74cf79a510,7f74cccf8900,2666,16354,13687
7f74c6e36b3c,7f74cf79a513,7f74cccf8900,2666,16355,13688
7f74c5348434,7f74c5348434,7f74c820da40,15634,16482,847
7f74cf79a6ac,7f74cf6a4c4d,7f725416fc80,16439,16486,46
7f74cf6a4c44,7f74cfb6b59d,7f7254170700,16485,16561,75
7f74c6e25af6,7f74cfb6b5bf,7f7254170700,5845,16620,10774
7f74cf644504,7f74cf644504,7f74cf7fbdc0,325,16746,16420
7f74cf64450b,7f74cf64450b,7f74cf7fbe00,326,16747,16420
7f74cf644512,7f74cf644512,7f7254170440,327,16748,16420
7f74cf644516,7f74cf644516,7f74cf7fd480,328,16749,16420
7f74cf64452c,7f74cf64452c,7f74cf7fbec0,333,16754,16420
7f74cf644519,7f74cf64453e,7f74cf7f9700,16750,16757,6
7f74c6e3c180,7f74cf644553,7f725416fcc0,1754,16761,15006
7f74cfb6b650,7f74cfb6b667,7f725416fc40,17181,17187,5
7f74cfb6b668,7f74cfb6b669,7f725416fc40,17189,17191,1
7f74cfb6b66b,7f74cfb6b66d,7f725416fc80,17193,17195,1
7f74cfb6b655,7f74c6882f89,7f7254170700,17182,17199,16
7f74c6882f85,7f74c6882f98,7f725416fc80,17198,17203,4
7f74cf652bf1,7f74c6882f9a,7f725416fcc0,851,17205,16353
7f74cf652bf1,7f74c6882f9b,7f725416fcc0,851,17207,16355
7f74cf6a4c44,7f74c6e56482,7f7254170700,16485,17260,774
7f74c6e564a0,7f74c6e564a7,7f74c9191880,17267,17270,2
7f74c6e326b4,7f74c6e25880,7f74cccf8100,2719,17365,14645
7f74c6e25eaf,7f74c6e25726,7f74cccf8140,4093,17383,13289
7f74c6e25731,7f74c6e2573d,7f74cccf8180,17385,17387,1
7f74c6e25f2b,7f74c6e25792,7f74cccf8740,4836,17401,12564
7f74c6e25749,7f74c6e257a6,7f74cccf8900,17389,17405,15
7f74c6e25887,7f74c6e25887,7f74cccf8600,17366,17477,110
7f74c6e25755,7f74c6e25731,7f74cccf8180,17391,17481,89
7f74c6e25764,7f74c6e25764,7f74cccf8fc0,17393,17489,95
7f74c6e2577a,7f74c6e2577a,7f74cccf8640,17397,17493,95
7f74c6e326b4,7f74c6e258b6,7f74cccf8100,2719,17514,14794
7f74c6e25749,7f74c6e25749,7f74cccf8900,17485,17585,99
7f74c6e25755,7f74c6e25755,7f74cccf8180,17487,17587,99
7f74cf686bae,7f74c6e257eb,7f725416f980,13628,17595,3966
7f74c6e257ec,7f74c6e257ee,7f725416f980,17597,17599,1
7f74c6e257f0,7f74c6e257f2,7f725416f980,17601,17603,1
7f74c6e257f4,7f74c6e257f5,7f725416f980,17605,17607,1
7f74c686fd56,7f74c54adb60,7f725416f940,8283,17754,9470
7f74c54adb61,7f74c54adb62,7f725416f980,17756,17758,1
7f74c6e26f7c,7f74c54adc37,7f725416fc80,14443,17766,3322
7f74c54adc97,7f74c54adc97,7f74c8218b80,18178,18243,64
7f74cf7987fd,7f74c54adc70,7f725416f980,18688,18699,10
7f74c54adc71,7f74c54adc73,7f725416f980,18701,18703,1
7f74c5347dc4,7f74c5347dc4,7f74c820d700,18258,18724,465
7f74cf7986f5,7f74cf7986f5,7f74c70b3300,18679,18733,53
7f74c54adc75,7f74cf7987fd,7f725416f980,18705,18742,36
7f74c54adc55,7f74c54adc55,7f725416f9c0,18691,18745,53
7f74c54adc61,7f74c54adc61,7f74c908d500,18695,18749,53
7f74c54adc68,7f74c54adc68,7f74c81fc7c0,18697,18751,53
7f74c54adc71,7f74c54adc75,7f725416f980,18755,18759,3
7f74c54adc71,7f74c54adc71,7f725416f980,18809,18863,53
7f74c6e329c5,7f74c6e329c9,7f74c8b06a00,19266,19267,0
7f74c6e32a0b,7f74c6e32a0b,7f74cccc7300,19832,19839,6
7f74c6e32a36,7f74c6e32a36,7f74cccc7340,20260,20404,143
7f74c6e329b6,7f74c6e329b6,7f74c8677f00,20374,20414,39
7f74c6e329c5,7f74c6e329c5,7f74c8b06a00,20378,20418,39
7f74c6e32a36,7f74c6e32a36,7f74cccf8140,22505,22545,39
7f74cf6a1e6a,7f74c6e32a78,7f725416f980,9766,22629,12862
7f74cf6a1e6a,7f74c6e256db,7f725416f980,9766,22632,12865
7f74cf6a1e6a,7f74c6e256df,7f725416f980,9766,22633,12866
7f74cf6a1e6a,7f74c6e256e2,7f725416f980,9766,22634,12867
7f74cf6a1e6a,7f74c6e256e9,7f725416f980,9766,22636,12869
7f74c6e25887,7f74c6e25579,7f74cccf8600,17366,22685,5318
7f74c6e25597,7f74c6e255a3,7f74c70b3300,22692,22695,2
7f74cf6a1e6a,7f74c6e255e7,7f725416f980,9766,22716,12949
7f74c6e56508,7f74c6e56516,7f74c9191880,17613,22719,5105
7f74c6e56508,7f74c6e5651d,7f74c9191880,17613,22721,5107
7f74cfb5e54e,7f74c6e564d4,7f7254170700,274,22898,22623
7f74c6e564d0,7f74c6e564ea,7f725416fc80,22897,22902,4
7f74c6e564ed,7f74c6e564ee,7f725416fcc0,22906,22908,1
7f74c6e1d2d5,7f74c6e1d3a1,7f725462f340,15931,22911,6979
7f74c6e1d2d5,7f74c6e1d3ab,7f725462f340,15931,22913,6981
7f74c6e1d329,7f74c6880b05,7f725462f1c0,14643,22983,8339
7f74c6880b01,7f74c6880b09,7f725462f180,22982,22984,1
7f74c6880b17,7f74c6880b17,7f74c824bc40,22987,23105,117
7f74c6880b1a,7f74c6880b1a,7f74c8260440,22988,23106,117
7f74c6880b01,7f74c6880b01,7f725462f180,23100,23218,117
7f74cfb5e54e,7f74c6e20c43,7f7254170700,274,23432,23157
7f74c6e368f3,7f74c6e3cb02,7f725416fc40,8601,23470,14868
7f74c6e20c85,7f74c6e20c9c,7f725416fc40,23559,23564,4
7f74c6e564eb,7f74c6e20c9d,7f725416fc80,22904,23566,661
7f74c6e564eb,7f74c6e20c9f,7f725416fc80,22904,23568,663
7f74c6e564eb,7f74c6e20ca1,7f725416fc80,22904,23570,665
7f74c6e564eb,7f74c6e20ca3,7f725416fc80,22904,23572,667
7f74c6e564eb,7f74c6e20ca5,7f725416fc80,22904,23574,669
7f74c6e564eb,7f74c6e20ca6,7f725416fc80,22904,23576,671
7f74c6e564eb,7f74c6880b2c,7f725416fc80,22904,23582,677
7f74cf64452c,7f74cf6aa6d8,7f74cf7fbec0,333,23919,23585
7f74cf6aa703,7f74cf6aa7b3,7f7254170480,23930,24336,405
7f74cf6aa6fc,7f74cf6a8940,7f74cf7fbd40,23929,24379,449
7f74cf6a57e3,7f74cf6a57e4,7f725416fc80,24453,24455,1
7f74cf6a57e8,7f74cf6a57ea,7f725416fc80,24458,24460,1
7f74cf6aa6df,7f74cf6a5af0,7f74cf7fee40,23920,24518,597
7f74cfb5e54e,7f74cf6a5cdf,7f7254170700,274,24749,24474
7f74cf6a5af7,7f74cf6a5cea,7f74cf7fc240,24519,24752,232
7f74cf686896,7f74cf6a530d,7f74cf7fbe40,9859,24844,14984
7f74cf6aa6df,7f74cf6a5332,7f74cf7fee40,23920,24850,929
7f74c6e26293,7f74cf7288ee,7f725416fc00,8586,25003,16416
7f74c6e26293,7f74cf7288ef,7f725416fc00,8586,25005,16418
7f74c6e26293,7f74cf7288f0,7f725416fc00,8586,25007,16420
7f74c6e26293,7f74cf728983,7f725416fc00,8586,25067,16480
7f74c6e26293,7f74cf7289b3,7f725416fc00,8586,25121,16534
7f74cf79bc2d,7f74cf6a5419,7f725416fc40,3974,25132,21157
7f74cf6a541a,7f74cf6a541b,7f725416fc40,25134,25136,1
7f74cf6a541d,7f74cf6a541f,7f725416fc40,25138,25140,1
7f74cf6a5e15,7f74cf6a5e39,7f71f4000000,26084,26091,6
7f74cf6a4c44,7f74cf6a5e83,7f7254170700,16485,26108,9622
