pc1,pc2,cacheline,op_num1,op_num2,distance
7ffff7daa0bd,7ffff7daa115,7ffff7dd6a40,1348,1453,104
7ffff7daa128,7ffff7daa12e,7ffff7da8b00,1458,1460,1
7ffff7daa138,7ffff7daa128,7ffff7da8b00,1463,1548,84
7ffff7daa138,7ffff7daa138,7ffff7da8b40,1564,1575,10
7ffff7da9f1f,7ffff7daa14b,7ffff7dd6b80,947,2210,1262
7ffff7daa187,7ffff7daa18b,7ffff7da8ec0,2354,2355,0
7ffff7daa1b0,7ffff7daa1b5,7ffff7da85c0,2367,2368,0
7ffff7daa11c,7ffff7da9ecb,7ffff7dd5e80,1454,2423,968
7ffff7da9f0f,7ffff7da9f0f,7ffff7dd6ac0,1144,2450,1305
7ffff7da9f2b,7ffff7da9f2b,7ffff7dd5f40,1153,2459,1305
7ffff7da9fa8,7ffff7da9fa8,7ffff7dd6b00,1255,2487,1231
7ffff7da9fb6,7ffff7da9fb6,7ffff7dd6a80,1258,2490,1231
7ffff7da9f4b,7ffff7daa0b9,7ffff7dd5f00,962,2497,1534
7ffff7da9f62,7ffff7daa0bd,7ffff7dd6a40,968,2498,1529
7ffff7daa0c4,7ffff7daa0c4,7ffff7dd6b40,1349,2499,1149
7ffff7daa0de,7ffff7daa0de,7ffff7dd5f80,1356,2506,1149
7ffff7daa11c,7ffff7daa11c,7ffff7dd5e80,1454,2521,1066
7ffff7daa1ba,7ffff7daa1b0,7ffff7da85c0,2369,2555,185
7ffff7daa1cd,7ffff7daa1cd,7ffff7dd69c0,2373,2561,187
7ffff7daa187,7ffff7daa187,7ffff7da8ec0,2542,2730,187
7ffff7daa1ba,7ffff7daa1ba,7ffff7da85c0,2557,2745,187
7ffff7daa260,7ffff7daa260,7ffff7da8f00,2826,2899,72
7ffff7da9f2f,7ffff7db50b4,7ffff7dd6c80,953,3376,2422
7ffff7daa11c,7ffff7db50c0,7ffff7dd5e80,1454,3379,1924
7ffff7db50c4,7ffff7db50cc,7ffff7da83c0,3380,3382,1
7ffff7db50cf,7ffff7db50eb,7ffff7da83c0,3383,3391,7
7ffff7dc473e,7ffff7dc474b,7fffffffd200,3472,3477,4
7ffff7dc474b,7ffff7dc474b,7fffffffd2c0,3833,3837,3
7ffff7dc47b4,7ffff7dc47d8,7ffff7dd5e40,4261,4267,5
7ffff7dc47e9,7ffff7dc47f5,7ffff7dd5640,4270,4272,1
7ffff7dc48f8,7ffff7dc490a,7fffffffd2c0,4696,4700,3
7ffff7dc481a,7ffff7dc481a,7ffff7dcc840,4812,4825,12
7ffff7dc48f8,7ffff7dc48f8,7fffffffd2c0,4815,4828,12
7ffff7dc49c0,7ffff7dc49c0,7fffffffd300,5049,5228,178
7ffff7dc49d1,7ffff7dc49d1,7fffffffd300,5530,5543,12
7ffff7dc4a30,7ffff7dc4a34,7fffffffd300,5571,5572,0
7ffff7dc4a30,7ffff7dc4a30,7fffffffd300,5703,5715,11
7ffff7dc4998,7ffff7dc49a8,7fffffffd300,5733,5737,3
7ffff7dc4998,7ffff7dc4998,7fffffffd300,5757,5781,23
7ffff7dc4a70,7ffff7dc4a74,7fffffffd300,5880,5881,0
7ffff7dc4a70,7ffff7dc4a70,7fffffffd300,6002,6013,10
7ffff7dc4840,7ffff7dc4840,7fffffffd340,6050,6124,73
7ffff7dc4a50,7ffff7dc4a54,7fffffffd340,6518,6519,0
7ffff7dc4a50,7ffff7dc4a50,7fffffffd340,6538,6558,19
7ffff7dc4a10,7ffff7dc4a14,7fffffffd380,6790,6791,0
7ffff7dc4a10,7ffff7dc4a10,7fffffffd380,6810,6830,19
7ffff7dc4948,7ffff7dc494c,7fffffffd3c0,7434,7435,0
7ffff7dc4948,7ffff7dc4948,7fffffffd3c0,7471,7508,36
7ffff7dc4828,7ffff7dc4920,7fffffffd3c0,7766,7865,98
7ffff7dc4828,7ffff7dc4932,7fffffffd3c0,7766,7869,102
7ffff7dc49e8,7ffff7dc49ec,7fffffffd400,8057,8058,0
7ffff7dc487d,7ffff7dc488f,7fffffffc980,8113,8118,4
7ffff7dc4884,7ffff7dc4896,7fffffffc940,8116,8121,4
7ffff7dc48a2,7ffff7dc48a9,7fffffffc980,8123,8126,2
7ffff7dc48b3,7ffff7dc48c6,7fffffffc980,8128,8135,6
7ffff7dc49e8,7ffff7dc49e8,7fffffffd400,8091,8165,73
7ffff7dc487d,7ffff7dc48a2,7fffffffc980,8184,8194,9
7ffff7dc48b3,7ffff7dc48cd,7fffffffc980,8199,8252,52
7ffff7dc48d9,7ffff7dc48e4,7fffffffc980,8254,8257,2
7ffff7dc2096,7ffff7dc20b8,7fffffffe140,8360,8368,7
7ffff7dc2138,7ffff7dc213e,7ffff7dd58c0,8825,8828,2
7ffff7dc2138,7ffff7dc2138,7ffff7dd5900,9004,9014,9
7ffff7dc2147,7ffff7dc2147,7ffff7dcdc00,9020,9049,28
7ffff7dc2174,7ffff7dc2174,7fffffffe140,9183,9204,20
7ffff7dc211b,7ffff7dc211b,7fffffffe140,8818,10466,1647
7ffff7dc2089,7ffff7dc2089,7fffffffd200,10383,10497,113
7ffff7dc2096,7ffff7dc2096,7fffffffe200,10386,10500,113
7ffff7dc2122,7ffff7dc2122,7ffff7dd5e40,10469,10527,57
7ffff7dc2164,7ffff7dc2164,7ffff7dcdcc0,19307,19317,9
7ffff7dc219f,7ffff7dc21a0,7fffffffc940,22115,22117,1
7ffff7dc21a2,7ffff7dc21a4,7fffffffc940,22119,22121,1
7ffff7dc21a6,7ffff7dc21a8,7fffffffc940,22123,22125,1
7ffff7dc43c5,7ffff7dc43d7,7ffff7dd56c0,22679,22685,5
7ffff7dc4715,7ffff7dc4715,7fffffffca80,3464,22955,19490
7ffff7dc4755,7ffff7dc4755,7fffffffd2c0,4242,22972,18729
7ffff7dc2065,7ffff7dc47b4,7ffff7dd5e40,8350,22991,14640
7ffff7dc47cc,7ffff7dc47cc,7ffff7dd5600,4265,22995,18729
7ffff7dc47e9,7ffff7dc47ff,7ffff7dd5640,23000,23004,3
7ffff7dc43bc,7ffff7dc487d,7fffffffc980,22676,23033,356
7ffff7dc4884,7ffff7dc4884,7fffffffc940,8187,23036,14848
7ffff7dc48b3,7ffff7dc48d9,7fffffffc980,23048,23056,7
7ffff7dc2065,7ffff7dc2065,7ffff7dd5e40,8350,23080,14729
7ffff7dc219e,7ffff7dc219e,7fffffffc900,22113,23091,977
7ffff7dc4884,7ffff7dc219f,7fffffffc940,8187,23093,14905
7ffff7dc4884,7ffff7dc21a2,7fffffffc940,8187,23097,14909
7ffff7dc4884,7ffff7dc21a6,7fffffffc940,8187,23101,14913
7ffff7dc441c,7ffff7dc4561,7ffff7dd5680,22699,23120,420
7ffff7dc4550,7ffff7dc456a,7ffff7dd56c0,23116,23123,6
7ffff7dc4593,7ffff7dc45bb,7ffff7dd5680,23133,23245,111
7ffff7dc473e,7ffff7dc473e,7fffffffd200,23460,23736,275
7ffff7dc479c,7ffff7dc479c,7ffff7dd5780,4257,23760,19502
7ffff7dc4655,7ffff7dc4677,7ffff7dd5680,23659,23771,111
7ffff7dc4655,7ffff7dc4655,7ffff7dd5680,23911,24139,227
7ffff7dc47c0,7ffff7dc47c0,7ffff7dd57c0,4263,24230,19966
7ffff7dc4655,7ffff7dc4474,7ffff7dd5680,23911,24261,349
7ffff7dc4655,7ffff7dc4593,7ffff7dd5680,23911,24362,450
7ffff7dc4655,7ffff7dc45d8,7ffff7dd5680,23911,24373,461
7ffff7dc4441,7ffff7dc45ea,7ffff7dd56c0,24248,24376,127
7ffff7dc4441,7ffff7dc4550,7ffff7dd56c0,24248,24438,189
7ffff7dc44be,7ffff7dc44be,7fffffffc8c0,24484,24504,19
7ffff7dc44c1,7ffff7dc44c1,7fffffffc840,24539,24560,20
7ffff7dc44f4,7ffff7dc44f4,7fffffffc8c0,24991,25119,127
7ffff7dc44f7,7ffff7dc44f7,7fffffffc840,24992,25120,127
7ffff7dc5f61,7ffff7dc4500,7fffffffc940,22180,25768,3587
7ffff7dc44f4,7ffff7dc4507,7fffffffc8c0,24991,25769,777
7ffff7dc4441,7ffff7dc450d,7ffff7dd56c0,24248,25772,1523
7ffff7dc5f61,7ffff7dc452b,7fffffffc940,22180,25779,3598
7ffff7dc5f61,7ffff7dc452c,7fffffffc940,22180,25781,3600
7ffff7dc4f43,7ffff7dc4f47,7fffffffc980,25812,25813,0
7ffff7dc4441,7ffff7dc4f4b,7ffff7dd56c0,24248,25814,1565
7ffff7dc4655,7ffff7dc4f55,7ffff7dd5680,23911,25816,1904
7ffff7dc45d8,7ffff7dc4fc1,7ffff7dd5680,23330,25929,2598
7ffff7dc4fb6,7ffff7dc4fb6,7ffff7dcc980,25926,26386,459
7ffff7dc4b16,7ffff7dc4b22,7ffff7dd56c0,26403,26408,4
7ffff7dc2600,7ffff7dc261c,7ffff7dd5c40,26467,26632,164
7ffff7dc2640,7ffff7dc2640,7fffffffc940,26643,26715,71
7ffff7dc25fc,7ffff7dc2600,7ffff7dd5a80,26769,26770,0
7ffff7dc2640,7ffff7dc2640,7fffffffc940,26643,26935,291
7ffff7dc4b64,7ffff7dc4b7f,7fffffffc9c0,26938,27006,67
7ffff7dc2640,7ffff7dc2640,7fffffffc940,26643,27072,428
7ffff7dc4b9f,7ffff7dc4d78,7ffff7dd56c0,27076,27185,108
7ffff7dc4b0b,7ffff7dc4d82,7ffff7dd5680,26400,27188,787
7ffff7dc4b0b,7ffff7dc4de8,7ffff7dd5680,26400,27287,886
7ffff7dc4b0b,7ffff7dc4dfe,7ffff7dd5680,26400,27291,890
7ffff7dc4b0b,7ffff7dc4e0b,7ffff7dd5680,26400,27294,893
7ffff7dc2640,7ffff7dc2640,7fffffffc940,26643,27510,866
7ffff7dc47cc,7ffff7dc4bfa,7ffff7dd5600,4265,27664,23398
7ffff7dc2640,7ffff7dcae5d,7fffffffc940,26643,27722,1078
7ffff7dc5fe0,7ffff7dc5fe1,7fffffffc940,27804,27806,1
7ffff7dc5f9e,7ffff7daa646,7ffff7dd7100,27776,27930,153
7ffff7dc4c29,7ffff7daa64d,7ffff7dd5e40,27814,27931,116
7ffff7dc53c7,7ffff7dc53d8,7fffffffd200,27989,28381,391
7ffff7dc53e5,7ffff7dc53e5,7fffffffe280,28399,28406,6
7ffff7dc53e5,7ffff7dc53e5,7fffffffee00,28483,28490,6
7ffff7dc53ea,7ffff7dc53ea,7fffffffee00,28493,28586,92
7ffff7dc53ea,7ffff7dc53f0,7fffffffee00,28493,28589,95
7ffff7dc53ea,7ffff7daa6ac,7fffffffee00,28493,28601,107
7ffff7daa6c9,7ffff7daa6c9,7fffffffee40,28692,28810,117
7ffff7dc2122,7ffff7daaae9,7ffff7dd5e40,8821,29205,20383
7ffff7dc53ea,7ffff7daab01,7fffffffee00,28493,29209,715
7ffff7daa6e1,7ffff7daa6e1,7ffff7dcc000,29067,29398,330
7ffff7daca3f,7ffff7daca3f,7fffffffee40,29235,29408,172
7ffff7daa698,7ffff7daa698,7fffffffc780,29253,29414,160
7ffff7dc53c4,7ffff7dc53c4,7fffffffc800,29258,29419,160
7ffff7dc53c7,7ffff7dc53c7,7fffffffd280,29259,29420,160
7ffff7dc5408,7ffff7dc5408,7fffffffc740,29377,29430,52
7ffff7dc2122,7ffff7daa6eb,7ffff7dd5e40,8821,29442,20620
7ffff7dc53e5,7ffff7dc53e5,7fffffffef80,29423,29800,376
7ffff7daa6fb,7ffff7daa6fb,7ffff7dd5500,29445,29816,370
7ffff7da9e29,7ffff7da90c4,7ffff7dd6000,47,30135,30087
7ffff7da90a4,7ffff7da90a4,7ffff7dd6000,30355,30377,21
7ffff7dc54ad,7ffff7dc54b4,7ffff7dd70c0,30448,30449,0
7ffff7dc54f9,7ffff7dc54fa,7fffffffc6c0,30597,30599,1
7ffff7db5290,7ffff7db5295,7fffffffc700,30607,30608,0
7ffff7db52c9,7ffff7db52ce,7fffffffc700,30687,30688,0
7ffff7dcb3c5,7ffff7db52db,7ffff7dcd340,30682,30691,8
7ffff7db52d3,7ffff7db52fb,7fffffffc700,30689,30807,117
7ffff7db54ed,7ffff7db54ee,7fffffffc740,31465,31467,1
7ffff7db54f0,7ffff7db54f2,7fffffffc740,31469,31471,1
7ffff7db54f4,7ffff7db54f6,7fffffffc740,31473,31475,1
7ffff7daa698,7ffff7daad42,7fffffffc780,27944,31482,3537
7ffff7db538d,7ffff7db519e,7ffff7dd6040,31220,31591,370
7ffff7da9158,7ffff7db51cf,7fffffffc740,31585,31709,123
7ffff7da9154,7ffff7db51da,7ffff7dd6980,31582,31715,132
7ffff7db51ec,7ffff7db51f4,7fffffffc740,31718,31721,2
7ffff7db5313,7ffff7dc5568,7ffff7dd5600,30813,31797,983
7ffff7db51d4,7ffff7daad66,7ffff7dd6040,31712,31823,110
7ffff7dc5568,7ffff7daadc2,7ffff7dd5600,30548,31840,1291
7ffff7daadf4,7ffff7dab81d,7ffff3db4040,31850,32277,426
7ffff7daad7a,7ffff7dab828,7fffffffc780,31827,32281,453
7ffff7daae08,7ffff7daae08,7ffff7dcc040,31857,32305,447
7ffff7daadf4,7ffff7daadf4,7ffff3db4040,32298,32316,17
7ffff7dab71e,7ffff7dab71e,7ffff7dd69c0,32404,32502,97
7ffff7dab725,7ffff7dab725,7ffff7dd7180,32405,32503,97
7ffff7dab72e,7ffff7dab72e,7ffff3db4080,32407,32505,97
7ffff7daad7a,7ffff7daae36,7fffffffc780,31827,32512,684
7ffff7dab7ab,7ffff7dab7cf,7ffff3db40c0,32979,32988,8
7ffff7dab7bf,7ffff7dab7d6,7ffff7dd74c0,32984,32991,6
7ffff7dab7af,7ffff7dab808,7fffffffc780,32980,33003,22
7ffff7dab7b6,7ffff7dab7b6,7ffff7dd7180,32981,33027,45
7ffff7dab7f0,7ffff7dab7bf,7ffff7dd74c0,32998,33030,31
7ffff7dab7e6,7ffff7dab7e6,7ffff3db4080,32995,33041,45
7ffff7dab7ab,7ffff7dab7ab,7ffff3db40c0,33025,33071,45
7ffff7dab7af,7ffff7dab7af,7fffffffc780,33026,33072,45
7ffff7dab7f0,7ffff7dab7f0,7ffff7dd74c0,33044,33090,45
7ffff7dab7bf,7ffff7dab7bf,7ffff7dd74c0,33109,33146,36
7ffff7dab7e6,7ffff7dab7e6,7ffff3db40c0,33497,33533,35
7ffff7dab725,7ffff7dab78a,7ffff7dd7180,32405,33613,1207
7ffff7dab78d,7ffff7dab78d,7ffff3db4100,33614,33656,41
7ffff7dab799,7ffff7dab799,7fffffffc780,33618,33660,41
7ffff7db52f3,7ffff7dab5cd,7ffff7dd7480,30806,33769,2962
7ffff7dab5db,7ffff7dab5db,7ffff3db4180,33772,33905,132
7ffff7dabdf2,7ffff7dabdf2,7ffff3db41c0,34429,34434,4
7ffff7dab858,7ffff7dab858,7ffff3db4200,34567,34598,30
7ffff7dab858,7ffff7dab85d,7ffff3db4200,34567,34599,31
7ffff7daae49,7ffff7daae57,7ffff7dd74c0,34645,34647,1
7ffff7dab858,7ffff7dc8148,7ffff3db4200,34567,35414,846
7ffff7dc8144,7ffff7dc8a24,7ffff7da89c0,35413,35437,23
7ffff7dab858,7ffff7dc8a28,7ffff3db4200,34567,35438,870
7ffff7daae50,7ffff7dc8a2e,7fffffffc740,34646,35440,793
7ffff7daaead,7ffff7daaecb,7ffff7dd7040,35165,35446,280
7ffff7dab725,7ffff7daaf0c,7ffff7dd7180,32405,35459,3053
7ffff7daaf19,7ffff7daaf7b,7ffff3dd6cc0,35462,35513,50
7ffff7daaf64,7ffff7daaf64,7ffff3dd6d40,36030,36085,54
7ffff7dab873,7ffff7dab873,7fffffffc780,34603,36528,1924
7ffff7daae3f,7ffff7daae3f,7ffff7dd7580,34643,36532,1888
7ffff7da9168,7ffff7daae50,7fffffffc740,31820,36535,4714
7ffff7daae86,7ffff7daae86,7ffff7dd6a00,35157,36543,1385
7ffff7daae96,7ffff7daae96,7ffff7dd6a80,35160,36546,1385
7ffff7daaea2,7ffff7daaea2,7ffff7dd5e40,35163,36549,1385
7ffff7da9f62,7ffff7daaea6,7ffff7dd6a40,968,36550,35581
7ffff7daaeb0,7ffff7daaeb0,7ffff7dd5e80,35166,36552,1385
7ffff7dab725,7ffff7daaf88,7ffff7dd7180,32405,37043,4637
7ffff7daaf90,7ffff7daaf9d,7ffff7dd71c0,37046,37153,106
7ffff7daafc0,7ffff7daafc0,7ffff3dd6d40,37168,37277,108
7ffff7daafb7,7ffff7daafc4,7ffff7dd7200,37165,37280,114
7ffff7daafa6,7ffff7daafdd,7ffff3dd6cc0,37156,37289,132
7ffff7daafb3,7ffff7daaffd,7ffff3dd6d80,37162,37301,138
7ffff7daafcd,7ffff7dab00d,7ffff3dd6d00,37283,37307,23
7ffff7dab018,7ffff7dab01f,7ffff7dd7200,37310,37313,2
7ffff7daafd1,7ffff7dab0a4,7ffff7dd7280,37286,37542,255
7ffff7db50c4,7ffff7db50cf,7ffff3dbccc0,37594,37597,2
7ffff7dc5401,7ffff7db5111,7fffffffc740,28595,37612,9016
7ffff7daaeff,7ffff7dab0c1,7fffffffc7c0,35456,37615,2158
7ffff7dc479c,7ffff7dab0ce,7ffff7dd5780,4257,37618,33360
7ffff7dc54ad,7ffff7dc54ad,7ffff7dd70c0,31793,37729,5935
7ffff7dc54f9,7ffff7dc54fb,7fffffffc6c0,37753,37757,3
7ffff7db5290,7ffff7db52c9,7fffffffc700,37763,37793,29
7ffff7db52f3,7ffff7db52f3,7ffff7dd7480,30806,37802,6995
7ffff7db5313,7ffff7db5313,7ffff7dd5600,30813,37809,6995
7ffff7db52d3,7ffff7db54ec,7fffffffc700,37795,37853,57
7ffff7da9168,7ffff7db54ed,7fffffffc740,31820,37855,6034
7ffff7da9168,7ffff7db54f0,7fffffffc740,31820,37859,6038
7ffff7da9168,7ffff7db54f4,7fffffffc740,31820,37863,6042
7ffff7dcb3c5,7ffff7dcae4a,7ffff7dcd340,37788,38091,302
7ffff7dcb3ca,7ffff7dcae5d,7fffffffc6c0,37790,38097,306
7ffff7dc54f9,7ffff7dcb3ca,7fffffffc6c0,38157,38194,36
7ffff7db5290,7ffff7db52d3,7fffffffc700,38167,38199,31
7ffff7dcb3c5,7ffff7dcb3c5,7ffff7dcd340,38192,38262,69
7ffff7db538d,7ffff7db538d,7ffff7dd6040,37835,38309,473
7ffff7dab10d,7ffff7dab111,7ffff7ddc000,38806,38807,0
7ffff7daae49,7ffff7daae49,7ffff7dd74c0,36534,39236,2701
7ffff7dab14f,7ffff7dab88d,7ffff7ddc040,39243,39736,492
7ffff7dab897,7ffff7dab8ab,7ffff7ddc040,39739,39745,5
7ffff7dab89b,7ffff7dab8b5,7ffff7dd7a80,39741,39748,6
7ffff7dab888,7ffff7dab888,7ffff7dd7740,39734,39798,63
7ffff7dab14f,7ffff7dab897,7ffff7ddc040,39793,39803,9
7ffff7dab156,7ffff7dab156,7ffff7ddc080,39824,39862,37
7ffff7dab166,7ffff7dab14f,7ffff7ddc080,39866,39952,85
7ffff7dab89b,7ffff7dab89b,7ffff7dd7a80,39805,39976,170
7ffff7dab166,7ffff7dab14f,7ffff7ddc080,39959,39992,32
7ffff7dab189,7ffff7dab190,7ffff7dd7a80,40473,40476,2
7ffff7dab182,7ffff7dab197,7ffff7dd7740,40470,40479,8
7ffff7dab1a9,7ffff7dab205,7ffff7ddc380,40484,40533,48
7ffff7daaead,7ffff7daaead,7ffff7dd7040,36551,40901,4349
7ffff7dc7691,7ffff7dc7691,7ffff7dccf40,35248,40932,5683
7ffff7dab1ee,7ffff7dab1ee,7ffff7ddc400,41373,41393,19
7ffff7dab228,7ffff7dab24d,7ffff7ddc3c0,41733,41740,6
7ffff7dab21b,7ffff7dab270,7ffff7dd7780,41730,41747,16
7ffff7dab2b3,7ffff7dab2c1,7ffff7ddc3c0,41841,41844,2
7ffff7dab2aa,7ffff7dab2e1,7ffff7dd7780,41838,41854,15
7ffff7dab2f4,7ffff7dab2fa,7ffff7ddc3c0,41947,41949,1
7ffff7dab390,7ffff7dab396,7ffff7ddc440,42184,42186,1
7ffff7dab3be,7ffff7dab3c5,7ffff7ddc3c0,42195,42198,2
7ffff7dab346,7ffff7dab3d6,7ffff7dd7800,42069,42202,132
7ffff7dab315,7ffff7dab3ed,7ffff7dd7780,41957,42330,372
7ffff7dab406,7ffff7dab406,7ffff7dd7840,42339,42418,78
7ffff7dab406,7ffff7dab475,7ffff7dd7840,42339,42641,301
7ffff7dc5401,7ffff7db5111,7fffffffc740,28595,42794,14198
7ffff7dab315,7ffff7dab4c6,7ffff7dd7780,41957,42808,850
7ffff7dcae5d,7ffff7dc54f9,7fffffffc740,42872,42943,70
7ffff7dcb3a3,7ffff7dcb3a6,7ffff7ddc300,43040,43041,0
7ffff7dc54fa,7ffff7dcb3b3,7fffffffc740,42945,43044,98
7ffff7db51f6,7ffff7db518d,7ffff7dd6f40,31723,43103,11379
7ffff7da9168,7ffff7da9158,7fffffffc740,31820,43111,11290
7ffff7dab725,7ffff7db51b3,7ffff7dd7180,32405,43122,10716
7ffff7da9168,7ffff7db51ec,7fffffffc740,31820,43138,11317
7ffff7db51f6,7ffff7db51f6,7ffff7dd6f40,31723,43143,11419
7ffff7da9154,7ffff7da9164,7ffff7dd6980,43108,43146,37
7ffff7da9168,7ffff7da9168,7fffffffc740,31820,43149,11328
7ffff7dab4fd,7ffff7dab512,7ffff7dd7740,43047,43152,104
7ffff7dab873,7ffff7dab96d,7fffffffc780,34603,43304,8700
7ffff7db5248,7ffff7dab99b,7ffff7dd5800,38046,43314,5267
7ffff7db40eb,7ffff7db412c,7ffff7dcd240,43417,43433,15
7ffff7dab71e,7ffff7db4135,7ffff7dd69c0,32404,43842,11437
7ffff7da9168,7ffff7db4158,7fffffffc740,31820,43852,12031
7ffff7db4146,7ffff7db4166,7fffffffc680,43847,43855,7
7ffff7daaeff,7ffff7db416b,7fffffffc7c0,35456,43856,8399
7ffff7da9168,7ffff7db416f,7fffffffc740,31820,43857,12036
7ffff7db4196,7ffff7db41c3,7fffffffc680,43865,43906,40
7ffff7db41d5,7ffff7db41dc,7fffffffc740,43915,43918,2
7ffff7db34dd,7ffff7db34ea,7fffffffc640,43982,43984,1
7ffff7db41e7,7ffff7db350b,7fffffffc680,43922,43991,68
7ffff7db34d4,7ffff7db3512,7ffff7dd7a00,43980,43992,11
7ffff7db35bf,7ffff7db35c4,7ffff7dd7740,44006,44007,0
7ffff7db35db,7ffff7db35db,7ffff7dd7a40,44015,44092,76
7ffff7db3545,7ffff7db355e,7ffff7dd7780,44204,44208,3
7ffff7db35db,7ffff7db356a,7ffff7dd7a40,44015,44211,195
7ffff7db3530,7ffff7db357f,7ffff7dd7a00,44200,44215,14
7ffff7db50c4,7ffff7db358f,7ffff7ddc140,42776,44219,1442
7ffff7db35e4,7ffff7db35e4,7ffff7dd5600,44095,44244,148
7ffff7db3589,7ffff7db3530,7ffff7dd7a00,44217,44247,29
7ffff7db3555,7ffff7db3555,7ffff7dd5580,44206,44253,46
7ffff7db3562,7ffff7db3562,7ffff7dd5540,44209,44256,46
7ffff7db357a,7ffff7db357a,7fffffffc580,44214,44261,46
7ffff7db3585,7ffff7db3585,7fffffffc5c0,44216,44263,46
7ffff7db3545,7ffff7db3545,7ffff7dd7780,44251,44298,46
7ffff7db3589,7ffff7db3589,7ffff7dd7a00,44264,44311,46
7ffff7db37b8,7ffff7db37ca,7ffff7dd7a40,44385,44389,3
7ffff7db37db,7ffff7db37f4,7fffffffc640,44392,44396,3
7ffff7db37bf,7ffff7db382d,7ffff7ddc180,44386,44409,22
7ffff7db380f,7ffff7db384c,7fffffffc5c0,44400,44632,231
7ffff7db3867,7ffff7db386c,7fffffffc580,44644,44649,4
7ffff7db333a,7ffff7db3344,7ffff7ddc240,44700,44706,5
7ffff7db334d,7ffff7db338b,7fffffffc540,44710,44729,18
7ffff7dc8144,7ffff7dc8144,7ffff7da89c0,40936,44777,3840
7ffff7dab51d,7ffff7db35bf,7ffff7dd7740,43155,45009,1853
7ffff7db3842,7ffff7db37b8,7ffff7dd7a40,44629,45054,424
7ffff7db34dd,7ffff7db37db,7fffffffc640,44993,45061,67
7ffff7db3842,7ffff7db3842,7ffff7dd7a40,44629,45079,449
7ffff7db3879,7ffff7db3867,7fffffffc580,44651,45094,442
7ffff7db3871,7ffff7db3871,7fffffffc680,44650,45100,449
7ffff7db3879,7ffff7db3879,7fffffffc580,44651,45101,449
7ffff7db3386,7ffff7db333a,7ffff7ddc240,44727,45113,385
7ffff7db3355,7ffff7db3355,7ffff7ddc280,44712,45125,412
7ffff7dc8644,7ffff7dc8670,7ffff7ddc2c0,45301,45312,10
7ffff7dc86aa,7ffff7dc86f0,7ffff7dcd280,45322,45338,15
7ffff7dc86af,7ffff7dc86f5,7ffff7ddc300,45323,45339,15
7ffff7dab89b,7ffff7db339d,7ffff7dd7a80,39805,45568,5762
7ffff7dc53c4,7ffff7db3480,7fffffffc800,29258,45669,16410
7ffff7db34d4,7ffff7db34d4,7ffff7dd7a00,44991,45703,711
7ffff7dab315,7ffff7db3545,7ffff7dd7780,41957,45737,3779
7ffff7dc8a2e,7ffff7db33ec,7fffffffc500,45563,45756,192
7ffff7db334d,7ffff7db33ee,7fffffffc540,45123,45760,636
7ffff7db334d,7ffff7db33f0,7fffffffc540,45123,45762,638
7ffff7db334d,7ffff7db33f2,7fffffffc540,45123,45764,640
7ffff7db334d,7ffff7db33f4,7fffffffc540,45123,45766,642
7ffff7db3fd4,7ffff7db3fd9,7fffffffc5c0,45855,45856,0
7ffff7db34dd,7ffff7db3fe1,7fffffffc640,45705,45858,152
