pc1,pc2,cacheline,op_num1,op_num2
7f9c0e2ced18,7f9c0e2ced18,7f9c0f99df00,2757,6005
7f9c0e2ced29,7f9c0e2ced29,7f99b3498640,2761,6009
7f9c0e377f51,7f9c0e377f54,7f9c0fa24c40,6029,6030
7f9c0e377f43,7f9c0e377f43,7f9c0f99d780,6025,6058
7f9c0e377f51,7f9c0e377f51,7f9c0fa24c40,6062,6095
7f9c0d8f3d5e,7f9c0e2ce1c1,7f99b3498700,2056,6501
7f9c0e2ce1f7,7f9c0e2ce202,7f9c0fa24c40,6514,6517
7f9c0d8f3d5e,7f9c0e2c40e2,7f99b3498700,2056,6582
7f9c0e2c40f1,7f9c0e2c40fd,7f9c0f982740,6585,6590
7f9c0e2ce1d9,7f9c0e2c4109,7f9c0f99d880,6507,6592
7f9c0e2c3d91,7f9c0e2c3dd6,7f9c0f9b0900,6953,6981
7f9c0e2c3d85,7f9c0e2c3ddb,7f9c0f982780,6949,6984
7f9c0e2c3de4,7f9c0e2c3de5,7f99b3497740,6988,6990
7f9c0e2c3de7,7f9c0e2c3de9,7f99b3497740,6992,6994
7f9c0e2c3deb,7f9c0e2c3ded,7f99b3497740,6996,6998
7f9c0e2c4080,7f9c0e2c4081,7f99b3497780,7005,7007
7f9c0e2c4083,7f9c0e2c4085,7f99b3497780,7009,7011
7f9c0e2c4087,7f9c0e2c4088,7f99b3497780,7013,7015
7f9c0d8f3d5e,7f9c0e2c41b6,7f99b3498700,1754,7126
7f9c0e2c41b2,7f9c0e2c41c7,7f99b34977c0,7125,7131
7f9c0e2c41c8,7f9c0e2c41ca,7f99b34977c0,7133,7135
7f9c0e2c3dc9,7f9c0e2c41cc,7f99b3497800,6978,7137
7f9c0e2c41ce,7f9c0e2c41d0,7f99b3497800,7139,7141
7f9c0e2c41d1,7f9c0e2ce247,7f99b3497800,7143,7233
7f9c0e2c3db3,7f9c0e2ce256,7f9c10441840,6970,7238
7f9c0e2ce26f,7f9c0e2ce272,7f9c0fa24c40,7320,7323
7f9c12d85dbb,7f9c0e2ce21c,7f99b3497800,5856,7370
7f9c0d8f3d5e,7f9c0e2ce220,7f99b3498700,1754,7371
7f9c0e2cee04,7f9c0e2ce233,7f99b3497840,5915,7375
7f9c0e2cee04,7f9c0e2ce234,7f99b3497840,5915,7377
7f9c0e2cee04,7f9c0e2ce236,7f99b3497840,5915,7379
7f9c0e2cee04,7f9c0e2ce238,7f99b3497840,5915,7381
7f9c0e2cee04,7f9c0e2ce23a,7f99b3497840,5915,7383
7f9c0e2cee04,7f9c0e2ce23c,7f99b3497840,5915,7385
7f9c0e2cee04,7f9c0e2ce23d,7f99b3497840,5915,7387
7f9c0e378040,7f9c0e377f7a,7f9c0f662c00,7429,7466
7f9c0e377f8a,7f9c0e377f8b,7f99b3497880,7470,7472
7f9c0e378053,7f9c0e378053,7f99b3498680,7433,7529
7f9c0e2ce0a1,7f9c0e2ce0a1,7f9c0f662d40,3881,7617
7f9c12d85dbb,7f9c0e2cbadc,7f99b3497800,5856,7688
7f9c0e2ced18,7f9c0e2ce6e6,7f9c0f99df00,2757,7693
7f9c12d85dbb,7f9c0e2ce720,7f99b3497800,5856,7705
7f9c0e2cee04,7f9c0e2ce723,7f99b3497840,5915,7709
7f9c0e2ce0e9,7f9c0e2cedc6,7f9c0f99de80,3929,7717
7f9c0e2cee04,7f9c0e2cedd1,7f99b3497840,5915,7721
7f9c0e2ce24f,7f9c0e2cedd5,7f9c0fa257c0,7235,7722
7f9c0e2cf030,7f9c0e2cf030,7f9c0f57a640,5511,7734
7f9c0b08f3a0,7f9c0b08f3a0,7f9c0f57bcc0,5551,7738
7f9c12d85d7f,7f9c12d85d7f,7f9c12d93340,5836,7758
7f9c12d85dbb,7f9c12d85db9,7f99b3497800,5856,7774
7f9c12d85dbb,7f9c12d85dbb,7f99b3497800,5856,7778
7f9c0e2cee04,7f9c12d85dbd,7f99b3497840,5915,7780
7f9c0e2cee04,7f9c0e2cee26,7f99b3497840,5915,7785
7f9c0e378080,7f9c0e378083,7f9c0fa24dc0,7800,7801
7f9c0e2c3dee,7f9c0e2c3de4,7f99b3497740,7000,8400
7f9c0e2c3de7,7f9c0e2c3deb,7f99b3497780,8404,8408
7f9c0e2c3dee,7f9c0e2c4080,7f99b3497780,8412,8417
7f9c0e2cba80,7f9c0e2c4083,7f99b34977c0,7681,8421
7f9c0e2cba80,7f9c0e2c4087,7f99b34977c0,7681,8425
7f9c0e2c40f1,7f9c0e2c41a9,7f9c0f985b80,8319,8436
7f9c12d85dbb,7f9c0e2c41b2,7f99b3497800,5856,8440
7f9c12d85dbb,7f9c0e2c41c8,7f99b3497800,5856,8448
7f9c12d85dbb,7f9c0e2c41ce,7f99b3497800,5856,8454
7f9c0e2c3dc9,7f9c0e2c41d1,7f99b3497840,8390,8458
7f9c0e2ce1f7,7f9c0e2ce26f,7f9c0fa24dc0,8287,8474
7f9c12bc5bf6,7f9c0d8efb63,7f99b3498700,832,8516
7f9c0e2ce23d,7f9c0d8efb89,7f99b3497880,8503,8521
7f9c12c17c44,7f9c12bca1cd,7f99b3498700,3680,8997
7f9c0e378053,7f9c0e3774df,7f99b3498680,7433,9303
7f9c0e377517,7f9c0e37751a,7f9c0fa24c00,9315,9316
7f9c0e2c40f1,7f9c0e2c40fd,7f9c0f981dc0,9568,9573
7f9c12d85dbb,7f9c0e2c3dc9,7f99b3497800,5856,9639
7f9c0e2c3de7,7f9c0e2c3dee,7f99b3497740,9653,9661
7f9c0e2ce24f,7f9c0e2ce24f,7f9c0fa257c0,8468,9717
7f9c0e2ce23d,7f9c12d0eb9d,7f99b3497840,9752,10005
7f9c0e378040,7f9c0e37754d,7f9c0f662c00,7429,10008
7f9c0e2ce1d9,7f9c0e2ce1d9,7f9c0f99d880,9529,10049
7f9c0e2ce1f7,7f9c0e2ce1f7,7f9c0fa24c00,9536,10056
7f9c0e3775b6,7f9c0e3775b7,7f99b3497840,10095,10097
7f9c0e3775b9,7f9c0e3775ba,7f99b3497880,10099,10101
7f9c12d7ffc4,7f9c12d80060,7f9c139aa940,10525,10912
7f9c12d80073,7f9c12d800ad,7f9c139aa940,10917,11335
7f9c12d8006b,7f9c12d80004,7f99b34989c0,10916,11380
7f9c12d800b3,7f9c12d8000f,7f9c139aa940,11339,11382
7f9c12d8001a,7f9c12d8001b,7f99b3497880,11388,11390
7f9c12ba5554,7f9c12ba5514,7f9c12d6f100,9015,11516
7f9c12ba5554,7f9c12ba5554,7f9c12d6f100,9015,11537
7f9c139914c0,7f9c139914ca,7f9c139ab4c0,11613,11616
7f9c1399ab79,7f9c1399ab79,7f9c0a1cc200,11974,11978
7f9c1399ab79,7f9c1399ab79,7f9c0a1cc0c0,12015,12021
7f9c1399ab90,7f9c1399152e,7f99b3497840,12032,12130
7f9c1399152f,7f9c13991530,7f99b3497840,12132,12134
7f9c13991532,7f9c13991534,7f99b3497880,12136,12138
7f9c12bca265,7f9c12bca265,7f9c12d6ed40,12143,12207
7f9c12bca225,7f9c12bca225,7f9c139ab5c0,12185,12210
7f9c12bca235,7f9c12bca235,7f9c139aaf40,12189,12214
7f9c139914aa,7f9c12d817b4,7f9c139aa940,11606,12296
7f9c139914aa,7f9c12d8183b,7f9c139aa940,11606,12346
7f9c12d8184e,7f9c12d8185b,7f9c139aa940,12363,12403
7f9c12d817cb,7f9c12d817d8,7f9c139aa940,12443,12448
7f9c12d817e6,7f9c12bca24a,7f99b3497880,12455,12462
7f9c12bca24b,7f9c12bca24c,7f99b3497880,12464,12466
7f9c12bca24e,7f9c12bca250,7f99b3497880,12468,12470
7f9c0d8efaf3,7f9c0d8edfe0,7f99b34984c0,7478,12534
7f9c0d8efaf3,7f9c0d8edfe4,7f99b34984c0,7478,12535
7f9c0d8efaf3,7f9c0d8edffe,7f99b34984c0,7478,12542
7f9c0d8efaf3,7f9c0d8ee00e,7f99b34984c0,7478,12546
7f9c0e2dc23d,7f9c0d8ee018,7f99b34978c0,12474,12550
7f9c0d8efe5e,7f9c0d8efe96,7f99b3498480,2093,12553
7f9c0d8efaf3,7f9c0d8efea9,7f99b34984c0,7478,12557
7f9c0d8efaf3,7f9c0d8efeae,7f99b34984c0,7478,12558
7f9c0d8efe5e,7f9c0d8efec5,7f99b3498480,2093,12564
7f9c0d8efaf3,7f9c0d8efee0,7f99b34984c0,7478,12568
7f9c0e2c3db3,7f9c0d8efee9,7f99b53b8200,8382,12569
7f9c0d8efe6d,7f9c0d8efe6d,7f99b3498700,12512,12672
7f9c0d8edff1,7f9c0d8edff1,7f99c37d5f80,12539,12685
7f9c0d8ee002,7f9c0d8ee002,7f99b3498500,12543,12689
7f9c0d8efea5,7f9c0d8efea5,7f99c37d5f40,12556,12702
7f9c0d8efeb9,7f9c0d8efeb9,7f9c1038eb00,12561,12707
7f9c0d8efef5,7f9c0d8efef5,7f99c3879a40,12572,12718
7f9c0d8efef8,7f9c0d8efef8,7f9c0f4abf40,12573,12719
7f9c0d8efe6d,7f9c0beec58d,7f99b3498700,12512,12994
7f9c0beec589,7f9c0beec5a9,7f99c3879a40,12993,13000
7f9c12d7d54e,7f9c0d8efd0d,7f99b3498700,274,13042
7f9c0e377f8c,7f9c0d8efd1c,7f99b3497880,7474,13045
7f9c0e378040,7f9c0e378040,7f9c0f662c00,7525,13188
7f9c0e2ce1f7,7f9c0e378080,7f9c0fa24dc0,8287,13204
7f9c0e2ce1f7,7f9c0e378083,7f9c0fa24dc0,8287,13205
7f9c0e2c3dee,7f9c0e2c3de7,7f99b3497740,7000,13359
7f9c0d8efaf3,7f9c0d8efaf3,7f99b34984c0,7478,13462
7f9c0d8efe6d,7f9c0b7f4cbb,7f99b3498700,12512,13477
7f9c0e2ce23d,7f9c0b7f4cca,7f99b3497840,13458,13480
7f9c0d8efd37,7f9c0b7f4cd4,7f99c3856f40,13051,13482
7f9c12d85dbb,7f9c0b7f4cee,7f99b3497800,5856,13491
7f9c0b7f4ce9,7f9c12d7ffc4,7f99c379cd00,13488,13551
7f9c12d81846,7f9c12d8006b,7f99b34989c0,12362,13568
7f9c12d80073,7f9c12d800b3,7f9c139aa940,13569,13576
7f9c0e377f8c,7f9c12d8001a,7f99b3497880,7474,13589
7f9c12d7ffef,7f9c12d7fff9,7f99c379cd00,13641,13645
7f9c12d8001a,7f9c12d8001b,7f99b3497800,13656,13658
7f9c0b7f4d0f,7f9c0b7f4d1a,7f99b3497800,13663,13666
7f9c0d8efe6d,7f9c0df8e154,7f99b3498700,12512,13720
7f9c0df8e163,7f9c0df8e16f,7f99c379cd40,13723,13726
7f9c0e11f680,7f9c0e11f68b,7f9c0f6d9380,13752,13755
7f9c0e11f692,7f9c0e11f783,7f99b3497600,13756,13803
7f9c0e11f780,7f9c0e11f7a0,7f9c101cdd80,13802,13899
7f9c0e11f692,7f9c0e115998,7f99b3497600,13856,13911
7f9c0df8e1c9,7f9c0e10ea7c,7f99b3497600,13914,13963
7f9c0d8efe6d,7f9c0df8b15f,7f99b3498700,12512,14036
7f9c0d8efe6d,7f9c0df8b1a8,7f99b3498700,12512,14045
7f9c0e377509,7f9c0e377509,7f9c0f99d780,11564,14143
7f9c0e377517,7f9c0e377517,7f9c0fa24c00,11568,14147
7f9c0e2c40f1,7f9c0e2c40f1,7f9c0f981dc0,13274,14219
7f9c0e2ce23d,7f9c0e2ce23d,7f99b3497840,13458,14403
7f9c0e2ce23d,7f9c0e3775b6,7f99b3497840,13458,14435
7f9c0e377f8c,7f9c0e3775b9,7f99b3497880,7474,14439
7f9c12bca202,7f9c12bca202,7f99b3498340,10110,14450
7f9c12bca20e,7f9c12bca20e,7f9c139aaf40,10113,14453
7f9c12d7ffde,7f9c12d7ffde,7f9c12d973c0,13636,14469
7f9c12d85dbb,7f9c12d8001a,7f99b3497800,5856,14489
7f9c12d817db,7f9c139914aa,7f9c139aa940,12449,14516
7f9c139914b6,7f9c139914b6,7f9c139aa040,11609,14519
7f9c139914d4,7f9c139914d4,7f9c139ab480,11619,14529
7f9c1399ab24,7f9c1399ab24,7f9c139ab440,11952,14538
7f9c1399ab2b,7f9c1399ab2b,7f9c139ab180,11953,14539
7f9c1399ab36,7f9c1399ab36,7f9c139ab400,11958,14544
7f9c1399ab81,7f9c1399ab81,7f9c0a1cc0c0,12026,14560
7f9c1399ab85,7f9c1399ab85,7f9c0a1cc100,12028,14562
7f9c0e2ce23d,7f9c1399ab90,7f99b3497840,13458,14566
7f9c13991520,7f9c13991520,7f9c139ab1c0,12125,14571
7f9c0e2ce23d,7f9c1399152f,7f99b3497840,13458,14578
7f9c0e377f8c,7f9c13991532,7f99b3497880,7474,14582
7f9c12d81846,7f9c12d81846,7f99b34989c0,12362,14615
7f9c12d817db,7f9c12d8184e,7f9c139aa940,12449,14616
7f9c12d817db,7f9c12d817cb,7f9c139aa940,12449,14624
7f9c12d817db,7f9c12d817db,7f9c139aa940,12449,14630
7f9c0e377f8c,7f9c12d817e6,7f99b3497880,7474,14636
7f9c12bca23b,7f9c12bca23b,7f99b3498340,12458,14639
7f9c0e377f8c,7f9c12bca24b,7f99b3497880,7474,14645
7f9c0e377f8c,7f9c12bca24e,7f99b3497880,7474,14649
7f9c0e2dc23d,7f9c0e2dc23d,7f99b34978c0,12474,14655
7f9c0e2c3db3,7f9c0e2c3db3,7f99bb07a780,14282,14702
7f9c0b08d440,7f9c0b08d440,7f9c0f57ad00,14415,14835
7f9c0e37751a,7f9c0e2ce25e,7f9c0fa24c00,14148,14860
7f9c12bca1e9,7f9c12bca1e9,7f9c12d6edc0,14446,14937
7f9c12bca1f4,7f9c12bca1f4,7f9c12d6ed40,14448,14939
7f9c139914aa,7f9c12d80073,7f9c139aa940,11606,14967
7f9c139914c0,7f9c139914c0,7f9c139ab4c0,14523,15021
7f9c0df8b16e,7f9c0df8b1d4,7f99b3498500,14039,15269
7f9c12d7d54e,7f9c0df8b189,7f99b3498700,274,15395
7f9c0df8b19c,7f9c0df8b19d,7f99b34975c0,15399,15401
7f9c0df8b19f,7f9c0df8b1a1,7f99b34975c0,15403,15405
7f9c0df8b1a3,7f9c0df8b1a4,7f99b34975c0,15407,15409
7f9c0df8e1cf,7f9c0df8b550,7f99b3497640,13915,15415
7f9c0df8b541,7f9c0df8b55a,7f99b3498500,15412,15417
7f9c0df8b586,7f9c0df8b586,7f99b3498500,15428,15504
7f9c0df8b586,7f9c0df8b591,7f99b3498500,15428,15507
7f9c0df8b5c5,7f9c0df8b5c6,7f99b3497600,15927,15929
7f9c0df8e222,7f9c0df8e22d,7f99c379cd40,16069,16071
7f9c12c17c44,7f9c0e132741,7f99b3498700,3680,16138
7f9c0d8f3d5e,7f9c0e164379,7f99b3498700,2056,16201
7f9c0e164337,7f9c0e164337,7f9c0f6f1f40,16222,16256
7f9c12c17c44,7f9c0e1642b0,7f99b3498700,3680,16684
7f9c12c17c44,7f9c0e1646a7,7f99b3498700,3680,16704
7f9c0e377509,7f9c0e378072,7f9c0f99d780,11564,16757
7f9c0e2ce268,7f9c0e2ce23c,7f99b3497480,17148,17251
7f9c0e2ce268,7f9c0e2ce23d,7f99b3497480,17148,17253
7f9c0e1646d7,7f9c0e1646e6,7f9c0f6d9480,17262,17265
7f9c0e2c3d85,7f9c0e2c3d85,7f9c0f9822c0,16964,17446
7f9c0e2c3d91,7f9c0e2c3d91,7f9c0f9b68c0,16968,17450
7f9c0d8efe6d,7f9c0e2ce220,7f99b3498700,12512,17562
7f9c0e37751a,7f9c0e378091,7f9c0fa24c00,14148,17740
7f9c0e37751a,7f9c0e37809a,7f9c0fa24c00,14148,17743
7f9c0e1646f1,7f9c0e164709,7f9c102db000,17267,17756
7f9c0e164734,7f9c0e164734,7f9c102d0b80,17769,17893
7f9c0d8f3d5e,7f9c0e13211e,7f99b3498700,2056,18324
7f9c12c9b736,7f9c12c9b745,7f99b3497440,18791,18796
7f9c0e12d770,7f9c0e12d771,7f99b3497440,18799,18801
7f9c0b08d960,7f9c0b08d960,7f9c0f57af80,18367,18860
7f9c12c9b736,7f9c12c9b736,7f99b3497440,18869,19265
7f9c12c670cb,7f9c0e12d759,7f99b3497440,19272,19275
7f9c0d8efe6d,7f9c0e20dec0,7f99b3498700,12512,19433
7f9c0d8efe6d,7f9c0e229a8e,7f99b3498700,12512,19506
7f9c0e229d48,7f9c0e229d48,7f9c0eab5b40,19641,20065
7f9c0e229d3b,7f9c0e229d3b,7f99b3497000,20062,20072
7f9c0e211ae4,7f9c0e211aeb,7f99b34971c0,20236,20238
7f9c0e211b00,7f9c0e211b08,7f99b34971c0,20271,20273
7f9c0e211b23,7f9c0e211b00,7f99b34971c0,20315,20367
7f9c0e211b1e,7f9c0e211b1e,7f9c0eab5b40,20314,20372
7f9c0e211b23,7f9c0e211b23,7f99b34971c0,20373,20385
7f9c0e211b3f,7f9c0e211b40,7f99b3496fc0,20508,20510
7f9c0e211b44,7f9c0e211b46,7f99b3497000,20514,20516
7f9c0e211b48,7f9c0e211b49,7f99b3497000,20518,20520
7f9c12c17c44,7f9c0e2292f6,7f99b3498700,3680,20578
7f9c0e211b1e,7f9c0e22930e,7f9c0eab5b40,20314,20583
7f9c0e211ae0,7f9c0e2293b8,7f99b34970c0,20235,20599
7f9c0e211ae0,7f9c0bca17b0,7f99b34970c0,20235,20651
7f9c0bca17d9,7f9c0e2293ea,7f99b34970c0,20674,20684
7f9c0e2293dc,7f9c0e2296d0,7f99b3496f40,20681,21107
7f9c0d8f3d5e,7f9c0e216590,7f99b3498700,2056,21166
7f9c0e21658c,7f9c0e2165cb,7f99b34971c0,21165,21182
7f9c12bc5bf6,7f9c0e216600,7f99b3498700,832,21775
7f9c0e2165fc,7f9c0e216612,7f99b3496f00,21774,21780
7f9c0e216613,7f9c0e216615,7f99b3496f00,21782,21784
7f9c0e216617,7f9c0e216619,7f99b3496f00,21786,21788
7f9c12bc5bf6,7f9c0e22937b,7f99b3498700,832,21871
7f9c0e229377,7f9c0e229392,7f99b3496fc0,21870,21876
7f9c0e229d1e,7f9c0e229395,7f99b3497000,19601,21880
7f9c0e229397,7f9c0e229399,7f99b3497000,21882,21884
7f9c0e22939a,7f9c0e229d3b,7f99b3497000,21886,21928
7f9c0e229393,7f9c0e211b3f,7f99b3496fc0,21878,21983
7f9c0e211b44,7f9c0e211b48,7f99b3497000,21989,21993
7f9c0e211ae0,7f9c0e211ae0,7f99b34970c0,21960,22062
7f9c0e211ae4,7f9c0e211ae4,7f99b34971c0,21961,22063
7f9c0e211b42,7f9c0e211b42,7f99b3496fc0,21987,22089
7f9c0e229e01,7f9c0e211b44,7f99b3497000,21998,22091
7f9c0e211b48,7f9c0e211b49,7f99b3497000,22122,22124
7f9c12bc5bf6,7f9c0e229e1b,7f99b3498700,832,22128
7f9c0e229e17,7f9c0e229e2e,7f99b3497100,22127,22132
7f9c0e229e2f,7f9c0e229e31,7f99b3497100,22134,22136
7f9c0e229e33,7f9c0e229e35,7f99b3497100,22138,22140
7f9c0e229e37,7f9c0e229e38,7f99b3497140,22142,22144
7f9c0e211ae4,7f9c0e20df5f,7f99b34971c0,21961,22148
7f9c0e211ae4,7f9c0e20df66,7f99b34971c0,21961,22149
7f9c0d8efe6d,7f9c0b76f793,7f99b3498700,12512,22204
7f9c0e12d75a,7f9c0b76f7c0,7f99b3497440,19277,22216
7f9c12d0e777,7f9c12d0e777,7f99b3497200,22714,22722
7f9c12d0e777,7f9c12d0e77c,7f99b3497200,22714,22723
7f9c12d0e787,7f9c0b76f836,7f99b3497100,22726,22729
7f9c0e12d75a,7f9c0b76f83a,7f99b3497440,19277,22730
7f9c12bc5bf6,7f9c0b76f7e6,7f99b3498700,832,22770
7f9c0b76f7e2,7f9c0b76f7f5,7f99b3497100,22769,22774
7f9c0b76f7f6,7f9c0b76f7f8,7f99b3497100,22776,22778
7f9c0b76f7fa,7f9c0b76f7fb,7f99b3497140,22780,22782
7f9c12bc5bf6,7f9c0e20df9b,7f99b3498700,832,22927
7f9c0e20df97,7f9c0e20dfb1,7f99b3497400,22926,22932
7f9c0e20dfb2,7f9c0e20dfb4,7f99b3497400,22934,22936
7f9c0e12d75a,7f9c0e20dfb6,7f99b3497440,19277,22938
7f9c0e12d75a,7f9c0e20dfb8,7f99b3497440,19277,22940
7f9c0e12d75a,7f9c0e20dfba,7f99b3497440,19277,22942
7f9c0e12d75a,7f9c0e20dfbb,7f99b3497440,19277,22944
7f9c0e1321f5,7f9c0e1321f5,7f9c0f580780,23100,23515
7f9c0e2ce261,7f9c0e2ce268,7f99b3497400,23529,23531
7f9c0d8f3d5e,7f9c0e2ce220,7f99b3498700,2056,23546
7f9c0bca17dd,7f9c0e13219d,7f99b3497440,20676,23570
7f9c0e3780a6,7f9c0e132230,7f99b3497480,23058,23654
7f9c0e12d75a,7f9c0e1321bd,7f99b3497440,19277,23693
7f9c0e3780a6,7f9c0e1321d4,7f99b3497480,23058,23699
7f9c0d8f3d5e,7f9c0e1321d8,7f99b3498700,2056,23700
7f9c0e3780a6,7f9c0e1321e7,7f99b3497480,23058,23704
7f9c0e3780a6,7f9c0e1321e8,7f99b3497480,23058,23706
7f9c0e3780a6,7f9c0e1321ea,7f99b3497480,23058,23708
7f9c0e3780a6,7f9c0e1321eb,7f99b3497480,23058,23710
7f9c0e2ce261,7f9c0e16473d,7f99b34974c0,17146,23713
7f9c0e164721,7f9c0e164749,7f9c102db000,17762,23716
7f9c0e3780a6,7f9c0e164688,7f99b3497480,23058,23873
7f9c0e3780a6,7f9c0e12d770,7f99b3497480,23058,23946
7f9c0e3780a6,7f9c0e12d771,7f99b3497480,23058,23948
7f9c0e164630,7f9c0e164787,7f99b34974c0,23763,23956
7f9c0d8efe6d,7f9c0e16478b,7f99b3498700,12512,23957
7f9c0e16479a,7f9c0e16479b,7f99b3497500,23961,23963
7f9c0e16479d,7f9c0e16479f,7f99b3497500,23965,23967
7f9c0e1647a1,7f9c0e1647a2,7f99b3497500,23969,23971
7f9c0e1644c0,7f9c0e1642c8,7f99b34985c0,16158,23975
7f9c0e1642c4,7f9c0e1642f2,7f99b3497500,23974,24060
7f9c0d8efe6d,7f9c0e1642f6,7f99b3498700,12512,24061
7f9c0e164305,7f9c0e164306,7f99b3497540,24065,24067
7f9c0e164307,7f9c0e164357,7f99b3497540,24069,24072
7f9c0e164358,7f9c0e16435a,7f99b3497540,24074,24076
7f9c0e1643a8,7f9c0e1643b0,7f99b3497580,24084,24087
7f9c0b08f5c0,7f9c0b08f5c0,7f9c0f57bdc0,14092,24119
7f9c0e37751a,7f9c0e37751a,7f9c0fa24c00,14148,24175
7f9c0e164630,7f9c0e2ce261,7f99b34974c0,23763,24564
7f9c0df8b185,7f9c0e2dc23d,7f99b3497580,15394,24892
7f9c0e1644c0,7f9c0e13276c,7f99b34985c0,16158,24896
7f9c0e1646fa,7f9c0e132780,7f99c37d6080,17752,24900
7f9c0e132750,7f9c0e13278a,7f99b3497600,16141,24903
7f9c0e132750,7f9c0e13278e,7f99b3497600,16141,24904
7f9c0e37808b,7f9c0e1327a4,7f99bb07a780,23047,24907
7f9c0e37808b,7f9c0e1327a7,7f99bb07a780,23047,24908
7f9c0e37808b,7f9c0e1327b9,7f99bb07a780,23047,24912
7f9c0d8efe6d,7f9c0e132263,7f99b3498700,12512,24968
7f9c0e12d770,7f9c0e12d771,7f99b34973c0,25037,25039
7f9c12c670cb,7f9c0e12d759,7f99b34973c0,25094,25097
7f9c0df8e24b,7f9c0e132286,7f99c37d5c00,16078,25104
7f9c0d8efe6d,7f9c12c17c44,7f99b3498700,12512,25229
7f9c0e12d75a,7f9c12c17c4d,7f99b34973c0,25099,25230
7f9c0d8efe6d,7f9c12d8a59d,7f99b3498700,12512,25702
7f9c0e13228b,7f9c12d0b6f5,7f99c37d5c00,25105,25746
7f9c0d8efe6d,7f9c12d8a5bf,7f99b3498700,12512,25822
7f9c12d7b954,7f9c12d7b954,7f9c12d931c0,288,25945
7f9c12bca1e9,7f9c12bb7504,7f9c12d6edc0,14446,25948
7f9c12bb750b,7f9c12bb750b,7f9c12d6ee00,305,25949
7f9c12bb7512,7f9c12bb7512,7f99b3498300,306,25950
7f9c12bb7519,7f9c12bb753e,7f9c12d6c700,25952,25959
7f9c12bb7553,7f9c12bb7553,7f99b3497980,319,25963
