Core, 0, 0
Cumulative_Cycles, 0, 110198341           
Cumulative_Instructions, 0, 59999999            
Periodic_Cycles, 0, 110198341           
Periodic_Instructions, 0, 59999999            
EXECUTION_TIME_count, 0, 34436981562500
EXECUTION_TIME_total_count, 0, 34436981562500

SIM_HOST_WALL_SECONDS_value, 0,   1335.218073
SIM_HOST_WALL_SECONDS_total_value, 0,   1335.218073

NODE_CYCLE_count, 0,     110198341
NODE_CYCLE_total_count, 0,     110198341

NODE_INST_COUNT_count, 0,      65961462
NODE_INST_COUNT_total_count, 0,      65961462

NODE_INST_COUNT_FETCHED_count, 0,      59999999
NODE_INST_COUNT_FETCHED_total_count, 0,      59999999

NODE_UOP_COUNT_count, 0,      88903989
NODE_UOP_COUNT_total_count, 0,      88903989

EXEC_STAGE_NO_ISSUE_STALL_CYCLE_count, 0,      35828858
EXEC_STAGE_NO_ISSUE_STALL_CYCLE_total_count, 0,      35828858

EXEC_STAGE_NO_ISSUE_STALL_CYCLE_ONPATH_count, 0,      23114951
EXEC_STAGE_NO_ISSUE_STALL_CYCLE_ONPATH_total_count, 0,      23114951

FULL_WINDOW_STALL_count, 0,          4509
FULL_WINDOW_STALL_pct, 0,        0.004
FULL_WINDOW_STALL_total_count, 0,          4509
FULL_WINDOW_STALL_total_pct, 0,        0.004

FULL_WINDOW_MEM_OP_count, 401,          3833
FULL_WINDOW_MEM_OP_total_count, 401,          3833

FULL_WINDOW_FP_OP_count, 401,           529
FULL_WINDOW_FP_OP_total_count, 401,           529

FULL_WINDOW_OTHER_OP_count, 401,             3
FULL_WINDOW_OTHER_OP_total_count, 401,             3

RET_BLOCKED_DC_MISS_count, 0,      84690852
RET_BLOCKED_DC_MISS_pct, 0,       76.853
RET_BLOCKED_DC_MISS_total_count, 0,      84690852
RET_BLOCKED_DC_MISS_total_pct, 0,       76.853

RET_BLOCKED_L1_MISS_count, 0,      65124364
RET_BLOCKED_L1_MISS_pct, 0,       59.097
RET_BLOCKED_L1_MISS_total_count, 0,      65124364
RET_BLOCKED_L1_MISS_total_pct, 0,       59.097

RET_BLOCKED_L1_MISS_BW_PREF_count, 0,       4009469
RET_BLOCKED_L1_MISS_BW_PREF_pct, 0,        3.638
