Scarab gitrev: ca2a290
Scarab started at Mon Mar 31 01:37:05 2025

Initialized Ramulator. 
Op1 PC: 7ffff7da9ea9	 Op2 PC: 7ffff7da9ea9	 Op1 Cacheblock: 7ffff7dd5e80	 Op2 Cacheblock: 7ffff7dd5e80	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 122	Op2 micro-op id: 129	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9ecb	 Op2 PC: 7ffff7da9efb	 Op1 Cacheblock: 7ffff7dd5e80	 Op2 Cacheblock: 7ffff7dd5e80	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 1654	Op2 micro-op id: 1672	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9edf	 Op2 PC: 7ffff7da9eff	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1663	Op2 micro-op id: 1675	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f1f	 Op2 PC: 7ffff7da9f1f	 Op1 Cacheblock: 7ffff7dd6b80	 Op2 Cacheblock: 7ffff7dd6b80	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1469	Op2 micro-op id: 1687	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f2b	 Op2 PC: 7ffff7da9f2b	 Op1 Cacheblock: 7ffff7dd5f40	 Op2 Cacheblock: 7ffff7dd5f40	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 1472	Op2 micro-op id: 1690	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9f2f	 Op2 PC: 7ffff7da9f2f	 Op1 Cacheblock: 7ffff7dd6c80	 Op2 Cacheblock: 7ffff7dd6c80	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1475	Op2 micro-op id: 1693	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f4b	 Op2 PC: 7ffff7da9f4b	 Op1 Cacheblock: 7ffff7dd5f00	 Op2 Cacheblock: 7ffff7dd5f00	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 1484	Op2 micro-op id: 1702	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9f69	 Op2 PC: 7ffff7da9f69	 Op1 Cacheblock: 7ffff7dd5f40	 Op2 Cacheblock: 7ffff7dd5f40	 Op1 base reg: 3	Op2 base reg: 3	Op1 micro-op id: 1491	Op2 micro-op id: 1709	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9f74	 Op2 PC: 7ffff7da9f74	 Op1 Cacheblock: 7ffff7dd6b40	 Op2 Cacheblock: 7ffff7dd6b40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1494	Op2 micro-op id: 1712	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f8e	 Op2 PC: 7ffff7da9f8e	 Op1 Cacheblock: 7ffff7dd6b00	 Op2 Cacheblock: 7ffff7dd6b00	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1534	Op2 micro-op id: 1715	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f62	 Op2 PC: 7ffff7da9edf	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1708	Op2 micro-op id: 1844	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f0b	 Op2 PC: 7ffff7da9f0b	 Op1 Cacheblock: 7ffff7dd5f00	 Op2 Cacheblock: 7ffff7dd5f00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 1678	Op2 micro-op id: 1859	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9f0f	 Op2 PC: 7ffff7da9f0f	 Op1 Cacheblock: 7ffff7dd6ac0	 Op2 Cacheblock: 7ffff7dd6ac0	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1681	Op2 micro-op id: 1862	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f62	 Op2 PC: 7ffff7daa0bd	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1889	Op2 micro-op id: 1992	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f74	 Op2 PC: 7ffff7daa0c4	 Op1 Cacheblock: 7ffff7dd6b40	 Op2 Cacheblock: 7ffff7dd6b40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1494	Op2 micro-op id: 1993	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa0b9	 Op2 PC: 7ffff7daa0cb	 Op1 Cacheblock: 7ffff7dd5f00	 Op2 Cacheblock: 7ffff7dd5f00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 1991	Op2 micro-op id: 1994	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa0ef	 Op2 PC: 7ffff7daa0ef	 Op1 Cacheblock: 7ffff7dd6a00	 Op2 Cacheblock: 7ffff7dd6a00	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 2005	Op2 micro-op id: 2088	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f62	 Op2 PC: 7ffff7daa115	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1889	Op2 micro-op id: 2097	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa128	 Op2 PC: 7ffff7daa138	 Op1 Cacheblock: 7ffff7da8b00	 Op2 Cacheblock: 7ffff7da8b00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 2102	Op2 micro-op id: 2107	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa12e	 Op2 PC: 7ffff7daa12e	 Op1 Cacheblock: 7ffff7da8b00	 Op2 Cacheblock: 7ffff7da8b00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 2104	Op2 micro-op id: 2194	Op1 mem size: 4	Op2 mem size: 4	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa128	 Op2 PC: 7ffff7daa128	 Op1 Cacheblock: 7ffff7da8b00	 Op2 Cacheblock: 7ffff7da8b00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 2192	Op2 micro-op id: 2203	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9f1f	 Op2 PC: 7ffff7daa14b	 Op1 Cacheblock: 7ffff7dd6b80	 Op2 Cacheblock: 7ffff7dd6b80	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1469	Op2 micro-op id: 2831	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa187	 Op2 PC: 7ffff7daa18b	 Op1 Cacheblock: 7ffff7da8ec0	 Op2 Cacheblock: 7ffff7da8ec0	 Op1 base reg: 2	Op2 base reg: 2	Op1 micro-op id: 2975	Op2 micro-op id: 2976	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9ecb	 Op2 PC: 7ffff7da9ecb	 Op1 Cacheblock: 7ffff7dd5e80	 Op2 Cacheblock: 7ffff7dd5e80	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 1835	Op2 micro-op id: 3044	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7da9ecf	 Op2 PC: 7ffff7da9ecf	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1838	Op2 micro-op id: 3047	Op1 mem size: 0	Op2 mem size: 0	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9f62	 Op2 PC: 7ffff7da9f62	 Op1 Cacheblock: 7ffff7dd6a40	 Op2 Cacheblock: 7ffff7dd6a40	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1889	Op2 micro-op id: 3098	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9fa8	 Op2 PC: 7ffff7da9fa8	 Op1 Cacheblock: 7ffff7dd6b00	 Op2 Cacheblock: 7ffff7dd6b00	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1899	Op2 micro-op id: 3108	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7da9fb6	 Op2 PC: 7ffff7da9fb6	 Op1 Cacheblock: 7ffff7dd6a80	 Op2 Cacheblock: 7ffff7dd6a80	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 1902	Op2 micro-op id: 3111	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa0de	 Op2 PC: 7ffff7daa0de	 Op1 Cacheblock: 7ffff7dd5f80	 Op2 Cacheblock: 7ffff7dd5f80	 Op1 base reg: 9	Op2 base reg: 9	Op1 micro-op id: 2000	Op2 micro-op id: 3127	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa0f6	 Op2 PC: 7ffff7daa0f6	 Op1 Cacheblock: 7ffff7dd6ac0	 Op2 Cacheblock: 7ffff7dd6ac0	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 2089	Op2 micro-op id: 3133	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa100	 Op2 PC: 7ffff7daa100	 Op1 Cacheblock: 7ffff7dd5ec0	 Op2 Cacheblock: 7ffff7dd5ec0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 2091	Op2 micro-op id: 3135	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa104	 Op2 PC: 7ffff7daa104	 Op1 Cacheblock: 7ffff7dd5f00	 Op2 Cacheblock: 7ffff7dd5f00	 Op1 base reg: 9	Op2 base reg: 9	Op1 micro-op id: 2092	Op2 micro-op id: 3136	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa11c	 Op2 PC: 7ffff7daa11c	 Op1 Cacheblock: 7ffff7dd5e80	 Op2 Cacheblock: 7ffff7dd5e80	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 2098	Op2 micro-op id: 3142	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa1b0	 Op2 PC: 7ffff7daa1b0	 Op1 Cacheblock: 7ffff7da85c0	 Op2 Cacheblock: 7ffff7da85c0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 2988	Op2 micro-op id: 3176	Op1 mem size: 1	Op2 mem size: 1	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa1b5	 Op2 PC: 7ffff7daa1b5	 Op1 Cacheblock: 7ffff7da85c0	 Op2 Cacheblock: 7ffff7da85c0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 2989	Op2 micro-op id: 3177	Op1 mem size: 2	Op2 mem size: 2	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa1ba	 Op2 PC: 7ffff7daa1ba	 Op1 Cacheblock: 7ffff7da85c0	 Op2 Cacheblock: 7ffff7da85c0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 2990	Op2 micro-op id: 3178	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa1cd	 Op2 PC: 7ffff7daa1cd	 Op1 Cacheblock: 7ffff7dd69c0	 Op2 Cacheblock: 7ffff7dd69c0	 Op1 base reg: 0	Op2 base reg: 0	Op1 micro-op id: 2994	Op2 micro-op id: 3182	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 0	Op2 reg-to-reg: 0	Op1 reg-to-mem: 1	Op2 reg-to-mem: 1
Op1 PC: 7ffff7daa0b9	 Op2 PC: 7ffff7daa0b9	 Op1 Cacheblock: 7ffff7dd5f00	 Op2 Cacheblock: 7ffff7dd5f00	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 3118	Op2 micro-op id: 3306	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa187	 Op2 PC: 7ffff7daa187	 Op1 Cacheblock: 7ffff7da8ec0	 Op2 Cacheblock: 7ffff7da8ec0	 Op1 base reg: 2	Op2 base reg: 2	Op1 micro-op id: 3163	Op2 micro-op id: 3351	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7daa260	 Op2 PC: 7ffff7daa260	 Op1 Cacheblock: 7ffff7da8f00	 Op2 Cacheblock: 7ffff7da8f00	 Op1 base reg: 2	Op2 base reg: 2	Op1 micro-op id: 3447	Op2 micro-op id: 3520	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7db50c4	 Op2 PC: 7ffff7db50cc	 Op1 Cacheblock: 7ffff7da83c0	 Op2 Cacheblock: 7ffff7da83c0	 Op1 base reg: 3	Op2 base reg: 3	Op1 micro-op id: 4001	Op2 micro-op id: 4003	Op1 mem size: 4	Op2 mem size: 4	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7db50cf	 Op2 PC: 7ffff7db50eb	 Op1 Cacheblock: 7ffff7da83c0	 Op2 Cacheblock: 7ffff7da83c0	 Op1 base reg: 3	Op2 base reg: 3	Op1 micro-op id: 4004	Op2 micro-op id: 4012	Op1 mem size: 4	Op2 mem size: 4	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc474b	 Op2 PC: 7ffff7dc474b	 Op1 Cacheblock: 7fffffffd240	 Op2 Cacheblock: 7fffffffd240	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 4374	Op2 micro-op id: 4378	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc474b	 Op2 PC: 7ffff7dc474b	 Op1 Cacheblock: 7fffffffd2c0	 Op2 Cacheblock: 7fffffffd2c0	 Op1 base reg: 1	Op2 base reg: 1	Op1 micro-op id: 4454	Op2 micro-op id: 4458	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc48f8	 Op2 PC: 7ffff7dc490a	 Op1 Cacheblock: 7fffffffd2c0	 Op2 Cacheblock: 7fffffffd2c0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 5317	Op2 micro-op id: 5321	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc481a	 Op2 PC: 7ffff7dc481a	 Op1 Cacheblock: 7ffff7dcc840	 Op2 Cacheblock: 7ffff7dcc840	 Op1 base reg: 3	Op2 base reg: 3	Op1 micro-op id: 5433	Op2 micro-op id: 5446	Op1 mem size: 4	Op2 mem size: 4	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc48f8	 Op2 PC: 7ffff7dc48f8	 Op1 Cacheblock: 7fffffffd2c0	 Op2 Cacheblock: 7fffffffd2c0	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 5436	Op2 micro-op id: 5449	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc49c0	 Op2 PC: 7ffff7dc49c0	 Op1 Cacheblock: 7fffffffd300	 Op2 Cacheblock: 7fffffffd300	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 5670	Op2 micro-op id: 5849	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc49d1	 Op2 PC: 7ffff7dc49d1	 Op1 Cacheblock: 7fffffffd300	 Op2 Cacheblock: 7fffffffd300	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 6151	Op2 micro-op id: 6164	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc4a30	 Op2 PC: 7ffff7dc4a34	 Op1 Cacheblock: 7fffffffd300	 Op2 Cacheblock: 7fffffffd300	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 6192	Op2 micro-op id: 6193	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc4a30	 Op2 PC: 7ffff7dc4a30	 Op1 Cacheblock: 7fffffffd300	 Op2 Cacheblock: 7fffffffd300	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 6324	Op2 micro-op id: 6336	Op1 mem size: 8	Op2 mem size: 8	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
Op1 PC: 7ffff7dc4998	 Op2 PC: 7ffff7dc4998	 Op1 Cacheblock: 7fffffffd300	 Op2 Cacheblock: 7fffffffd300	 Op1 base reg: 4	Op2 base reg: 4	Op1 micro-op id: 6354	Op2 micro-op id: 6378	Op1 mem size: 4	Op2 mem size: 4	Op1 reg-to-reg: 1	Op2 reg-to-reg: 1	Op1 reg-to-mem: 0	Op2 reg-to-mem: 0
