distance
6
7919
70884
1744
186
14216
39600
121680
633
1060
1349
10069
966
30133
7489798
822643
295
142186
64355
12089
3
68
2
9974
242
2
3
9091
2
2
2
5844
1150
96
1547
2
810
4034
2
1644
25399
18164
339981
1199
2
2
113796
4
100
23805942
2
593
981
2
9102
220
228
5116
2
2
19498
2705
424
2
2
2
23
25
89
2
2
40
116
2
1377
1966
230
2
2
56
94
11400
53
10
2433659
2
55
2
2
2
2
2
8350
2
2
72
499
69
34267
6535
3511
119622
2622
504
214
19
124
17
16
867
1482
2916
39
105
13337
91
9
415
1
8757
79
302357
42
2
67
90
2
2
2
23395
13967
2
2
5304
392
2
2
2
2
2
2
4241
2
2
2
9572
162
2
2
624
144
14827
4
3828134
2400953
94576
2
6
2
20376
238
1617
6
35
47
12
15
8301
2246
2
2
6804
5050
2
2
2
2
2
2
134211
2
2
2
2
2
2
2
4126987
57200
2
2
991346
121
73972
3020
4253167
3
525
14172950
2469
262
76
461
2790
34440
1425
2
2
110
73730
4269040
5
831
2316
166080
237
2
3526
1
4401
2
2
2
2
1465622
7931
1228323
1105861
2
2
1
75304
4269458
407
1150
2
2
166158
2
2
484
1981
1535342
2
2
2738
458
103
16872151
2
1570
35248
87
4
2
2
2
2
433
1
334
901
1
96
1
198
1
95
1
471
716
1
14
1
1194
1
2
147
1
1446
3391348
2
2
873
399
193
190
1374
722
193
190
314
467
250
313
389
368
457
247
369
193
542
533
248
366
193
190
370
1286
1926
1
13
1
7663
435
835
1185
65
167
1
75164
392
9165254
3
2
4020798
1
334
1
292
1
1
14
1
296
1
171
1
1
14
1
157
1
1369
3248922
119
10029
230
1570
177
3
640160
1162
155
55
2
179
1659
55909
2
2
15934
947
196264
453933
29
2
2
137843
250
11072626
3
206
194
191
298
248
194
387
1738
245
451
5281
1
379
9700
3680337
58915
686
35888
87
68
2
2
50
2
2
9683
1
1
227
1
270
1
228
85
419
2
139
383
1
180
257
21759
1
135
2
1502
550
16106
3398793
2
5081
2
2
2
2
12274280
5
368
789
180
8000
1565
112
154
763
529
646
63426
2
663
649
2
1539
28971
2
2
2
18285
6
9143
11637
6599
5278
3446535
162777
5231
51634
8090
647
12210082
198
64746
2
180
143
2
5
213
2
606
642915
2
2
3178
2
2
12264
2
899
24236
2
2
87190
2
2
30991
2
2
11762
2
2
31211
2
2
21162
2
2
2935618
357
2830681
12366002
679
1067
3418
668813
2
646
2
64
80
66
166
58
990
58
335
389
61
26050
383
217340
90
173
2
6310621
378
9118
2
1110171
2
4
7052555
149
4794
1
1
6257
18
352
329
6
285
7
23
2
10
10
40
682748
2
6630
6
1
3
1
1803
1
14
1
77
66
953
15
40
67
17
699
155
1
14
1
20
1
14
1
141
1
18
1
14
1
14
1
16
1
220
1
14
1
19
1
244
1
14
1
17
1
14
1
146
1
226
1
14
1
14
1
19
1
145
1
147
1
881
2
1
1
1
1
1
2
1
1
1
1
1
2
1
211
3
7
4
1
286
341
42
4317
136
21
12836
868
2
3
3
89031
15
211
55
416
16
970
301
6304055
121
218
286
135
1
128537
10674961
2400
17834
185
85
8
3
13
129
691489
29703
1
206
1
499
1
1097
1
3407872
12
2
2
2
2
4096957
6588806
33981
2
2
538
1
228
130
93
5
692597
2
2
35
286
107
6
1
3
1
314
1
16
4
1
1
126
15
1
1
15
1
1
19
1
15
1
40
1
1
1
1
71
1
557
1
1
23
228
1
231
790
1
108
1
1
132
1
1
19
1
14
1
348
349
3
81630
4080088
275
86
105
710
153
1093
8158
92
236
194
1005
88
128
13691
582
40655
48817
2064
88
44449
141
685
349
5
2
159
97815
251
84
1067731
2
51856
5199
1
66
150
1
11
1
10542
1
15
1
154
4
1
1
166
1
1
228
1
13
1
2
3
1
8508
2707445
480
85260
86
34107
2924327
2
2
2
411
206
1
1091
8114
14775
2
2
36417
1860032
2
270
2
2
522642
452758
2
7847
2
2
2
2
2938
2
88
151
2
328
564
2
2
2093
4
1
1373
1
1
60
1
1
422
16
2851
1
1
1
1
58
1
1
150
1
14
1
448
1
277
1
14
1
249
1
504
322
1
4
129
80608
4
96213
6
1
1055
1
1
200
1
2
67
2265
97
12421
1
14
5316
2
69112
1
164
1
2283053
1341429
33
86
4
2
95
66
179
146
547
159
115
145
342
8588
1
94
1
42
4
73
1
109
1
762
1
134
1
286
94
1
317
1
191
1
73
1
81
177
178
1
14
1
166
1
146
1
117
1
318
1
384
267423
2
7791953
2
1045
593
8276123
690
507
2
8981
31
2
73
89
104793
37
1
1
6711
3
160
1
11
1
105
1
11
11119
3
1
663
115489
2
24041
2
2
936
296574
2
3
3
2
25
12267
2
113
6
1
2
135
3
305
1
16
1
440
1
14
1
138
1
88
1
1975
3
1
1
1
1
321
1
96
1
1916
3
1660
2
145
2
3
7640
1
4
37216
2
2
3164
152307
1557891
2
2
12
2
2
3
947
4
365
4
8081
3
371
298
3
284
2981
4
286
4
5066
311
283
278
1265
311
311
283
230
311
992
311
309
631
223
992
311
309
281
1343
627
309
229
224
224
223
907
223
755
226
488
226
226
226
221
465
226
221
785
221
311
2599
803
752
224
223
1065
226
221
226
745
231
223
226
221
226
226
226
221
226
226
226
221
226
226
786
226
229
5929
310
227
226
226
220
1112
230
275
226
220
540
487
227
754
498
1023
226
7548
220
231
226
226
220
1285
226
406
226
226
226
487
226
226
220
226
226
216
492
226
406
226
744
231
226
678
226
2734
226
220
930
1712
226
226
783
2088
46516
17267
1737095
565472
18013
3905
46089
45
12719
53267
12289391
6286561
13221
1588
3804
13967941
2840596
