distance
487
865
2
6034
2
3219
10842
2
3417
2
778
72318
1729156
228
2
4018
432857
52249
2
214799
3519
2
432
736441
158320
271
2989
41142
2
140750
3783
157045
2
2
1680
1684507
424620
263633
83965
2548
388
541
300
644
53
6
43
45
266
59043
8
10555
235507
1520913
435706
460
40240
42398
283
18229
2
9433
126008
2
2
42864
467
1155
544933
2
50389
2
2
2
1426179
1044179
37
305
470
1878
2
2
1538
2
5061
68783
174
258
219
100
185
152
69
210
220308
2
389230
404
2053
2
2
110
9
99
58
7790
4
400
2
15351
218
822981
45314
2
607674
2
2
187873
91000
15083
694
2693986
1483
6
199
3259
84
2
2
2
2
173106
2
62277
115469
1635570
2
95
922958
434
1444766
55448
3317
83893
84
1
656
2
324
2
896
493
237164
687585
990
1023
2943
2
2
79796
232173
2
2
10
16
18
50
1120
4
200921
172461
1412080
785
2
3
224
1
2
131
73430
2
2
2
2
294
1639
109
105
2
461
6396
131
99511
292
82
84
84
84
105
94
92
199
77
78
84
94
86
246
75
100
1292
18023
78
108
94
112
132
131
86
136
96
106
259184
2
2
2
2
2
2
4105827
2
313
2695255
2
872
134
209
8375
2
2
273
2
81
33871
2
2
114
573
8521
4
44
3261
3
6
86
93
13399167
4
2088
9
1082677
72036
452
141501
84638
4
7858
2
158
46
2
2
5
2
2
2
36970
3106
435977
2
2
2498
4716
2
536
2
1226
60
8113
8201
1688
3080
2
2
2
7640
2
2
14042
825
6337
6383
2
2
3137
1639534
137984
2
4098
328644
189
27
703
470
10057
7927
5533
4
561
184
477
193
398
20
547
193
552
199
546
1
1
2
1
1
1
1
1
1
1
1
3427
570
93
209
12
93
43
94
464
5884
57260
701
5
6172
9197
25587
234918
89303
16687
26093
150183
55610
2628
4788
160
138
3
261164
2034
5
18841
5691
10
115
335
3
5340
48123
3
1093092
2
303939
1635
2
39261
41875
49
172
29656
8259
7842
7661
103320
