Core, 0
Cumulative Cycles, 101612860           
Cumulative Instructions, 100000000           
Cumulative IPC, 0.98413
Periodic Cycles, 59083696            
Periodic Instructions, 55000000            
Periodic IPC, 0.93088

ICACHE_MISS_count,          3286
ICACHE_MISS_pct,        6.786
ICACHE_MISS_total_count,         10949
ICACHE_MISS_total_pct,        1.725

ICACHE_HIT_count,         45140
ICACHE_HIT_pct,       93.214
ICACHE_HIT_total_count,        623926
ICACHE_HIT_total_pct,       98.275
ICACHE_HIT_sum_count,         48426
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,        634875
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         0.93
ICACHE_HIT_stddev,         0.90
ICACHE_HIT_total_mean,         0.98
ICACHE_HIT_total_stddev,         0.97

ICACHE_MISS_ONPATH_count,          3077
ICACHE_MISS_ONPATH_pct,       93.640
ICACHE_MISS_ONPATH_total_count,          8080
ICACHE_MISS_ONPATH_total_pct,       73.797

ICACHE_MISS_OFFPATH_count,           209
ICACHE_MISS_OFFPATH_pct,        6.360
ICACHE_MISS_OFFPATH_total_count,          2869
ICACHE_MISS_OFFPATH_total_pct,       26.203
ICACHE_MISS_OFFPATH_sum_count,          3286
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,         10949
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.06
ICACHE_MISS_OFFPATH_stddev,         0.24
ICACHE_MISS_OFFPATH_total_mean,         0.26
ICACHE_MISS_OFFPATH_total_stddev,         0.40

ICACHE_MISS_NOT_PREFETCHED_count,            32
ICACHE_MISS_NOT_PREFETCHED_pct,        0.975
ICACHE_MISS_NOT_PREFETCHED_total_count,           528
ICACHE_MISS_NOT_PREFETCHED_total_pct,        4.942

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,           421
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,       12.828
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,          3357
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,       31.421

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,          2829
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,       86.197
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,          6799
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,       63.637
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,          3282
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,         10684
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         3.83
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         3.57
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         3.49
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         2.83

ICACHE_HIT_ONPATH_count,         41333
ICACHE_HIT_ONPATH_pct,       91.566
ICACHE_HIT_ONPATH_total_count,        486954
ICACHE_HIT_ONPATH_total_pct,       78.047

ICACHE_HIT_OFFPATH_count,          3807
ICACHE_HIT_OFFPATH_pct,        8.434
ICACHE_HIT_OFFPATH_total_count,        136972
ICACHE_HIT_OFFPATH_total_pct,       21.953
ICACHE_HIT_OFFPATH_sum_count,         45140
ICACHE_HIT_OFFPATH_sum_pct,      100.000
ICACHE_HIT_OFFPATH_sum_total_count,        623926
ICACHE_HIT_OFFPATH_sum_total_pct,      100.000
ICACHE_HIT_OFFPATH_mean,         0.08
ICACHE_HIT_OFFPATH_stddev,         0.27
ICACHE_HIT_OFFPATH_total_mean,         0.22
ICACHE_HIT_OFFPATH_total_stddev,         0.38

ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_pct,         -nan

ICACHE_HIT_ONPATH_SAT_BY_ONPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_sum_total_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_mean,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_stddev,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_mean,         -nan
ICACHE_HIT_ONPATH_SAT_BY_ONPATH_total_stddev,         -nan

ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_OFFPATH_total_pct,         -nan

ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_total_count,             0
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_sum_total_pct,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_mean,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_stddev,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_mean,         -nan
ICACHE_HIT_OFFPATH_SAT_BY_ONPATH_total_stddev,         -nan

ICACHE_HIT_BY_FDIP_ONPATH_count,             0
ICACHE_HIT_BY_FDIP_ONPATH_pct,         -nan
ICACHE_HIT_BY_FDIP_ONPATH_total_count,             0
ICACHE_HIT_BY_FDIP_ONPATH_total_pct,         -nan

