Core, 0
Cumulative Cycles, 100528124           
Cumulative Instructions, 100000000           
Cumulative IPC, 0.99475
Periodic Cycles, 58785353            
Periodic Instructions, 55000000            
Periodic IPC, 0.93561

BTB_ON_PATH_MISS_count,        325752
BTB_ON_PATH_MISS_pct,        0.663
BTB_ON_PATH_MISS_total_count,        936676
BTB_ON_PATH_MISS_total_pct,        1.136

BTB_ON_PATH_HIT_count,      48813205
BTB_ON_PATH_HIT_pct,       99.337
BTB_ON_PATH_HIT_total_count,      81482819
BTB_ON_PATH_HIT_total_pct,       98.864
BTB_ON_PATH_HIT_sum_count,      49138957
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,      82419495
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.99
BTB_ON_PATH_HIT_stddev,         0.99
BTB_ON_PATH_HIT_total_mean,         0.99
BTB_ON_PATH_HIT_total_stddev,         0.98

BTB_OFF_PATH_MISS_count,         10086
BTB_OFF_PATH_MISS_pct,       16.819
BTB_OFF_PATH_MISS_total_count,        404186
BTB_OFF_PATH_MISS_total_pct,       21.511

BTB_OFF_PATH_HIT_count,         49883
BTB_OFF_PATH_HIT_pct,       83.181
BTB_OFF_PATH_HIT_total_count,       1474807
BTB_OFF_PATH_HIT_total_pct,       78.489
BTB_OFF_PATH_HIT_sum_count,         59969
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,       1878993
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.83
BTB_OFF_PATH_HIT_stddev,         0.77
BTB_OFF_PATH_HIT_total_mean,         0.78
BTB_OFF_PATH_HIT_total_stddev,         0.72

BTB_ON_PATH_WRITE_count,          7865
BTB_ON_PATH_WRITE_pct,       99.898
BTB_ON_PATH_WRITE_total_count,         97958
BTB_ON_PATH_WRITE_total_pct,       97.709

BTB_OFF_PATH_WRITE_count,             8
BTB_OFF_PATH_WRITE_pct,        0.102
BTB_OFF_PATH_WRITE_total_count,          2297
BTB_OFF_PATH_WRITE_total_pct,        2.291
BTB_OFF_PATH_WRITE_sum_count,          7873
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,        100255
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         0.03
BTB_OFF_PATH_WRITE_total_mean,         0.02
BTB_OFF_PATH_WRITE_total_stddev,         0.15

BP_ON_PATH_CORRECT_count,      49137871
BP_ON_PATH_CORRECT_pct,       99.998
BP_ON_PATH_CORRECT_total_count,      82377043
BP_ON_PATH_CORRECT_total_pct,       99.948

BP_ON_PATH_MISPREDICT_count,           841
BP_ON_PATH_MISPREDICT_pct,        0.002
BP_ON_PATH_MISPREDICT_total_count,         39743
BP_ON_PATH_MISPREDICT_total_pct,        0.048

BP_ON_PATH_MISFETCH_count,           245
BP_ON_PATH_MISFETCH_pct,        0.000
