Core, 0
Cumulative Cycles, 11697570            
Cumulative Instructions, 14271585            
Cumulative IPC, 1.22005
Periodic Cycles, 11697570            
Periodic Instructions, 14271585            
Periodic IPC, 1.22005

ST_OP_INV_count,             0
ST_OP_INV_pct,        0.000
ST_OP_INV_total_count,             0
ST_OP_INV_total_pct,        0.000

ST_OP_NOP_count,      49592448
ST_OP_NOP_pct,       66.470
ST_OP_NOP_total_count,      49592448
ST_OP_NOP_total_pct,       66.470

ST_OP_CF_count,       3627776
ST_OP_CF_pct,        4.862
ST_OP_CF_total_count,       3627776
ST_OP_CF_total_pct,        4.862

ST_OP_MOV_count,       3999219
ST_OP_MOV_pct,        5.360
ST_OP_MOV_total_count,       3999219
ST_OP_MOV_total_pct,        5.360

ST_OP_CMOV_count,         49919
ST_OP_CMOV_pct,        0.067
ST_OP_CMOV_total_count,         49919
ST_OP_CMOV_total_pct,        0.067

ST_OP_LDA_count,        587829
ST_OP_LDA_pct,        0.788
ST_OP_LDA_total_count,        587829
ST_OP_LDA_total_pct,        0.788

ST_OP_ILD_count,       3107191
ST_OP_ILD_pct,        4.165
ST_OP_ILD_total_count,       3107191
ST_OP_ILD_total_pct,        4.165

ST_OP_IST_count,       3119939
ST_OP_IST_pct,        4.182
ST_OP_IST_total_count,       3119939
ST_OP_IST_total_pct,        4.182

ST_OP_IADD_count,       3128203
ST_OP_IADD_pct,        4.193
ST_OP_IADD_total_count,       3128203
ST_OP_IADD_total_pct,        4.193

ST_OP_IMUL_count,        102194
ST_OP_IMUL_pct,        0.057
ST_OP_IMUL_total_count,        102194
ST_OP_IMUL_total_pct,        0.057

ST_OP_IDIV_count,          7573
ST_OP_IDIV_pct,        0.004
ST_OP_IDIV_total_count,          7573
ST_OP_IDIV_total_pct,        0.004

ST_OP_ICMP_count,       4195200
ST_OP_ICMP_pct,        2.326
ST_OP_ICMP_total_count,       4195200
ST_OP_ICMP_total_pct,        2.326

ST_OP_LOGIC_count,      13128853
ST_OP_LOGIC_pct,        7.278
ST_OP_LOGIC_total_count,      13128853
ST_OP_LOGIC_total_pct,        7.278

ST_OP_SHIFT_count,       3293912
ST_OP_SHIFT_pct,        1.826
ST_OP_SHIFT_total_count,       3293912
ST_OP_SHIFT_total_pct,        1.826

ST_OP_FLD_count,         55905
ST_OP_FLD_pct,        0.031
ST_OP_FLD_total_count,         55905
ST_OP_FLD_total_pct,        0.031

ST_OP_FST_count,         13155
ST_OP_FST_pct,        0.007
ST_OP_FST_total_count,         13155
ST_OP_FST_total_pct,        0.007

ST_OP_FCVT_count,             0
ST_OP_FCVT_pct,        0.000
ST_OP_FCVT_total_count,             0
ST_OP_FCVT_total_pct,        0.000

ST_OP_FADD_count,             0
ST_OP_FADD_pct,        0.000
ST_OP_FADD_total_count,             0
ST_OP_FADD_total_pct,        0.000

ST_OP_FMUL_count,             0
ST_OP_FMUL_pct,        0.000
ST_OP_FMUL_total_count,             0
ST_OP_FMUL_total_pct,        0.000

ST_OP_FMA_count,             0
ST_OP_FMA_pct,        0.000
ST_OP_FMA_total_count,             0
ST_OP_FMA_total_pct,        0.000

ST_OP_FDIV_count,             0
ST_OP_FDIV_pct,        0.000
ST_OP_FDIV_total_count,             0
ST_OP_FDIV_total_pct,        0.000

ST_OP_FCMP_count,             0
ST_OP_FCMP_pct,        0.000
ST_OP_FCMP_total_count,             0
ST_OP_FCMP_total_pct,        0.000

ST_OP_FCMOV_count,             0
ST_OP_FCMOV_pct,        0.000
ST_OP_FCMOV_total_count,             0
ST_OP_FCMOV_total_pct,        0.000

ST_OP_GATHER_count,             0
ST_OP_GATHER_pct,        0.000
ST_OP_GATHER_total_count,             0
ST_OP_GATHER_total_pct,        0.000

ST_OP_SCATTER_count,             0
