Core, 0
Cumulative Cycles, 101612860           
Cumulative Instructions, 100000000           
Cumulative IPC, 0.98413
Periodic Cycles, 59083696            
Periodic Instructions, 55000000            
Periodic IPC, 0.93088

PREF_DL0REQ_QUEUE_HIT_BY_DEMAND_count,             0
PREF_DL0REQ_QUEUE_HIT_BY_DEMAND_total_count,             0

PREF_UMLC_REQ_QUEUE_HIT_BY_DEMAND_count,             0
PREF_UMLC_REQ_QUEUE_HIT_BY_DEMAND_total_count,             0

PREF_UL1REQ_QUEUE_HIT_BY_DEMAND_count,             0
PREF_UL1REQ_QUEUE_HIT_BY_DEMAND_total_count,             0

PREF_DL0REQ_QUEUE_FULL_count,             0
PREF_DL0REQ_QUEUE_FULL_total_count,             0

PREF_UMLC_REQ_QUEUE_FULL_count,             0
PREF_UMLC_REQ_QUEUE_FULL_total_count,             0

PREF_UL1REQ_QUEUE_FULL_count,          4111
PREF_UL1REQ_QUEUE_FULL_total_count,          7175

PREF_DC_HIT_NOSEND_count,             0
PREF_DC_HIT_NOSEND_total_count,             0

PREF_WBQDC_HIT_NOSEND_count,             0
PREF_WBQDC_HIT_NOSEND_total_count,             0

PREF_MLCQ_STALL_count,             0
PREF_MLCQ_STALL_total_count,             0

PREF_L1Q_STALL_count,             0
PREF_L1Q_STALL_total_count,             0

PREF_UMLC_REQ_SEND_QUEUE_STALL_count,             0
PREF_UMLC_REQ_SEND_QUEUE_STALL_total_count,             0

PREF_UL1REQ_SEND_QUEUE_STALL_count,       9678831
PREF_UL1REQ_SEND_QUEUE_STALL_total_count,      15960327

PREF_UMLC_REQ_QUEUE_SENTREQ_count,             0
PREF_UMLC_REQ_QUEUE_SENTREQ_total_count,             0

PREF_UL1REQ_QUEUE_SENTREQ_count,       1012324
PREF_UL1REQ_QUEUE_SENTREQ_total_count,       1691189

PREF_NEWREQ_MATCHED_count,          4086
PREF_NEWREQ_MATCHED_total_count,          7817

PREF_UMLC_REQ_QUEUE_MATCHED_REQ_count,             0
PREF_UMLC_REQ_QUEUE_MATCHED_REQ_total_count,             0

PREF_UL1REQ_QUEUE_MATCHED_REQ_count,           476
PREF_UL1REQ_QUEUE_MATCHED_REQ_total_count,          2447

PREF_DL0REQ_QUEUE_MATCHED_REQ_count,             0
PREF_DL0REQ_QUEUE_MATCHED_REQ_total_count,             0

L1_PREF_HIT_count,        816123
L1_PREF_HIT_total_count,       1361045

L1_PREF_UNIQUE_HIT_count,        816042
L1_PREF_UNIQUE_HIT_total_count,       1358265

L1_PREF_LATE_count,        162897
L1_PREF_LATE_total_count,        270015

L1_LATE_PREF_CYCLES_count,      74367237
L1_LATE_PREF_CYCLES_total_count,     122044794

L1_LATE_PREF_CYCLES_DIST_0_count,          5902
L1_LATE_PREF_CYCLES_DIST_0_pct,        3.623
L1_LATE_PREF_CYCLES_DIST_0_total_count,         10141
L1_LATE_PREF_CYCLES_DIST_0_total_pct,        3.756

L1_LATE_PREF_CYCLES_DIST_100_count,         36596
L1_LATE_PREF_CYCLES_DIST_100_pct,       22.466
L1_LATE_PREF_CYCLES_DIST_100_total_count,         62172
L1_LATE_PREF_CYCLES_DIST_100_total_pct,       23.025

L1_LATE_PREF_CYCLES_DIST_200_count,         25634
L1_LATE_PREF_CYCLES_DIST_200_pct,       15.736
L1_LATE_PREF_CYCLES_DIST_200_total_count,         42841
L1_LATE_PREF_CYCLES_DIST_200_total_pct,       15.866

L1_LATE_PREF_CYCLES_DIST_300_count,         10333
L1_LATE_PREF_CYCLES_DIST_300_pct,        6.343
L1_LATE_PREF_CYCLES_DIST_300_total_count,         17345
L1_LATE_PREF_CYCLES_DIST_300_total_pct,        6.424

L1_LATE_PREF_CYCLES_DIST_400_count,         11757
L1_LATE_PREF_CYCLES_DIST_400_pct,        7.217
L1_LATE_PREF_CYCLES_DIST_400_total_count,         18981
L1_LATE_PREF_CYCLES_DIST_400_total_pct,        7.030

L1_LATE_PREF_CYCLES_DIST_500_count,         22616
L1_LATE_PREF_CYCLES_DIST_500_pct,       13.884
L1_LATE_PREF_CYCLES_DIST_500_total_count,         36995
L1_LATE_PREF_CYCLES_DIST_500_total_pct,       13.701

L1_LATE_PREF_CYCLES_DIST_600_count,         21503
L1_LATE_PREF_CYCLES_DIST_600_pct,       13.200
L1_LATE_PREF_CYCLES_DIST_600_total_count,         34778
L1_LATE_PREF_CYCLES_DIST_600_total_pct,       12.880

L1_LATE_PREF_CYCLES_DIST_700_count,         13209
L1_LATE_PREF_CYCLES_DIST_700_pct,        8.109
L1_LATE_PREF_CYCLES_DIST_700_total_count,         21622
L1_LATE_PREF_CYCLES_DIST_700_total_pct,        8.008

L1_LATE_PREF_CYCLES_DIST_800_count,          6210
L1_LATE_PREF_CYCLES_DIST_800_pct,        3.812
L1_LATE_PREF_CYCLES_DIST_800_total_count,         10173
L1_LATE_PREF_CYCLES_DIST_800_total_pct,        3.768

L1_LATE_PREF_CYCLES_DIST_900_count,          3064
L1_LATE_PREF_CYCLES_DIST_900_pct,        1.881
L1_LATE_PREF_CYCLES_DIST_900_total_count,          5015
L1_LATE_PREF_CYCLES_DIST_900_total_pct,        1.857

L1_LATE_PREF_CYCLES_DIST_1000_count,          1368
L1_LATE_PREF_CYCLES_DIST_1000_pct,        0.840
L1_LATE_PREF_CYCLES_DIST_1000_total_count,          2249
L1_LATE_PREF_CYCLES_DIST_1000_total_pct,        0.833

L1_LATE_PREF_CYCLES_DIST_1100_count,           817
L1_LATE_PREF_CYCLES_DIST_1100_pct,        0.502
L1_LATE_PREF_CYCLES_DIST_1100_total_count,          1306
L1_LATE_PREF_CYCLES_DIST_1100_total_pct,        0.484

L1_LATE_PREF_CYCLES_DIST_1200_count,           576
L1_LATE_PREF_CYCLES_DIST_1200_pct,        0.354
L1_LATE_PREF_CYCLES_DIST_1200_total_count,           916
L1_LATE_PREF_CYCLES_DIST_1200_total_pct,        0.339

L1_LATE_PREF_CYCLES_DIST_1300_count,           500
L1_LATE_PREF_CYCLES_DIST_1300_pct,        0.307
L1_LATE_PREF_CYCLES_DIST_1300_total_count,           895
L1_LATE_PREF_CYCLES_DIST_1300_total_pct,        0.331

L1_LATE_PREF_CYCLES_DIST_1400_count,           348
L1_LATE_PREF_CYCLES_DIST_1400_pct,        0.214
L1_LATE_PREF_CYCLES_DIST_1400_total_count,           625
L1_LATE_PREF_CYCLES_DIST_1400_total_pct,        0.231

L1_LATE_PREF_CYCLES_DIST_1500_count,           158
L1_LATE_PREF_CYCLES_DIST_1500_pct,        0.097
L1_LATE_PREF_CYCLES_DIST_1500_total_count,           270
L1_LATE_PREF_CYCLES_DIST_1500_total_pct,        0.100

L1_LATE_PREF_CYCLES_DIST_1600_count,           210
L1_LATE_PREF_CYCLES_DIST_1600_pct,        0.129
L1_LATE_PREF_CYCLES_DIST_1600_total_count,           277
L1_LATE_PREF_CYCLES_DIST_1600_total_pct,        0.103

L1_LATE_PREF_CYCLES_DIST_1700_count,           479
L1_LATE_PREF_CYCLES_DIST_1700_pct,        0.294
L1_LATE_PREF_CYCLES_DIST_1700_total_count,           835
L1_LATE_PREF_CYCLES_DIST_1700_total_pct,        0.309

L1_LATE_PREF_CYCLES_DIST_1800_count,           641
L1_LATE_PREF_CYCLES_DIST_1800_pct,        0.394
L1_LATE_PREF_CYCLES_DIST_1800_total_count,           948
L1_LATE_PREF_CYCLES_DIST_1800_total_pct,        0.351

